Fiscal Year,TTM,FY 2022,FY 2021,FY 2020,FY 2019,FY 2018,2017 - 2013,Currency,Fiscal_Year_period
Period Ending,"Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Dec '21 Dec 31, 2021","Dec '20 Dec 31, 2020","Dec '19 Dec 31, 2019","Dec '18 Dec 31, 2018",2017 - 2013,,
"Selling, General & Admin","388,000","425,000","528,000","494,000","565,000","516,000",Upgrade,Financials in USD,Fiscal year is January - December
Research & Development,"85,000","239,000","494,000","18,000","44,000","208,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"473,000","664,000","1,022,000","512,000","609,000","724,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-473,000","-664,000","-1,022,000","-512,000","-609,000","-724,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,"-23,000","-69,000","-1,083,000","-302,000","-777,000","-550,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),"1,066,000","-263,000","3,687,000","-3,846,000","327,000","1,052,000",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"570,000","-996,000","1,582,000","-4,660,000","-1,059,000","-222,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,-,"-24,000","1,116,000","-1,635,000","125,000","210,000",Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"570,000","-1,020,000","2,698,000","-6,295,000","-934,000","-12,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"570,000","-1,020,000","2,698,000","-6,295,000","-934,000","-12,000",Upgrade,Financials in USD,Fiscal year is January - December
Preferred Dividends & Other Adjustments,-,-,-,"64,000","54,000","196,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"570,000","-1,020,000","2,698,000","-6,359,000","-988,000","-208,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"32,135,505","31,819,481","7,645,188","581,760",-,-,Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"32,135,505","31,819,481","21,132,450","581,760",-,-,Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),-4.738%,50.572%,3532.503%,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),0.018,-0.032,0.353,-10.931,-,-,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),0.018,-0.032,-0.066,-10.931,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-260,000","-706,000","-693,000","-374,000","-313,000","-204,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.008,-0.022,-0.033,-0.643,-,-,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,-,-,-,"-476,000","-573,000","-705,000",Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,-,-,-,"36,000","36,000","19,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-473,000","-664,000","-1,022,000","-512,000","-609,000","-724,000",Upgrade,Financials in USD,Fiscal year is January - December
