Fiscal Year,TTM,FY 2024,FY 2023,FY 2022,FY 2021,FY 2020,2019 - 2015,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Mar '23 Mar 31, 2023","Mar '22 Mar 31, 2022","Mar '21 Mar 31, 2021","Mar '20 Mar 31, 2020",2019 - 2015,,
Other Revenue,"3,411,261","4,452,742","1,189,486","1,983,316","1,533,521","34,227",Upgrade,Financials in AUD,Fiscal year is April - March
Revenue,"3,411,261","4,452,742","1,189,486","1,983,316","1,533,521","34,227",Upgrade,Financials in AUD,Fiscal year is April - March
Revenue Growth (YoY),82.567%,274.342%,-40.025%,29.331%,4380.442%,-32.189%,Upgrade,Financials in AUD,Fiscal year is April - March
Cost of Revenue,"401,597","441,990","307,549","154,630","312,012","123,218",Upgrade,Financials in AUD,Fiscal year is April - March
Gross Profit,"3,009,664","4,010,752","881,937","1,828,686","1,221,509","-88,991",Upgrade,Financials in AUD,Fiscal year is April - March
"Selling, General & Admin","2,657,886","2,603,916","2,198,433","1,636,051","1,134,749","858,886",Upgrade,Financials in AUD,Fiscal year is April - March
Research & Development,"6,411,217","5,804,765","4,686,887","3,772,156","2,211,822","1,071,677",Upgrade,Financials in AUD,Fiscal year is April - March
Operating Expenses,"9,262,132","8,580,825","7,167,778","5,472,369","3,561,675","2,134,199",Upgrade,Financials in AUD,Fiscal year is April - March
Operating Income,"-6,252,468","-4,570,073","-6,285,841","-3,643,683","-2,340,166","-2,223,190",Upgrade,Financials in AUD,Fiscal year is April - March
Interest Expense,"-87,075","-78,481","-53,848","-1,150",-,-,Upgrade,Financials in AUD,Fiscal year is April - March
Interest & Investment Income,"151,170","145,101","97,254",616,"1,293","3,716",Upgrade,Financials in AUD,Fiscal year is April - March
EBT Excluding Unusual Items,"-6,188,373","-4,503,453","-6,242,435","-3,644,217","-2,338,873","-2,219,474",Upgrade,Financials in AUD,Fiscal year is April - March
Other Unusual Items,-,-,-,-,"57,720",-,Upgrade,Financials in AUD,Fiscal year is April - March
Pretax Income,"-6,188,373","-4,503,453","-6,242,435","-3,644,217","-2,281,153","-2,219,474",Upgrade,Financials in AUD,Fiscal year is April - March
Net Income,"-6,188,373","-4,503,453","-6,242,435","-3,644,217","-2,281,153","-2,219,474",Upgrade,Financials in AUD,Fiscal year is April - March
Net Income to Common,"-6,188,373","-4,503,453","-6,242,435","-3,644,217","-2,281,153","-2,219,474",Upgrade,Financials in AUD,Fiscal year is April - March
Shares Outstanding (Basic),"223,851,477","194,005,863","193,975,005","145,548,817","94,692,802","48,470,801",Upgrade,Financials in AUD,Fiscal year is April - March
Shares Outstanding (Diluted),"223,851,477","194,005,863","193,975,005","145,548,817","94,692,802","48,470,801",Upgrade,Financials in AUD,Fiscal year is April - March
Shares Change (YoY),15.384%,0.016%,33.271%,53.706%,95.361%,21.922%,Upgrade,Financials in AUD,Fiscal year is April - March
EPS (Basic),-0.028,-0.023,-0.032,-0.025,-0.024,-0.046,Upgrade,Financials in AUD,Fiscal year is April - March
EPS (Diluted),-0.028,-0.023,-0.032,-0.025,-0.024,-0.046,Upgrade,Financials in AUD,Fiscal year is April - March
Free Cash Flow,"-2,759,325","-5,129,408","-5,307,319","-4,416,421","-2,921,602","-2,087,977",Upgrade,Financials in AUD,Fiscal year is April - March
Free Cash Flow Per Share,-0.012,-0.026,-0.027,-0.030,-0.031,-0.043,Upgrade,Financials in AUD,Fiscal year is April - March
Gross Margin,88.227%,90.074%,74.144%,92.203%,79.654%,-260.002%,Upgrade,Financials in AUD,Fiscal year is April - March
Operating Margin,-183.289%,-102.635%,-528.450%,-183.717%,-152.601%,-6495.428%,Upgrade,Financials in AUD,Fiscal year is April - March
Profit Margin,-181.410%,-101.139%,-524.801%,-183.744%,-148.753%,-6484.571%,Upgrade,Financials in AUD,Fiscal year is April - March
Free Cash Flow Margin,-80.889%,-115.197%,-446.186%,-222.679%,-190.516%,-6100.380%,Upgrade,Financials in AUD,Fiscal year is April - March
EBITDA,"-6,241,580","-4,559,597","-6,275,534","-3,640,474","-2,339,494","-2,222,389",Upgrade,Financials in AUD,Fiscal year is April - March
EBITDA Margin,-182.970%,-102.400%,-,-183.555%,-152.557%,-,Upgrade,Financials in AUD,Fiscal year is April - March
D&A For EBITDA,"10,888","10,476","10,307","3,209",672,801,Upgrade,Financials in AUD,Fiscal year is April - March
EBIT,"-6,252,468","-4,570,073","-6,285,841","-3,643,683","-2,340,166","-2,223,190",Upgrade,Financials in AUD,Fiscal year is April - March
EBIT Margin,-183.289%,-102.635%,-,-183.717%,-152.601%,-,Upgrade,Financials in AUD,Fiscal year is April - March
Revenue as Reported,"3,562,431","4,597,843","1,286,740","1,983,932","1,592,534","34,227",Upgrade,Financials in AUD,Fiscal year is April - March
