Fiscal Quarter,Q1 2025,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,+20 Quarters,Currency,Fiscal_Year_period
Period Ending,"Aug '24 Aug 31, 2024","May '24 May 31, 2024","Feb '24 Feb 29, 2024","Nov '23 Nov 30, 2023","Aug '23 Aug 31, 2023","May '23 May 31, 2023","Feb '23 Feb 28, 2023","Nov '22 Nov 30, 2022","Aug '22 Aug 31, 2022","May '22 May 31, 2022","Feb '22 Feb 28, 2022","Nov '21 Nov 30, 2021","Aug '21 Aug 31, 2021","May '21 May 31, 2021","Feb '21 Feb 28, 2021","Nov '20 Nov 30, 2020","Aug '20 Aug 31, 2020","May '20 May 31, 2020","Feb '20 Feb 29, 2020","Nov '19 Nov 30, 2019",+20 Quarters,,
Revenue,-,-,-,-,-,-,-,-,-,-,-,"225,000","41,000",-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is June - May
Cost of Revenue,-,-,-,-,-,-,-,"17,929,000","2,704,000","64,574,000","5,559,000","1,645,000","1,765,000","5,027,000",-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is June - May
Gross Profit,-,-,-,-,-,-,-,"-17,929,000","-2,704,000","-64,574,000","-5,559,000","-1,420,000","-1,724,000","-5,027,000",-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is June - May
"Selling, General & Admin","1,604,000","3,033,000","2,757,000","2,311,000","2,688,000","2,789,000","2,971,000","5,043,000","6,333,000","10,343,000","10,140,000","16,203,000","7,617,000","8,992,000","7,902,000","7,551,000","9,875,000","7,368,000","6,465,000","3,094,000",Upgrade,Financials in USD,Fiscal year is June - May
Research & Development,"939,000","3,597,000","650,000","1,079,000","1,914,000","981,000","938,000","137,000","576,000","4,007,000","3,569,000","7,447,000","12,020,000","9,342,000","12,323,000","16,446,000","15,188,000","19,949,000","15,109,000","8,527,000",Upgrade,Financials in USD,Fiscal year is June - May
Operating Expenses,"2,548,000","6,634,000","3,414,000","3,398,000","4,612,000","3,780,000","3,921,000","5,234,000","7,008,000","14,474,000","13,838,000","23,902,000","19,913,000","18,609,000","20,736,000","24,503,000","25,568,000","27,819,000","22,075,000","12,121,000",Upgrade,Financials in USD,Fiscal year is June - May
Operating Income,"-2,548,000","-6,634,000","-3,414,000","-3,398,000","-4,612,000","-3,780,000","-3,921,000","-23,163,000","-9,712,000","-79,048,000","-19,397,000","-25,322,000","-21,637,000","-23,636,000","-20,736,000","-24,503,000","-25,568,000","-27,819,000","-22,075,000","-12,121,000",Upgrade,Financials in USD,Fiscal year is June - May
Interest Expense,"-1,304,000","-954,000","-2,645,000","-2,200,000","-2,875,000","-2,528,000","-7,608,000","-2,694,000","-2,678,000","-3,161,000","-9,822,000","-7,970,000","-3,229,000","-3,401,000","-6,796,000","-6,753,000","-5,264,000",-,"-11,262,000","-2,944,000",Upgrade,Financials in USD,Fiscal year is June - May
Interest & Investment Income,"126,000",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"145,000","3,000","2,000",Upgrade,Financials in USD,Fiscal year is June - May
