Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2014,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Dec '23 Dec 31, 2023","Dec '22 Dec 31, 2022","Dec '21 Dec 31, 2021","Dec '20 Dec 31, 2020","Dec '19 Dec 31, 2019",2018 - 2014,,
Revenue,"17,466,482,000","16,467,126,000","16,819,912,000","15,487,059,000","13,870,148,000","12,712,890,000",Upgrade,Financials in MXN,Fiscal year is January - December
Revenue Growth (YoY),2.297%,-2.097%,8.606%,11.657%,9.103%,7.787%,Upgrade,Financials in MXN,Fiscal year is January - December
Cost of Revenue,"6,364,363,000","6,383,900,000","6,656,365,000","5,923,861,000","5,282,059,000","4,614,966,000",Upgrade,Financials in MXN,Fiscal year is January - December
Gross Profit,"11,102,119,000","10,083,226,000","10,163,547,000","9,563,198,000","8,588,089,000","8,097,924,000",Upgrade,Financials in MXN,Fiscal year is January - December
"Selling, General & Admin","7,303,187,000","6,838,185,000","6,922,313,000","6,570,309,000","5,665,985,000","5,823,570,000",Upgrade,Financials in MXN,Fiscal year is January - December
Other Operating Expenses,"54,056,000","-12,650,000","-2,294,000","-63,439,000","153,090,000","-57,528,000",Upgrade,Financials in MXN,Fiscal year is January - December
Operating Expenses,"7,435,717,000","6,825,535,000","6,920,019,000","6,506,870,000","5,819,075,000","5,766,042,000",Upgrade,Financials in MXN,Fiscal year is January - December
Operating Income,"3,666,402,000","3,257,691,000","3,243,528,000","3,056,328,000","2,769,014,000","2,331,882,000",Upgrade,Financials in MXN,Fiscal year is January - December
Interest Expense,"-899,553,000","-829,903,000","-525,641,000","-444,390,000","-461,107,000","-606,683,000",Upgrade,Financials in MXN,Fiscal year is January - December
Interest & Investment Income,"28,735,000","156,926,000","118,052,000","65,429,000","31,396,000","28,777,000",Upgrade,Financials in MXN,Fiscal year is January - December
Earnings From Equity Investments,"-63,035,000","-58,599,000","22,752,000","-90,378,000","-605,000","64,029,000",Upgrade,Financials in MXN,Fiscal year is January - December
Currency Exchange Gain (Loss),"-40,900,000","-543,507,000","-208,745,000","-25,917,000","10,782,000","-151,261,000",Upgrade,Financials in MXN,Fiscal year is January - December
Other Non Operating Income (Expenses),"-295,606,000","-264,045,000","-394,782,000","-329,418,000","-178,132,000","-120,354,000",Upgrade,Financials in MXN,Fiscal year is January - December
EBT Excluding Unusual Items,"2,396,043,000","1,718,563,000","2,255,164,000","2,231,654,000","2,171,348,000","1,546,390,000",Upgrade,Financials in MXN,Fiscal year is January - December
Asset Writedown,"-69,000","-69,000","-17,566,000","-5,520,000",-,"-1,060,000",Upgrade,Financials in MXN,Fiscal year is January - December
Other Unusual Items,"2,095,000","2,095,000","19,214,000","-4,257,000","-1,012,000",-,Upgrade,Financials in MXN,Fiscal year is January - December
Pretax Income,"2,398,069,000","1,720,589,000","2,256,812,000","2,221,877,000","2,170,336,000","1,545,330,000",Upgrade,Financials in MXN,Fiscal year is January - December
Income Tax Expense,"795,417,000","635,674,000","867,609,000","914,010,000","766,833,000","795,725,000",Upgrade,Financials in MXN,Fiscal year is January - December
Earnings From Continuing Operations,"1,602,652,000","1,084,915,000","1,389,203,000","1,307,867,000","1,403,503,000","749,605,000",Upgrade,Financials in MXN,Fiscal year is January - December
Net Income to Company,"1,602,652,000","1,084,915,000","1,389,203,000","1,307,867,000","1,403,503,000","749,605,000",Upgrade,Financials in MXN,Fiscal year is January - December
Net Income,"1,602,652,000","1,084,915,000","1,389,203,000","1,307,867,000","1,403,503,000","749,605,000",Upgrade,Financials in MXN,Fiscal year is January - December
