Fiscal Quarter,Q1 2025,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,+18 Quarters,Currency,Fiscal_Year_period
Period Ending,"Oct '24 Oct 31, 2024","Jul '24 Jul 31, 2024","Apr '24 Apr 30, 2024","Jan '24 Jan 31, 2024","Oct '23 Oct 31, 2023","Jul '23 Jul 31, 2023","Apr '23 Apr 30, 2023","Jan '23 Jan 31, 2023","Oct '22 Oct 31, 2022","Jul '22 Jul 31, 2022","Apr '22 Apr 30, 2022","Jan '22 Jan 31, 2022","Oct '21 Oct 31, 2021","Jul '21 Jul 31, 2021","Apr '21 Apr 30, 2021","Jan '21 Jan 31, 2021","Oct '20 Oct 31, 2020","Jul '20 Jul 31, 2020","Apr '20 Apr 30, 2020","Jan '20 Jan 31, 2020",+18 Quarters,,
Revenue,"5,850,933","9,140,248","5,125,571","2,277,170","1,272,520","1,076,169","406,100","452,767","410,353","612,122","729,139","523,504","440,423","334,695","255,109","342,967","541,919","324,115","379,362","401,692",Upgrade,Financials in CAD,Fiscal year is August - July
Revenue Growth (YoY),359.791%,749.332%,1162.145%,402.945%,210.104%,75.810%,-44.304%,-13.512%,-6.828%,82.889%,185.815%,52.640%,-18.729%,3.264%,-32.753%,-14.619%,-47.791%,-,-25.551%,-87.885%,Upgrade,Financials in CAD,Fiscal year is August - July
Cost of Revenue,"4,144,574","5,693,973","3,873,627","1,502,016","756,465","600,993","265,446","322,991","263,618","338,898","448,305","508,925","448,045","413,779","360,675","395,841","545,297","646,868","359,010","461,312",Upgrade,Financials in CAD,Fiscal year is August - July
Gross Profit,"1,706,359","3,446,275","1,251,944","775,154","516,055","475,176","140,654","129,776","146,735","273,224","280,834","14,579","-7,622","-79,084","-105,566","-52,874","-3,378","-322,753","20,352","-59,620",Upgrade,Financials in CAD,Fiscal year is August - July
"Selling, General & Admin","1,504,743","1,880,839","1,214,177","1,585,587","757,811","1,033,504","1,079,237","755,559","878,173","620,820","472,436","1,018,523","472,237","351,435","331,037","442,952","382,877","900,294","453,028","530,051",Upgrade,Financials in CAD,Fiscal year is August - July
Research & Development,"494,131","325,777","292,674","301,513","367,931","209,195","470,343","335,613","339,070","267,662","248,019","119,861","143,002","85,891","118,054","130,708","275,599","250,011","258,931","509,809",Upgrade,Financials in CAD,Fiscal year is August - July
Other Operating Expenses,"31,633","29,812","29,812","30,874","31,063","28,578","28,578","29,598","29,144","27,214","27,214","28,466","28,127","-80,729","27,235",-,-,-,-,-,Upgrade,Financials in CAD,Fiscal year is August - July
Operating Expenses,"2,030,507","2,236,428","1,536,663","1,917,974","1,156,805","1,271,277","1,578,158","1,120,770","1,246,387","915,696","747,669","1,166,850","643,366","356,597","476,326","573,660","658,476","1,150,305","711,959","1,039,860",Upgrade,Financials in CAD,Fiscal year is August - July
Operating Income,"-324,148","1,209,847","-284,719","-1,142,820","-640,750","-796,101","-1,437,504","-990,994","-1,099,652","-642,472","-466,835","-1,152,271","-650,988","-435,681","-581,892","-626,534","-661,854","-1,473,058","-691,607","-1,099,480",Upgrade,Financials in CAD,Fiscal year is August - July
