Fiscal Year,TTM,FY 2017,FY 2017,FY 2016,FY 2015,FY 2014,2013 - 2012,Currency,Fiscal_Year_period
Period Ending,"Dec '17 Dec 31, 2017","Dec '17 Dec 31, 2017","Jun '17 Jun 30, 2017","Jun '16 Jun 30, 2016","Jun '15 Jun 30, 2015","Jun '14 Jun 30, 2014",2013 - 2012,,
Operating Revenue,"9,474,249","9,474,249","9,506,703","42,644,431","46,230,384","44,456,436",Upgrade,Financials in USD,Fiscal year is January - December
Other Revenue,1,1,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Revenue,"9,474,250","9,474,250","9,506,703","42,644,431","46,230,384","44,456,436",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),-70.483%,-0.341%,-77.707%,-7.757%,3.990%,4.651%,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"7,935,492","7,935,492","7,610,824","26,165,513","29,362,985","27,503,461",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"1,538,758","1,538,758","1,895,879","16,478,918","16,867,399","16,952,975",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","1,383,900","1,383,900","5,825,985","13,293,827","4,008,947","1,736,507",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"1,383,900","1,383,900","5,825,985","13,293,827","4,008,947","1,736,507",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"154,858","154,858","-3,930,106","3,185,091","12,858,452","15,216,468",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,"-576,384","-576,384","-658,821","-1,028,761","-1,297,102","-1,183,580",Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,-,-,"66,597","111,332","70,065","18,186",Upgrade,Financials in USD,Fiscal year is January - December
Currency Exchange Gain (Loss),-,-,-,"-5,938",-,-,Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),"-102,461","-102,461","65,511","590,807","-53,825","-99,753",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-523,987","-523,987","-4,456,819","2,852,531","11,577,590","13,951,321",Upgrade,Financials in USD,Fiscal year is January - December
Asset Writedown,-,-,"-1,914,100","-52,685,315",-,-,Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,-,-,"-792,109",-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-523,987","-523,987","-7,163,028","-49,832,784","11,577,590","13,951,321",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,"27,594","27,594","266,553","3,357,239","2,898,019","3,259,147",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-551,581","-551,581","-7,429,581","-53,190,023","8,679,571","10,692,174",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-551,581","-551,581","-7,429,581","-53,190,023","8,679,571","10,692,174",Upgrade,Financials in USD,Fiscal year is January - December
Net Income Growth,-,-,-,-,-18.823%,6.395%,Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"2,409,631","2,409,631","2,409,631","2,385,391","1,600,000","1,600,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"2,409,631","2,409,631","2,409,631","2,385,391","1,600,000","1,600,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),0.685%,-,1.016%,49.087%,-,-,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.229,-0.229,-3.083,-22.298,5.425,6.683,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.229,-0.229,-3.083,-22.298,5.425,6.683,Upgrade,Financials in USD,Fiscal year is January - December
EPS Growth,-,-,-,-,-18.823%,6.395%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,-,-,"-379,118","-23,344,439","4,185,451","11,271,696",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-,-,-0.157,-9.786,2.616,7.045,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,16.241%,16.241%,19.942%,38.643%,36.486%,38.134%,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,1.635%,1.635%,-41.340%,7.469%,27.814%,34.228%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-5.822%,-5.822%,-78.151%,-124.729%,18.775%,24.051%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-,-,-3.988%,-54.742%,9.053%,25.354%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,-,-,"-3,243,109","5,402,977","14,611,103","16,604,877",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,-,-,-34.114%,12.670%,31.605%,37.351%,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,-,-,"686,997","2,217,886","1,752,651","1,388,409",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"154,858","154,858","-3,930,106","3,185,091","12,858,452","15,216,468",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,1.635%,1.635%,-41.340%,7.469%,27.814%,34.228%,Upgrade,Financials in USD,Fiscal year is January - December
Effective Tax Rate,-,-,-,-,25.031%,23.361%,Upgrade,Financials in USD,Fiscal year is January - December
Revenue as Reported,"9,474,250","9,474,250","9,506,703","42,644,431","46,230,384","44,456,436",Upgrade,Financials in USD,Fiscal year is January - December
