Fiscal Quarter,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,Q3 2019,Q2 2019,Q1 2019,Q4 2018,Q3 2018,+18 Quarters,Currency,Fiscal_Year_period
Period Ending,"Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019","Sep '19 Sep 30, 2019","Jun '19 Jun 30, 2019","Mar '19 Mar 31, 2019","Dec '18 Dec 31, 2018","Sep '18 Sep 30, 2018",+18 Quarters,,
Operating Revenue,"2,243,000","7,590,000","10,571,000","9,153,000","9,191,000","8,020,000","9,261,000","8,862,000","8,243,000","2,529,000","2,460,000","1,291,000","487,000","789,000","333,000","6,920,000","525,000","1,703,000","797,000","461,000",Upgrade,Financials in USD,Fiscal year is January - December
Revenue,"2,243,000","7,590,000","10,571,000","9,153,000","9,191,000","8,020,000","9,261,000","8,862,000","8,243,000","2,529,000","2,460,000","1,291,000","487,000","789,000","333,000","6,920,000","525,000","1,703,000","797,000","461,000",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),-75.596%,-5.362%,14.145%,3.284%,11.501%,217.121%,276.463%,586.445%,1592.608%,220.532%,638.739%,-81.344%,-7.238%,-53.670%,-58.218%,1401.085%,-38.017%,-77.447%,-28.966%,-68.597%,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"10,160,000","5,763,000","23,292,000","8,448,000","8,543,000","6,878,000","7,657,000","7,420,000","6,771,000","3,930,000","3,206,000","3,511,000","4,199,000","4,952,000","5,257,000","5,616,000","8,074,000","7,538,000","21,370,000","8,874,000",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"-7,917,000","1,827,000","-12,721,000","705,000","648,000","1,142,000","1,604,000","1,442,000","1,472,000","-1,401,000","-746,000","-2,220,000","-3,712,000","-4,163,000","-4,924,000","1,304,000","-7,549,000","-5,835,000","-20,573,000","-8,413,000",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","4,107,000","4,902,000","9,610,000","11,907,000","11,047,000","12,700,000","14,488,000","12,256,000","12,854,000","12,047,000","17,522,000","10,997,000","10,741,000","16,025,000","17,146,000","18,503,000","12,751,000","13,409,000","10,188,000","12,582,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"4,107,000","4,902,000","9,610,000","11,907,000","11,047,000","12,700,000","14,488,000","12,256,000","12,854,000","12,047,000","17,522,000","10,997,000","10,741,000","16,025,000","17,146,000","18,503,000","12,751,000","13,409,000","10,188,000","12,582,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-12,024,000","-3,075,000","-22,331,000","-11,202,000","-10,399,000","-11,558,000","-12,884,000","-10,814,000","-11,382,000","-13,448,000","-18,268,000","-13,217,000","-14,453,000","-20,188,000","-22,070,000","-17,199,000","-20,300,000","-19,244,000","-30,761,000","-20,995,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,-,"-194,000","-139,000","-146,000","-198,000","-215,000","-223,000","-221,000","-236,000","-221,000","-198,000","-256,000","-251,000","-1,024,000","-1,132,000","-709,000","-904,000","-899,000","-114,000","-8,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"1,000",-,-,-,-,-,-,-,-,-,-,-,"16,000","64,000","79,000","94,000","72,000","10,000","10,000","11,000",Upgrade,Financials in USD,Fiscal year is January - December
Currency Exchange Gain (Loss),"-39,000",-,"1,000",-,"-92,000",-,"-10,000",-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),-,"-31,000",-,"354,000",-,"308,000",-,"131,000","470,000","-122,000","573,000","450,000","-634,000","798,000","99,000","-10,000","56,000","70,000","-100,000","-54,000",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-12,062,000","-3,300,000","-22,469,000","-10,994,000","-10,689,000","-11,465,000","-13,117,000","-10,904,000","-11,148,000","-13,791,000","-17,893,000","-13,023,000","-15,322,000","-20,350,000","-23,024,000","-17,824,000","-21,076,000","-20,063,000","-30,965,000","-21,046,000",Upgrade,Financials in USD,Fiscal year is January - December
Merger & Restructuring Charges,-,"-5,400,000",-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-676,000",-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,-,-,-,-,-,-,-,-,-,-,-,-,-,"-2,757,000",-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-12,062,000","-8,700,000","-22,469,000","-10,994,000","-10,689,000","-11,465,000","-13,117,000","-10,904,000","-11,148,000","-13,791,000","-17,893,000","-13,023,000","-15,322,000","-23,107,000","-23,024,000","-17,824,000","-21,752,000","-20,063,000","-31,083,000","-52,976,000",Upgrade,Financials in USD,Fiscal year is January - December
