Fiscal Quarter,Q1 2025,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,+20 Quarters,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters,,
"Selling, General & Admin","229,076","207,509","355,419","324,042","400,977","203,906","320,189","533,126","471,505","490,842","451,786","352,714","439,476","641,878","383,065","223,929","332,315","536,980","549,684","1,383,563",Upgrade,Financials in USD,Fiscal year is July - June
Research & Development,"61,714","52,390","65,448","114,022","16,242","5,696","66,020","74,878","101,325","108,350","50,395","50,753","46,554","85,058","44,887","50,165","50,846","57,094","57,484",37,Upgrade,Financials in USD,Fiscal year is July - June
Operating Expenses,"290,790","259,899","420,867","438,064","417,219","209,602","386,209","608,004","572,830","599,192","502,181","403,467","486,030","726,936","427,952","274,094","383,161","594,074","607,168","1,383,600",Upgrade,Financials in USD,Fiscal year is July - June
Operating Income,"-290,790","-259,899","-420,867","-438,064","-417,219","-209,602","-386,209","-608,004","-572,830","-599,192","-502,181","-403,467","-486,030","-726,936","-427,952","-274,094","-383,161","-594,074","-607,168","-1,383,600",Upgrade,Financials in USD,Fiscal year is July - June
Interest Expense,"-86,230","-90,004","-133,141","-264,462","-178,234","-114,242","-157,208","-98,619","-162,752","-113,665","-167,375","-177,905","-109,853","-29,440","-102,901","-157,835","-159,281","-242,270","-384,804","-446,082",Upgrade,Financials in USD,Fiscal year is July - June
Interest & Investment Income,1,-,27,16,17,9,8,17,2,"5,613",-,-,-,-,-,1,-,803,137,3,Upgrade,Financials in USD,Fiscal year is July - June
Currency Exchange Gain (Loss),"8,423","37,308","-36,426","37,146","-15,948","2,675","-19,025","-13,988","36,223","-83,026","41,717","-110,215","109,129","-23,682","6,984","45,235","1,960","1,909,202","-2,135,421","617,561",Upgrade,Financials in USD,Fiscal year is July - June
Other Non Operating Income (Expenses),"25,605","-73,467","70,213","-47,429","226,208","-419,471","-238,367","62,335","65,173","-96,719","165,365","-163,853","-3,904","-1,030","-55,158","-16,950","64,952","144,555","454,442","-675,024",Upgrade,Financials in USD,Fiscal year is July - June
EBT Excluding Unusual Items,"-342,991","-386,062","-520,194","-712,793","-385,176","-740,631","-800,801","-658,259","-634,184","-886,989","-462,474","-855,440","-490,658","-781,088","-579,027","-403,643","-475,530","1,218,216","-2,672,814","-1,887,142",Upgrade,Financials in USD,Fiscal year is July - June
