Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2014,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Dec '23 Dec 31, 2023","Dec '22 Dec 31, 2022","Dec '21 Dec 31, 2021","Dec '20 Dec 31, 2020","Dec '19 Dec 31, 2019",2018 - 2014,,
"Selling, General & Admin","10,283,000","11,177,000","15,735,000","43,943,000","8,087,000","9,826,000",Upgrade,Financials in ILS,Fiscal year is January - December
Research & Development,"18,732,000","18,613,000","21,312,000","20,792,000","11,357,000","11,083,000",Upgrade,Financials in ILS,Fiscal year is January - December
Operating Expenses,"29,015,000","29,790,000","37,047,000","64,735,000","19,444,000","20,909,000",Upgrade,Financials in ILS,Fiscal year is January - December
Operating Income,"-29,015,000","-29,790,000","-37,047,000","-64,735,000","-19,444,000","-20,909,000",Upgrade,Financials in ILS,Fiscal year is January - December
Interest Expense,"-783,000","-848,000","-891,000","-569,000","-408,000","-460,000",Upgrade,Financials in ILS,Fiscal year is January - December
Interest & Investment Income,"360,000","2,140,000","7,282,000","164,000",-,-,Upgrade,Financials in ILS,Fiscal year is January - December
Currency Exchange Gain (Loss),-,-,-,"-3,930,000","50,000","-185,000",Upgrade,Financials in ILS,Fiscal year is January - December
Other Non Operating Income (Expenses),"-31,000","-31,000","-8,047,000","-21,006,000","-2,219,000","-686,000",Upgrade,Financials in ILS,Fiscal year is January - December
EBT Excluding Unusual Items,"-29,469,000","-28,529,000","-38,703,000","-90,076,000","-22,021,000","-22,240,000",Upgrade,Financials in ILS,Fiscal year is January - December
Pretax Income,"-29,469,000","-28,529,000","-38,703,000","-90,076,000","-22,021,000","-22,240,000",Upgrade,Financials in ILS,Fiscal year is January - December
Net Income,"-29,469,000","-28,529,000","-38,703,000","-90,076,000","-22,021,000","-22,240,000",Upgrade,Financials in ILS,Fiscal year is January - December
Net Income to Common,"-29,469,000","-28,529,000","-38,703,000","-90,076,000","-22,021,000","-22,240,000",Upgrade,Financials in ILS,Fiscal year is January - December
Shares Outstanding (Basic),-,"1,167,925,311","1,167,925,311","1,154,057,110","998,981,262","841,467,122",Upgrade,Financials in ILS,Fiscal year is January - December
Shares Outstanding (Diluted),-,"1,167,925,311","1,167,925,311","1,154,057,110","998,981,262","841,467,122",Upgrade,Financials in ILS,Fiscal year is January - December
Shares Change (YoY),-,-,1.202%,15.523%,18.719%,3.693%,Upgrade,Financials in ILS,Fiscal year is January - December
EPS (Basic),-,-0.024,-0.033,-0.078,-0.022,-0.026,Upgrade,Financials in ILS,Fiscal year is January - December
EPS (Diluted),-,-0.024,-0.033,-0.078,-0.022,-0.026,Upgrade,Financials in ILS,Fiscal year is January - December
Free Cash Flow,"-23,406,000","-27,221,000","-35,204,000","-45,648,000","-16,000,000","-13,300,000",Upgrade,Financials in ILS,Fiscal year is January - December
Free Cash Flow Per Share,-,-0.023,-0.030,-0.040,-0.016,-0.016,Upgrade,Financials in ILS,Fiscal year is January - December
EBITDA,"-27,333,000","-28,138,000","-35,601,000","-63,259,000","-18,377,000","-19,832,000",Upgrade,Financials in ILS,Fiscal year is January - December
D&A For EBITDA,"1,682,000","1,652,000","1,446,000","1,476,000","1,067,000","1,077,000",Upgrade,Financials in ILS,Fiscal year is January - December
EBIT,"-29,015,000","-29,790,000","-37,047,000","-64,735,000","-19,444,000","-20,909,000",Upgrade,Financials in ILS,Fiscal year is January - December
