Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2014,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Dec '23 Dec 31, 2023","Dec '22 Dec 31, 2022","Dec '21 Dec 31, 2021","Dec '20 Dec 31, 2020","Dec '19 Dec 31, 2019",2018 - 2014,,
Revenue,"6,651,013","3,720,169",-,-,"30,000",-,Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),268.434%,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"3,330,601","2,065,149","99,000",-,"25,000","202,594",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"3,320,412","1,655,020","-99,000",-,"5,000","-202,594",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","1,691,326","1,274,650","354,285","378,171","1,276,433","4,578,874",Upgrade,Financials in USD,Fiscal year is January - December
Other Operating Expenses,"-3,690",-,-496,"-19,453","7,119","-63,653",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"2,465,532","2,086,299","1,239,018","1,330,242","1,576,496","4,626,302",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"854,880","-431,279","-1,338,018","-1,330,242","-1,571,496","-4,828,896",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,"-1,290,287","-1,460,494","-1,173,194","-1,038,431","-560,786","-471,533",Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"17,623","17,376",-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Earnings From Equity Investments,-,"24,152","354,736","-272,995","-248,685",-,Upgrade,Financials in USD,Fiscal year is January - December
Currency Exchange Gain (Loss),"-11,661","-51,811","126,314","-73,163","-168,034","-418,940",Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),"8,711","6,644","825,847","2,961,663","3,236,502","415,519",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-420,734","-1,895,412","-1,204,315","246,832","687,501","-5,303,850",Upgrade,Financials in USD,Fiscal year is January - December
Impairment of Goodwill,-,-,-,-,"-4,413,742","-1,485,925",Upgrade,Financials in USD,Fiscal year is January - December
Asset Writedown,-,-,-,-,-,"-2,149,613",Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,"180,315","1,571,742","-3,315,749","26,049","-3,347,630","-1,428,282",Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-240,419","-323,670","-4,520,064","272,881","-7,073,871","-10,367,670",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-240,419","-323,670","-4,520,064","272,881","-7,073,871","-10,367,670",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-240,419","-323,670","-4,520,064","272,881","-7,073,871","-10,367,670",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"617,025,999","617,025,999","617,025,999","595,347,680","566,883,437","410,383,534",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"617,025,999","617,025,999","617,025,999","595,347,680","566,883,437","410,383,534",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),-,-,3.641%,5.021%,38.135%,788.237%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.000,-0.001,-0.007,0.000,-0.012,-0.025,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.000,-0.001,-0.007,0.000,-0.013,-0.025,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"1,636,473","-611,698","-1,015,142","100,118","-1,475,674","-9,025,657",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,0.003,-0.001,-0.002,0.000,-0.003,-0.022,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,49.923%,44.488%,-,-,16.667%,-,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,12.853%,-11.593%,-,-,-5238.320%,-,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-3.615%,-8.700%,-,-,-23579.570%,-,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,24.605%,-16.443%,-,-,-4918.913%,-,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"1,632,776","380,370","-452,789","-358,718","-1,278,552","-4,717,815",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,24.549%,10.225%,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"777,896","811,649","885,229","971,524","292,944","111,081",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"854,880","-431,279","-1,338,018","-1,330,242","-1,571,496","-4,828,896",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,12.853%,-11.593%,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Advertising Expenses,-,-,-,-,299,"42,053",Upgrade,Financials in USD,Fiscal year is January - December
