Fiscal Year,TTM,FY 2024,FY 2023,FY 2022,FY 2021,FY 2020,2019 - 2015,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Sep '24 Sep 30, 2024","Sep '23 Sep 30, 2023","Sep '22 Sep 30, 2022","Sep '21 Sep 30, 2021","Sep '20 Sep 30, 2020",2019 - 2015,,
Operating Revenue,"31,168,532","31,168,532","26,595,286","18,146,390","19,561,301","13,508,434",Upgrade,Financials in CAD,Fiscal year is October - September
Revenue,"31,168,532","31,168,532","26,595,286","18,146,390","19,561,301","13,508,434",Upgrade,Financials in CAD,Fiscal year is October - September
Revenue Growth (YoY),17.196%,17.196%,46.560%,-7.233%,44.808%,-60.275%,Upgrade,Financials in CAD,Fiscal year is October - September
Cost of Revenue,"12,235,807","12,235,807","12,233,447","10,652,885","9,864,970","8,861,011",Upgrade,Financials in CAD,Fiscal year is October - September
Gross Profit,"18,932,725","18,932,725","14,361,839","7,493,505","9,696,331","4,647,423",Upgrade,Financials in CAD,Fiscal year is October - September
"Selling, General & Admin","15,187,613","15,187,613","17,477,061","15,270,030","7,717,471","10,844,733",Upgrade,Financials in CAD,Fiscal year is October - September
Research & Development,"1,594,079","1,594,079","1,413,278","1,365,803","1,140,517","902,370",Upgrade,Financials in CAD,Fiscal year is October - September
Operating Expenses,"16,781,692","16,781,692","18,890,339","16,635,833","8,857,988","11,747,103",Upgrade,Financials in CAD,Fiscal year is October - September
Operating Income,"2,151,033","2,151,033","-4,528,500","-9,142,328","838,343","-7,099,680",Upgrade,Financials in CAD,Fiscal year is October - September
Interest Expense,"-91,249","-91,249",-,"-111,590","-419,379","-435,587",Upgrade,Financials in CAD,Fiscal year is October - September
Interest & Investment Income,-,-,"67,502",-,-,-,Upgrade,Financials in CAD,Fiscal year is October - September
Other Non Operating Income (Expenses),"610,008","610,008",-,-,-,-,Upgrade,Financials in CAD,Fiscal year is October - September
EBT Excluding Unusual Items,"2,669,792","2,669,792","-4,460,998","-9,253,918","418,964","-7,535,267",Upgrade,Financials in CAD,Fiscal year is October - September
Other Unusual Items,-,-,-,-,-,"-287,523",Upgrade,Financials in CAD,Fiscal year is October - September
Pretax Income,"2,669,792","2,669,792","-4,460,998","-9,253,918","418,964","-7,822,790",Upgrade,Financials in CAD,Fiscal year is October - September
Earnings From Continuing Operations,"2,669,792","2,669,792","-4,460,998","-9,253,918","418,964","-7,822,790",Upgrade,Financials in CAD,Fiscal year is October - September
Earnings From Discontinued Operations,-,-,-,"-409,295","23,057,942","870,566",Upgrade,Financials in CAD,Fiscal year is October - September
Net Income,"2,669,792","2,669,792","-4,460,998","-9,663,213","23,476,906","-6,952,224",Upgrade,Financials in CAD,Fiscal year is October - September
Net Income to Common,"2,669,792","2,669,792","-4,460,998","-9,663,213","23,476,906","-6,952,224",Upgrade,Financials in CAD,Fiscal year is October - September
Shares Outstanding (Basic),"24,804,201","24,804,201","24,880,782","25,759,555","25,821,239","25,818,677",Upgrade,Financials in CAD,Fiscal year is October - September
Shares Outstanding (Diluted),"24,956,744","24,956,744","25,070,171","25,759,555","25,821,239","25,818,677",Upgrade,Financials in CAD,Fiscal year is October - September
Shares Change (YoY),-0.452%,-0.452%,-2.676%,-0.239%,0.010%,14.948%,Upgrade,Financials in CAD,Fiscal year is October - September
EPS (Basic),0.108,0.108,-0.179,-0.375,0.909,-0.269,Upgrade,Financials in CAD,Fiscal year is October - September
EPS (Diluted),0.108,0.108,-0.180,-0.376,0.909,-0.269,Upgrade,Financials in CAD,Fiscal year is October - September
Free Cash Flow,"3,182,340","3,182,340","-3,678,643","-8,978,154","131,235","-4,231,488",Upgrade,Financials in CAD,Fiscal year is October - September
Free Cash Flow Per Share,0.128,0.128,-0.147,-0.349,0.005,-0.164,Upgrade,Financials in CAD,Fiscal year is October - September
Gross Margin,60.743%,60.743%,54.001%,41.295%,49.569%,34.404%,Upgrade,Financials in CAD,Fiscal year is October - September
Operating Margin,6.901%,6.901%,-17.027%,-50.381%,4.286%,-52.557%,Upgrade,Financials in CAD,Fiscal year is October - September
Profit Margin,8.566%,8.566%,-16.774%,-53.251%,120.017%,-51.466%,Upgrade,Financials in CAD,Fiscal year is October - September
Free Cash Flow Margin,10.210%,10.210%,-13.832%,-49.476%,0.671%,-31.325%,Upgrade,Financials in CAD,Fiscal year is October - September
EBITDA,"2,644,843","2,644,843","-3,954,133","-8,461,482","1,297,658","-6,582,094",Upgrade,Financials in CAD,Fiscal year is October - September
EBITDA Margin,8.486%,8.486%,-14.868%,-46.629%,6.634%,-48.726%,Upgrade,Financials in CAD,Fiscal year is October - September
D&A For EBITDA,"493,810","493,810","574,367","680,846","459,315","517,586",Upgrade,Financials in CAD,Fiscal year is October - September
EBIT,"2,151,033","2,151,033","-4,528,500","-9,142,328","838,343","-7,099,680",Upgrade,Financials in CAD,Fiscal year is October - September
EBIT Margin,6.901%,6.901%,-17.027%,-50.381%,4.286%,-52.557%,Upgrade,Financials in CAD,Fiscal year is October - September
Revenue as Reported,"31,168,532","31,168,532","26,595,286","18,146,390","19,561,301","13,508,434",Upgrade,Financials in CAD,Fiscal year is October - September
