Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2014,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Dec '23 Dec 31, 2023","Dec '22 Dec 31, 2022","Dec '21 Dec 31, 2021","Dec '20 Dec 31, 2020","Dec '19 Dec 31, 2019",2018 - 2014,,
Operating Revenue,"14,501,946","18,136,880","13,444,542","5,912,727","2,279,867","3,570,909",Upgrade,Financials in USD,Fiscal year is January - December
Other Revenue,-,-,-,"14,472","103,837","95,437",Upgrade,Financials in USD,Fiscal year is January - December
Revenue,"14,501,946","18,136,880","13,444,542","5,927,199","2,383,704","3,666,346",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),-18.430%,34.901%,126.828%,148.655%,-34.984%,111.042%,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"8,667,346","11,564,386","8,577,487","4,439,478","1,388,626","2,467,100",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"5,834,600","6,572,494","4,867,055","1,487,721","995,078","1,199,246",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","6,439,422","9,603,669","7,522,274","3,577,116","3,817,050","5,416,295",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"7,095,385","10,547,152","8,041,980","4,385,653","5,521,122","9,498,612",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-1,260,785","-3,974,658","-3,174,925","-2,897,932","-4,526,044","-8,299,366",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,"-2,388,404","-2,575,135","-2,800,515","-1,311,817","-748,778","-2,365,097",Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),"9,919","897,472","14,753","-858,554","833,744","-2,204,172",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-3,639,270","-5,652,321","-5,960,687","-5,068,303","-4,441,078","-12,868,635",Upgrade,Financials in USD,Fiscal year is January - December
