Fiscal Quarter,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,Q3 2019,Q2 2019,Q1 2019,Q4 2018,+20 Quarters,Currency,Fiscal_Year_period
Period Ending,"Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019","Sep '19 Sep 30, 2019","Jun '19 Jun 30, 2019","Mar '19 Mar 31, 2019","Dec '18 Dec 31, 2018",+20 Quarters,,
Revenue,-,-,-,"7,209","23,089","10,188","8,627","141,985","26,483","43,188","42,590","53,856","48,898","53,818","34,005","49,483","79,702",-,"65,501",-,Upgrade,Financials in CAD,Fiscal year is January - December
Revenue Growth (YoY),-,-,-,-94.923%,-12.816%,-76.410%,-79.744%,163.638%,-45.840%,-19.752%,25.246%,8.837%,-38.649%,-,-48.085%,-,-,-,-,-,Upgrade,Financials in CAD,Fiscal year is January - December
Cost of Revenue,-,-,-,"19,973",-,-,-,"15,660",-,"54,219",-,-,-,-,-,-,-,-,-,"-161,218",Upgrade,Financials in CAD,Fiscal year is January - December
Gross Profit,-,-,-,"-12,764","23,089","10,188","8,627","126,325","26,483","-11,031","42,590","53,856","48,898","53,818","34,005","49,483","79,702",-,"65,501","161,218",Upgrade,Financials in CAD,Fiscal year is January - December
"Selling, General & Admin","-1,861","73,997","68,459","102,155","186,151","396,366","374,530","202,330","177,740","356,926","398,157","124,522","115,298","105,407","68,697","-75,713","230,444","467,173","145,146","301,394",Upgrade,Financials in CAD,Fiscal year is January - December
Research & Development,-,"27,219",-,"6,559","5,240","55,088","17,131","-16,072","11,167","18,434","66,818","-66,340","14,433","155,930","23,986","43,210","19,321","6,133","1,080,000","195,000",Upgrade,Financials in CAD,Fiscal year is January - December
Operating Expenses,"11,977","115,054","159,461","-104,438","237,509","771,787","513,070","344,886","225,973","655,363","591,136","201,863","169,675","301,279","123,728","239,831","285,748","1,445,780","1,244,384","508,621",Upgrade,Financials in CAD,Fiscal year is January - December
Operating Income,"-11,977","-115,054","-159,461","91,674","-214,420","-761,599","-504,443","-218,561","-199,490","-666,394","-548,546","-148,007","-120,777","-247,461","-89,723","-190,348","-206,046","-1,445,780","-1,178,883","-347,403",Upgrade,Financials in CAD,Fiscal year is January - December
Interest Expense,-945,-944,-939,"-1,156","-3,543","-1,641","-1,902","-9,300","-11,071","-11,494","-14,364","-17,651","-13,573","-13,611","-13,983",-,"-40,428","-51,207","-44,851","-24,467",Upgrade,Financials in CAD,Fiscal year is January - December
Interest & Investment Income,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"63,266",-,-,-,-,Upgrade,Financials in CAD,Fiscal year is January - December
Currency Exchange Gain (Loss),-,-350,"-2,400","-2,235","-1,451",-976,-475,-68,-,-368,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in CAD,Fiscal year is January - December
Other Non Operating Income (Expenses),"-16,003","-4,480","-6,570","-13,459","-21,236","-8,728","-3,274","10,966","-4,005","-17,034","-3,553",605,"-24,238","-13,982","-9,557","-105,651","-7,159","-12,728","-18,384","-6,907",Upgrade,Financials in CAD,Fiscal year is January - December
EBT Excluding Unusual Items,"-28,925","-120,828","-169,370","74,824","-240,650","-772,944","-510,094","-216,963","-214,566","-695,290","-566,463","-165,053","-158,588","-275,054","-113,263","-232,733","-253,633","-1,509,715","-1,242,118","-378,777",Upgrade,Financials in CAD,Fiscal year is January - December
Impairment of Goodwill,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-47,690",Upgrade,Financials in CAD,Fiscal year is January - December
Gain (Loss) on Sale of Investments,-,-,-,-,-,-,-,-,-,-,-,"-79,999",-,-,-,-,-,-,-,-,Upgrade,Financials in CAD,Fiscal year is January - December
