Fiscal Quarter,Q2 2025,Q1 2025,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,+20 Quarters,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters,,
Revenue,"40,201,000,000","39,131,000,000","35,527,000,000","39,413,000,000","36,301,000,000","37,012,000,000","34,256,000,000","38,783,000,000","35,517,000,000","35,619,000,000","31,266,000,000","34,650,000,000","30,411,000,000","41,157,000,000","30,048,000,000","34,020,000,000","27,904,000,000","29,913,000,000","28,524,000,000","30,726,000,000",Upgrade,Financials in JPY,Fiscal year is April - March
Revenue Growth (YoY),10.744%,5.725%,3.710%,1.624%,2.207%,3.911%,9.563%,11.928%,16.790%,-13.456%,4.054%,1.852%,8.984%,37.589%,5.343%,10.721%,-0.329%,1.776%,2.986%,-8.341%,Upgrade,Financials in JPY,Fiscal year is April - March
Cost of Revenue,"12,299,000,000","12,636,000,000","11,621,000,000","13,292,000,000","12,357,000,000","12,962,000,000","13,424,000,000","14,564,000,000","14,063,000,000","13,928,000,000","12,340,000,000","13,262,000,000","11,358,000,000","13,231,000,000","11,808,000,000","13,152,000,000","12,176,000,000","12,818,000,000","12,472,000,000","14,376,000,000",Upgrade,Financials in JPY,Fiscal year is April - March
Gross Profit,"27,902,000,000","26,495,000,000","23,906,000,000","26,121,000,000","23,944,000,000","24,050,000,000","20,832,000,000","24,219,000,000","21,454,000,000","21,691,000,000","18,926,000,000","21,388,000,000","19,053,000,000","27,926,000,000","18,240,000,000","20,868,000,000","15,728,000,000","17,095,000,000","16,052,000,000","16,350,000,000",Upgrade,Financials in JPY,Fiscal year is April - March
"Selling, General & Admin","8,810,000,000","9,221,000,000","8,214,000,000","8,788,000,000","8,534,000,000","8,418,000,000","9,081,000,000","8,507,000,000","8,083,000,000","8,200,000,000","8,211,000,000","7,769,000,000","7,598,000,000","7,686,000,000","7,727,000,000","7,754,000,000","7,191,000,000","6,646,000,000","6,776,000,000","7,371,000,000",Upgrade,Financials in JPY,Fiscal year is April - March
Research & Development,"9,235,000,000","7,497,000,000","12,176,000,000","6,983,000,000","6,605,000,000","5,911,000,000","9,000,000,000","5,443,000,000","4,953,000,000","4,738,000,000","7,157,000,000","5,701,000,000","6,306,000,000","3,699,000,000","4,645,000,000","3,800,000,000","4,823,000,000","2,836,000,000","2,983,000,000","4,444,000,000",Upgrade,Financials in JPY,Fiscal year is April - March
Other Operating Expenses,"3,067,000,000","-1,303,000,000","1,697,000,000","776,000,000","-910,000,000","-1,443,000,000","570,000,000","1,441,000,000","-468,000,000","-1,524,000,000","252,000,000",-,-,-,-,-,-,-,-,-,Upgrade,Financials in JPY,Fiscal year is April - March
Operating Expenses,"21,112,000,000","15,415,000,000","23,091,000,000","16,547,000,000","14,229,000,000","12,886,000,000","19,591,000,000","15,391,000,000","12,568,000,000","11,414,000,000","16,243,000,000","13,571,000,000","13,997,000,000","11,477,000,000","12,468,000,000","11,646,000,000","12,111,000,000","9,571,000,000","9,849,000,000","11,910,000,000",Upgrade,Financials in JPY,Fiscal year is April - March
Operating Income,"6,790,000,000","11,080,000,000","815,000,000","9,574,000,000","9,715,000,000","11,164,000,000","1,241,000,000","8,828,000,000","8,886,000,000","10,277,000,000","2,683,000,000","7,817,000,000","5,056,000,000","16,449,000,000","5,772,000,000","9,222,000,000","3,617,000,000","7,524,000,000","6,203,000,000","4,440,000,000",Upgrade,Financials in JPY,Fiscal year is April - March
Interest Expense,"-34,000,000","-31,000,000",-,"-31,000,000","-36,000,000","-21,000,000",-,"-38,000,000","-32,000,000","-28,000,000","-55,000,000",-,-,-,"-1,000,000",-,"-1,000,000",-,"-1,000,000",-,Upgrade,Financials in JPY,Fiscal year is April - March
Interest & Investment Income,"33,000,000","363,000,000","72,000,000","285,000,000","27,000,000","298,000,000","73,000,000","235,000,000","31,000,000","266,000,000","21,000,000","205,000,000","12,000,000","234,000,000","19,000,000","237,000,000","11,000,000","264,000,000","20,000,000","250,000,000",Upgrade,Financials in JPY,Fiscal year is April - March
Currency Exchange Gain (Loss),-,-,"2,486,000,000",-,-,-,"1,193,000,000",-,-,-,"603,000,000","314,000,000","102,000,000","-26,000,000","617,000,000","-275,000,000","-145,000,000","-5,000,000","-19,000,000","89,000,000",Upgrade,Financials in JPY,Fiscal year is April - March
Other Non Operating Income (Expenses),"-2,000,000","-2,000,000","369,000,000","-3,000,000","-1,000,000","-2,000,000","330,000,000","-2,000,000","-2,000,000","-2,000,000","411,000,000","-24,000,000","-45,000,000","-61,000,000","-44,000,000","-34,000,000","43,000,000","-61,000,000","-38,000,000","-22,000,000",Upgrade,Financials in JPY,Fiscal year is April - March
EBT Excluding Unusual Items,"6,787,000,000","11,410,000,000","3,742,000,000","9,825,000,000","9,705,000,000","11,439,000,000","2,837,000,000","9,023,000,000","8,883,000,000","10,513,000,000","3,663,000,000","8,312,000,000","5,125,000,000","16,596,000,000","6,363,000,000","9,150,000,000","3,525,000,000","7,722,000,000","6,165,000,000","4,757,000,000",Upgrade,Financials in JPY,Fiscal year is April - March
Gain (Loss) on Sale of Investments,-,-,"-272,000,000",-,-,-,"-69,000,000",-,-,-,"-592,000,000",-,"529,000,000",-,"1,310,000,000","626,000,000",-,-,-,"249,000,000",Upgrade,Financials in JPY,Fiscal year is April - March
Gain (Loss) on Sale of Assets,-,-,"-104,000,000",-,-,-,"-86,000,000",-,-,-,"-332,000,000",-,-,-,-,"62,000,000",-,-,-,-,Upgrade,Financials in JPY,Fiscal year is April - March
Asset Writedown,-,-,"-722,000,000",-,-,-,"-616,000,000",-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in JPY,Fiscal year is April - March
Pretax Income,"6,787,000,000","11,410,000,000","2,644,000,000","9,825,000,000","9,705,000,000","11,439,000,000","2,066,000,000","9,023,000,000","8,883,000,000","10,513,000,000","2,739,000,000","8,312,000,000","5,654,000,000","16,596,000,000","7,673,000,000","9,838,000,000","3,525,000,000","7,722,000,000","6,165,000,000","5,006,000,000",Upgrade,Financials in JPY,Fiscal year is April - March
Income Tax Expense,"678,000,000","1,141,000,000","794,000,000","1,999,000,000","2,280,000,000","2,688,000,000","1,928,000,000","1,570,000,000","1,910,000,000","2,260,000,000","357,000,000","2,264,000,000","1,432,000,000","4,250,000,000","2,050,000,000","2,822,000,000","1,284,000,000","1,882,000,000","1,179,000,000","1,406,000,000",Upgrade,Financials in JPY,Fiscal year is April - March
Earnings From Continuing Operations,"6,109,000,000","10,269,000,000","1,850,000,000","7,826,000,000","7,425,000,000","8,751,000,000","138,000,000","7,453,000,000","6,973,000,000","8,253,000,000","2,382,000,000","6,048,000,000","4,222,000,000","12,346,000,000","5,623,000,000","7,016,000,000","2,241,000,000","5,840,000,000","4,986,000,000","3,600,000,000",Upgrade,Financials in JPY,Fiscal year is April - March
