Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters,Currency,Fiscal_Year_period
Period Ending,"Apr '24 Apr 30, 2024","Jan '24 Jan 31, 2024","Oct '23 Oct 31, 2023","Jul '23 Jul 31, 2023","Apr '23 Apr 30, 2023","Jan '23 Jan 31, 2023","Oct '22 Oct 31, 2022","Jul '22 Jul 31, 2022","Apr '22 Apr 30, 2022","Jan '22 Jan 31, 2022","Oct '21 Oct 31, 2021","Jul '21 Jul 31, 2021","Apr '21 Apr 30, 2021","Jan '21 Jan 31, 2021","Oct '20 Oct 31, 2020","Jul '20 Jul 31, 2020","Apr '20 Apr 30, 2020","Jan '20 Jan 31, 2020","Oct '19 Oct 31, 2019","Jul '19 Jul 31, 2019",+20 Quarters,,
Revenue,"4,406,132","4,428,660","5,456,410",-,"4,171,339","4,433,607","4,632,512",-,"7,876,674","8,046,526","7,570,816","8,135,084","7,156,016","6,315,411","5,294,358","1,221,073","1,052,306","1,572,284","1,441,626","1,315,193",Upgrade,Financials in USD,Fiscal year is August - July
Revenue Growth (YoY),5.629%,-0.112%,17.785%,-,-47.042%,-44.900%,-38.811%,-,10.071%,27.411%,42.998%,566.224%,580.032%,301.671%,267.249%,-7.156%,2.900%,45.606%,20.683%,40.663%,Upgrade,Financials in USD,Fiscal year is August - July
Cost of Revenue,"3,416,028","3,405,592","4,611,398",-,"3,093,866","3,507,909","3,752,201",-,"6,518,885","6,491,463","5,262,450","5,753,522","3,653,543","4,105,353","4,069,549","821,928","1,338,303","1,282,661","1,426,221","1,507,499",Upgrade,Financials in USD,Fiscal year is August - July
Gross Profit,"990,104","1,023,068","845,012",-,"1,077,473","925,698","880,311",-,"1,357,789","1,555,063","2,308,366","2,381,562","3,502,473","2,210,058","1,224,809","399,145","-285,997","289,623","15,405","-192,306",Upgrade,Financials in USD,Fiscal year is August - July
"Selling, General & Admin","2,235,190","1,771,108","1,912,056",-,"2,099,014","2,089,314","1,719,759",-,"2,251,696","2,088,055","1,661,513","1,374,516","2,504,595","1,689,232","1,668,205","246,028","1,393,853","1,498,430","1,316,322","1,078,285",Upgrade,Financials in USD,Fiscal year is August - July
Operating Expenses,"2,329,142","1,867,147","2,008,098",-,"2,360,027","2,359,125","1,989,570",-,"2,697,352","2,525,836","1,993,057","1,999,439","2,794,515","1,986,602","1,913,542","1,610,698","1,416,400","1,550,692","1,321,197","1,081,529",Upgrade,Financials in USD,Fiscal year is August - July
Operating Income,"-1,339,038","-844,079","-1,163,086",-,"-1,282,554","-1,433,427","-1,109,259",-,"-1,339,563","-970,773","315,309","382,123","707,958","223,456","-688,733","-1,211,553","-1,702,397","-1,261,069","-1,305,792","-1,273,835",Upgrade,Financials in USD,Fiscal year is August - July
Interest Expense,"-153,620","-211,597","-1,859,508",-,"-483,247","-424,480","-381,180",-,"-338,185","-340,020","-338,764","-50,710","-1,357",-592,-735,-868,-,"-131,850",-,"-740,783",Upgrade,Financials in USD,Fiscal year is August - July
Interest & Investment Income,"12,000","18,000","18,000",-,"18,000","18,000","18,000",-,"18,000","18,000","18,000","16,939","21,252","19,224","106,143","273,963","288,852","278,688","278,000","277,485",Upgrade,Financials in USD,Fiscal year is August - July
