Fiscal Quarter,Q3 2021,Q1 2021,Q3 2020,Q1 2020,Q4 2019,Q3 2019,Q4 2018,Q3 2018,Q3 2015,Q2 2015,Q1 2015,Q4 2014,Q3 2014,Q2 2014,Q1 2014,Q4 2013,Q3 2013,Q2 2013,Q1 2013,Q4 2012,+11 Quarters,Currency,Fiscal_Year_period
Period Ending,"Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019","Sep '19 Sep 30, 2019","Dec '18 Dec 31, 2018","Sep '18 Sep 30, 2018","Sep '15 Sep 30, 2015","Jun '15 Jun 30, 2015","Mar '15 Mar 31, 2015","Dec '14 Dec 31, 2014","Sep '14 Sep 30, 2014","Jun '14 Jun 30, 2014","Mar '14 Mar 31, 2014","Dec '13 Dec 31, 2013","Sep '13 Sep 30, 2013","Jun '13 Jun 30, 2013","Mar '13 Mar 31, 2013","Dec '12 Dec 31, 2012",+11 Quarters,,
Revenue,"250,180","83,000","129,000","141,815","751,690","184,200","1,175","17,790","4,980","14,013","13,922","35,070","22,087","118,766","63,034","33,460","57,431","37,490","17,788","12,360",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),-66.718%,-54.940%,10878.723%,697.161%,14994.177%,1214.494%,-91.560%,-49.273%,-77.453%,-88.201%,-77.914%,4.812%,-61.542%,216.794%,254.362%,170.712%,116.492%,-42.339%,-59.690%,5569.725%,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,-,-,-,-,"507,644","6,960","6,764","44,909","3,132","5,138","22,046","114,945","6,031","101,193","18,449","24,948","37,397","22,950","8,297","36,392",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"250,180","83,000","129,000","141,815","244,046","177,240","-5,589","-27,119","1,848","8,875","-8,124","-79,875","16,056","17,573","44,585","8,512","20,034","14,540","9,491","-24,032",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","2,321,370","184,487","77,859","594,533","428,344","266,553","1,556,868","1,432,458","73,893","165,684","75,954","259,474","281,928","247,238","2,094,632","153,985","113,702","419,206","246,916","730,561",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"2,364,771","215,737","108,773","625,112","463,010","301,219","1,591,031","1,466,621","74,987","166,766","77,024","260,619","283,173","247,615","2,096,523","155,626","115,343","421,105","248,814","732,458",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-2,114,591","-132,737","20,227","-483,297","-218,964","-123,979","-1,596,620","-1,493,740","-73,139","-157,891","-85,148","-340,494","-267,117","-230,042","-2,051,938","-147,114","-95,309","-406,565","-239,323","-756,490",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,"-347,635","-125,520","-173,821","-180,118","-383,814","-225,676","-244,554","-223,972","-23,765","-42,454","-61,767","-55,844","-68,367","-90,186","-665,338","-156,197","-97,273","-119,125","-84,320","-25,854",Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"57,908",560,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),-,"7,510","35,264","-856,892","-19,636",-,-,-,"-64,606","-39,621","13,944","-187,776","44,523","-216,563",-,-,-,"22,777","42,767","-10,977",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-2,404,318","-250,187","-118,330","-1,520,307","-622,414","-349,655","-1,841,174","-1,717,712","-161,510","-239,966","-132,971","-584,114","-290,961","-536,791","-2,717,276","-303,311","-192,582","-502,913","-280,876","-793,321",Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Investments,-,-,"13,516","16,477",-,"400,000",-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Assets,-,-,"54,745","23,213","1,800",-,-,-,-,-,-,-,-,-,-,-,-,-,-,"4,942",Upgrade,Financials in USD,Fiscal year is January - December
Asset Writedown,-,-,-,"-602,973",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,-,"-88,607",-,-,-,-,"-16,400",-,-,-,-,"27,905","-45,493","63,200","-99,988","13,746",-,-,-,"1,771",Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-2,404,318","-338,794","-50,069","-2,083,590","-620,614","50,345","-1,857,574","-1,717,712","-161,510","-239,966","-132,971","-556,209","-336,454","-473,591","-2,817,264","-289,565","-192,582","-502,913","-280,876","-786,608",Upgrade,Financials in USD,Fiscal year is January - December
Earnings From Continuing Operations,"-2,404,318","-338,794","-50,069","-2,083,590","-620,614","50,345","-1,857,574","-1,717,712","-161,510","-239,966","-132,971","-556,209","-336,454","-473,591","-2,817,264","-289,565","-192,582","-502,913","-280,876","-786,608",Upgrade,Financials in USD,Fiscal year is January - December
Earnings From Discontinued Operations,-,-,-,"39,431",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
