Fiscal Year,TTM,FY 2024,FY 2024,FY 2023,FY 2022,FY 2021,2020 - 2016,Currency,Fiscal_Year_period
Period Ending,"Mar '24 Mar 31, 2024","Mar '24 Mar 31, 2024","Jan '24 Jan 31, 2024","Jan '23 Jan 31, 2023","Jan '22 Jan 31, 2022","Jan '21 Jan 31, 2021",2020 - 2016,,
Revenue,"26,789,700","26,789,700","28,285,200","28,888,410","32,982,976","33,466,063",Upgrade,Financials in USD,Fiscal year is April - March
Revenue Growth (YoY),-7.965%,-5.287%,-2.088%,-12.414%,-1.444%,-11.243%,Upgrade,Financials in USD,Fiscal year is April - March
Cost of Revenue,"17,580,516","17,580,516","18,739,355","17,112,300","15,980,636","15,418,717",Upgrade,Financials in USD,Fiscal year is April - March
Gross Profit,"9,209,184","9,209,184","9,545,845","11,776,110","17,002,340","18,047,346",Upgrade,Financials in USD,Fiscal year is April - March
"Selling, General & Admin","6,211,608","6,211,608","6,648,318","6,437,726","5,711,233","8,807,399",Upgrade,Financials in USD,Fiscal year is April - March
Operating Expenses,"7,454,958","7,454,958","8,057,294","7,802,744","6,991,679","8,807,399",Upgrade,Financials in USD,Fiscal year is April - March
Operating Income,"1,754,226","1,754,226","1,488,551","3,973,366","10,010,661","9,239,947",Upgrade,Financials in USD,Fiscal year is April - March
Interest Expense,-,-,"-35,210","-456,691","-1,307,530","-5,152,466",Upgrade,Financials in USD,Fiscal year is April - March
Other Non Operating Income (Expenses),"173,598","173,598","-484,346","695,359","8,657,979","-5,720,920",Upgrade,Financials in USD,Fiscal year is April - March
EBT Excluding Unusual Items,"1,927,824","1,927,824","968,995","4,212,034","17,361,110","-1,633,439",Upgrade,Financials in USD,Fiscal year is April - March
Gain (Loss) on Sale of Assets,-,-,"-11,655",-,-,-,Upgrade,Financials in USD,Fiscal year is April - March
Asset Writedown,-,-,"-1,202,227","-20,726",-,-,Upgrade,Financials in USD,Fiscal year is April - March
Other Unusual Items,-,-,"503,544",-,"-229,069",-,Upgrade,Financials in USD,Fiscal year is April - March
Pretax Income,"1,927,824","1,927,824","258,657","4,191,308","17,132,041","-1,633,439",Upgrade,Financials in USD,Fiscal year is April - March
Income Tax Expense,"2,236,458","2,236,458","3,482,125","2,809,768","4,934,467","2,968,133",Upgrade,Financials in USD,Fiscal year is April - March
Earnings From Continuing Operations,"-308,634","-308,634","-3,223,468","1,381,540","12,197,574","-4,601,572",Upgrade,Financials in USD,Fiscal year is April - March
Earnings From Discontinued Operations,"-137,790","-137,790","-81,817","-1,088,329","-2,242,644","-3,228,056",Upgrade,Financials in USD,Fiscal year is April - March
Net Income,"-446,424","-446,424","-3,305,285","293,211","9,954,930","-7,829,628",Upgrade,Financials in USD,Fiscal year is April - March
Net Income to Common,"-446,424","-446,424","-3,305,285","293,211","9,954,930","-7,829,628",Upgrade,Financials in USD,Fiscal year is April - March
Net Income Growth,-,-,-,-97.055%,-,-,Upgrade,Financials in USD,Fiscal year is April - March
Shares Outstanding (Basic),"120,047,814","120,047,814","120,047,814","120,047,814","118,308,584","104,841,540",Upgrade,Financials in USD,Fiscal year is April - March
Shares Outstanding (Diluted),"120,047,814","120,047,814","122,880,907","122,880,907","121,141,677","104,841,540",Upgrade,Financials in USD,Fiscal year is April - March
Shares Change (YoY),-,-2.306%,-,1.436%,15.547%,36.719%,Upgrade,Financials in USD,Fiscal year is April - March
EPS (Basic),-,-,-0.028,0.002,0.084,-0.075,Upgrade,Financials in USD,Fiscal year is April - March
EPS (Diluted),-,-,-0.031,0.001,0.081,-0.075,Upgrade,Financials in USD,Fiscal year is April - March
EPS Growth,-,-,-,-98.597%,-,-,Upgrade,Financials in USD,Fiscal year is April - March
Free Cash Flow,"5,159,988","5,159,988","2,808,275","5,457,690","4,273,827","8,497,078",Upgrade,Financials in USD,Fiscal year is April - March
Free Cash Flow Per Share,0.043,0.043,0.023,0.044,0.035,0.081,Upgrade,Financials in USD,Fiscal year is April - March
Gross Margin,34.376%,34.376%,33.748%,40.764%,51.549%,53.927%,Upgrade,Financials in USD,Fiscal year is April - March
Operating Margin,6.548%,6.548%,5.263%,13.754%,30.351%,27.610%,Upgrade,Financials in USD,Fiscal year is April - March
Profit Margin,-1.666%,-1.666%,-11.686%,1.015%,30.182%,-23.396%,Upgrade,Financials in USD,Fiscal year is April - March
Free Cash Flow Margin,19.261%,19.261%,9.928%,18.892%,12.958%,25.390%,Upgrade,Financials in USD,Fiscal year is April - March
EBITDA,"2,501,412","2,501,412","2,414,284","5,335,571","11,568,980","10,574,254",Upgrade,Financials in USD,Fiscal year is April - March
EBITDA Margin,9.337%,9.337%,8.536%,18.470%,35.076%,31.597%,Upgrade,Financials in USD,Fiscal year is April - March
D&A For EBITDA,"747,186","747,186","925,733","1,362,205","1,558,319","1,334,307",Upgrade,Financials in USD,Fiscal year is April - March
EBIT,"1,754,226","1,754,226","1,488,551","3,973,366","10,010,661","9,239,947",Upgrade,Financials in USD,Fiscal year is April - March
EBIT Margin,6.548%,6.548%,5.263%,13.754%,30.351%,27.610%,Upgrade,Financials in USD,Fiscal year is April - March
Effective Tax Rate,116.009%,116.009%,1346.233%,67.038%,28.802%,-,Upgrade,Financials in USD,Fiscal year is April - March
