Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2015,Currency,Fiscal_Year_period
Period Ending,"Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Dec '22 Dec 31, 2022","Dec '21 Dec 31, 2021","Dec '20 Dec 31, 2020","Dec '19 Dec 31, 2019",2018 - 2015,,
Revenue,"70,652,874","71,065,337","63,228,271","62,291,436","52,047,053","31,765,960",Upgrade,Financials in CAD,Fiscal year is January - December
Revenue Growth (YoY),4.437%,12.395%,1.504%,19.683%,63.845%,319.669%,Upgrade,Financials in CAD,Fiscal year is January - December
Cost of Revenue,"58,098,479","56,620,756","52,349,582","44,972,160","34,048,787","19,757,195",Upgrade,Financials in CAD,Fiscal year is January - December
Gross Profit,"12,554,395","14,444,581","10,878,689","17,319,276","17,998,266","12,008,765",Upgrade,Financials in CAD,Fiscal year is January - December
"Selling, General & Admin","26,850,611","27,139,589","29,526,487","23,496,530","19,146,405","15,609,725",Upgrade,Financials in CAD,Fiscal year is January - December
Operating Expenses,"27,793,795","27,937,745","31,136,950","24,958,563","20,765,918","17,052,599",Upgrade,Financials in CAD,Fiscal year is January - December
Operating Income,"-15,239,400","-13,493,164","-20,258,261","-7,639,287","-2,767,652","-5,043,834",Upgrade,Financials in CAD,Fiscal year is January - December
Interest Expense,"-6,775,727","-6,805,916","-6,601,602","-3,898,910","-3,198,372","-1,811,424",Upgrade,Financials in CAD,Fiscal year is January - December
Interest & Investment Income,"20,129","21,254","116,710","31,120","44,158","56,393",Upgrade,Financials in CAD,Fiscal year is January - December
Other Non Operating Income (Expenses),"3,567,091","3,642,195","2,131,808","-36,165","644,420","69,458",Upgrade,Financials in CAD,Fiscal year is January - December
EBT Excluding Unusual Items,"-18,427,907","-16,635,631","-24,611,345","-11,543,242","-5,277,446","-6,729,407",Upgrade,Financials in CAD,Fiscal year is January - December
Impairment of Goodwill,-,-,"-3,075,605",-,-,-,Upgrade,Financials in CAD,Fiscal year is January - December
Gain (Loss) on Sale of Investments,-,-,-,-,-,"17,401,000",Upgrade,Financials in CAD,Fiscal year is January - December
Asset Writedown,-,-,"-150,000",-,-,-,Upgrade,Financials in CAD,Fiscal year is January - December
Other Unusual Items,-,-,-,-,"193,261",-,Upgrade,Financials in CAD,Fiscal year is January - December
Pretax Income,"-18,427,907","-16,635,631","-27,836,950","-11,543,242","-5,084,185","10,671,593",Upgrade,Financials in CAD,Fiscal year is January - December
Income Tax Expense,-,-,-,"-401,015","401,015",-,Upgrade,Financials in CAD,Fiscal year is January - December
Earnings From Continuing Operations,"-18,427,907","-16,635,631","-27,836,950","-11,142,227","-5,485,200","10,671,593",Upgrade,Financials in CAD,Fiscal year is January - December
Minority Interest in Earnings,"-1,170,182","-879,708","636,393","-35,260","-932,325","228,934",Upgrade,Financials in CAD,Fiscal year is January - December
Net Income,"-19,598,089","-17,515,339","-27,200,557","-11,177,487","-6,417,525","10,900,527",Upgrade,Financials in CAD,Fiscal year is January - December
Net Income to Common,"-19,598,089","-17,515,339","-27,200,557","-11,177,487","-6,417,525","10,900,527",Upgrade,Financials in CAD,Fiscal year is January - December
Shares Outstanding (Basic),"198,048,637","178,944,150","126,067,044","103,343,876","89,425,996","87,299,071",Upgrade,Financials in CAD,Fiscal year is January - December
Shares Outstanding (Diluted),"198,048,637","178,944,150","126,067,044","103,343,876","89,425,996","89,566,241",Upgrade,Financials in CAD,Fiscal year is January - December
Shares Change (YoY),43.823%,41.944%,21.988%,15.564%,-0.157%,10.198%,Upgrade,Financials in CAD,Fiscal year is January - December
EPS (Basic),-0.099,-0.098,-0.216,-0.108,-0.072,0.125,Upgrade,Financials in CAD,Fiscal year is January - December
EPS (Diluted),-0.099,-0.100,-0.220,-0.110,-0.072,0.120,Upgrade,Financials in CAD,Fiscal year is January - December
Free Cash Flow,"4,109,099","3,569,877","-6,020,802","-3,354,982","-4,330,902","-26,164,028",Upgrade,Financials in CAD,Fiscal year is January - December
Free Cash Flow Per Share,0.021,0.020,-0.048,-0.032,-0.048,-0.292,Upgrade,Financials in CAD,Fiscal year is January - December
Gross Margin,17.769%,20.326%,17.205%,27.804%,34.581%,37.804%,Upgrade,Financials in CAD,Fiscal year is January - December
Operating Margin,-21.569%,-18.987%,-32.040%,-12.264%,-5.318%,-15.878%,Upgrade,Financials in CAD,Fiscal year is January - December
Profit Margin,-27.739%,-24.647%,-43.020%,-17.944%,-12.330%,34.315%,Upgrade,Financials in CAD,Fiscal year is January - December
Free Cash Flow Margin,5.816%,5.023%,-9.522%,-5.386%,-8.321%,-82.365%,Upgrade,Financials in CAD,Fiscal year is January - December
EBITDA,"-9,347,580","-7,449,224","-12,291,853","-1,180,648","2,518,243","-1,524,033",Upgrade,Financials in CAD,Fiscal year is January - December
EBITDA Margin,-13.230%,-10.482%,-19.440%,-1.895%,4.838%,-4.798%,Upgrade,Financials in CAD,Fiscal year is January - December
D&A For EBITDA,"5,891,820","6,043,940","7,966,408","6,458,639","5,285,895","3,519,801",Upgrade,Financials in CAD,Fiscal year is January - December
EBIT,"-15,239,400","-13,493,164","-20,258,261","-7,639,287","-2,767,652","-5,043,834",Upgrade,Financials in CAD,Fiscal year is January - December
EBIT Margin,-21.569%,-18.987%,-32.040%,-12.264%,-5.317%,-15.878%,Upgrade,Financials in CAD,Fiscal year is January - December
