Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2014,Currency,Fiscal_Year_period
Period Ending,"Jul '24 Jul 31, 2024","Oct '23 Oct 31, 2023","Oct '22 Oct 31, 2022","Oct '21 Oct 31, 2021","Oct '20 Oct 31, 2020","Oct '19 Oct 31, 2019",2018 - 2014,,
Revenue,"4,798,278","4,558,278","6,491,008","5,597,487","3,055,776","1,702,271",Upgrade,Financials in USD,Fiscal year is November - October
Revenue Growth (YoY),4.778%,-29.775%,15.963%,83.177%,79.512%,76.487%,Upgrade,Financials in USD,Fiscal year is November - October
Cost of Revenue,"751,629","507,629","753,534","547,881","398,606","300,837",Upgrade,Financials in USD,Fiscal year is November - October
Gross Profit,"4,046,649","4,050,649","5,737,474","5,049,606","2,657,170","1,401,434",Upgrade,Financials in USD,Fiscal year is November - October
"Selling, General & Admin","9,029,222","10,675,222","14,580,434","17,793,709","15,095,111","3,177,924",Upgrade,Financials in USD,Fiscal year is November - October
Operating Expenses,"9,029,222","10,675,222","14,580,434","17,793,709","15,095,111","3,177,924",Upgrade,Financials in USD,Fiscal year is November - October
Operating Income,"-4,982,573","-6,624,573","-8,842,960","-12,744,103","-12,437,941","-1,776,490",Upgrade,Financials in USD,Fiscal year is November - October
Interest Expense,"-160,424","-431,424","-398,260","-37,934","-177,744","-46,600",Upgrade,Financials in USD,Fiscal year is November - October
Other Non Operating Income (Expenses),"238,083","-28,917","218,812","25,477","32,718","84,791",Upgrade,Financials in USD,Fiscal year is November - October
EBT Excluding Unusual Items,"-4,904,914","-7,084,914","-9,022,408","-12,756,560","-12,582,967","-1,738,299",Upgrade,Financials in USD,Fiscal year is November - October
Gain (Loss) on Sale of Investments,"-145,000","-100,000",-,-,-,-,Upgrade,Financials in USD,Fiscal year is November - October
Gain (Loss) on Sale of Assets,"340,611","340,611",-,-,-,-,Upgrade,Financials in USD,Fiscal year is November - October
Other Unusual Items,"78,595","-142,405",-,-,-,-,Upgrade,Financials in USD,Fiscal year is November - October
Pretax Income,"-4,541,708","-6,986,708","-9,022,408","-12,756,560","-12,582,967","-1,738,299",Upgrade,Financials in USD,Fiscal year is November - October
Earnings From Continuing Operations,"-4,541,708","-6,986,708","-9,022,408","-12,756,560","-12,582,967","-1,738,299",Upgrade,Financials in USD,Fiscal year is November - October
Earnings From Discontinued Operations,-,-,"125,851",-,-,-,Upgrade,Financials in USD,Fiscal year is November - October
Net Income to Company,"-4,541,708","-6,986,708","-8,896,557","-12,756,560","-12,582,967","-1,738,299",Upgrade,Financials in USD,Fiscal year is November - October
Minority Interest in Earnings,-,-,-,-,-,978,Upgrade,Financials in USD,Fiscal year is November - October
Net Income,"-4,541,708","-6,986,708","-8,896,557","-12,756,560","-12,582,967","-1,737,321",Upgrade,Financials in USD,Fiscal year is November - October
Net Income to Common,"-4,541,708","-6,986,708","-8,896,557","-12,756,560","-12,582,967","-1,737,321",Upgrade,Financials in USD,Fiscal year is November - October
Shares Outstanding (Basic),"6,449,373","7,028,638","5,688,230","5,297,442","3,354,088","2,334,922",Upgrade,Financials in USD,Fiscal year is November - October
Shares Outstanding (Diluted),"6,449,373","7,028,638","5,688,230","5,297,442","3,354,088","2,334,922",Upgrade,Financials in USD,Fiscal year is November - October
Shares Change (YoY),-6.912%,23.565%,7.377%,57.940%,43.649%,71.806%,Upgrade,Financials in USD,Fiscal year is November - October
EPS (Basic),-0.704,-0.994,-1.564,-2.408,-3.752,-0.744,Upgrade,Financials in USD,Fiscal year is November - October
EPS (Diluted),-0.704,-0.994,-1.564,-2.408,-3.752,-0.744,Upgrade,Financials in USD,Fiscal year is November - October
Free Cash Flow,"-868,666","-2,222,666","-3,990,583","-3,105,096","-1,951,193","-598,190",Upgrade,Financials in USD,Fiscal year is November - October
Free Cash Flow Per Share,-0.135,-0.316,-0.702,-0.586,-0.582,-0.256,Upgrade,Financials in USD,Fiscal year is November - October
Gross Margin,84.335%,88.864%,88.391%,90.212%,86.956%,82.327%,Upgrade,Financials in USD,Fiscal year is November - October
Operating Margin,-103.841%,-145.331%,-136.234%,-227.675%,-407.031%,-104.360%,Upgrade,Financials in USD,Fiscal year is November - October
Profit Margin,-94.653%,-153.275%,-137.060%,-227.898%,-411.776%,-102.059%,Upgrade,Financials in USD,Fiscal year is November - October
Free Cash Flow Margin,-18.104%,-48.761%,-61.479%,-55.473%,-63.853%,-35.141%,Upgrade,Financials in USD,Fiscal year is November - October
EBITDA,"-4,910,219","-6,138,219","-8,510,452","-12,691,401","-12,401,166","-1,761,696",Upgrade,Financials in USD,Fiscal year is November - October
EBITDA Margin,-102.333%,-134.661%,-131.111%,-226.734%,-,-103.491%,Upgrade,Financials in USD,Fiscal year is November - October
D&A For EBITDA,"72,354","486,354","332,508","52,702","36,775","14,794",Upgrade,Financials in USD,Fiscal year is November - October
EBIT,"-4,982,573","-6,624,573","-8,842,960","-12,744,103","-12,437,941","-1,776,490",Upgrade,Financials in USD,Fiscal year is November - October
EBIT Margin,-103.841%,-145.331%,-136.234%,-227.675%,-,-104.360%,Upgrade,Financials in USD,Fiscal year is November - October
