Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2016,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Dec '23 Dec 31, 2023","Dec '22 Dec 31, 2022","Dec '21 Dec 31, 2021","Dec '20 Dec 31, 2020","Dec '19 Dec 31, 2019",2018 - 2016,,
Revenue,"104,187,000","97,290,000","87,692,000","65,437,000","52,388,000","28,511,000",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),9.429%,10.945%,34.010%,24.908%,83.747%,253.691%,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"44,070,000","49,757,000","50,729,000","29,650,000","22,513,000","10,455,000",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"60,117,000","47,533,000","36,963,000","35,787,000","29,875,000","18,056,000",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","37,894,000","30,853,000","26,343,000","30,046,000","26,373,000","33,885,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"44,775,000","38,267,000","33,108,000","36,430,000","38,290,000","48,915,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"15,342,000","9,266,000","3,855,000","-643,000","-8,415,000","-30,859,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,"-19,553,000","-17,982,000","-16,206,000","-16,037,000","-13,948,000","-14,811,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"44,000","41,000","82,000","278,000","188,000",-,Upgrade,Financials in USD,Fiscal year is January - December
Earnings From Equity Investments,-,-,-,-,"-153,000","-353,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),"8,124,000","-500,000","-4,682,000","5,075,000","2,244,000","-134,000",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"3,957,000","-9,175,000","-16,951,000","-11,327,000","-20,084,000","-46,157,000",Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Assets,"-116,000","26,000","-672,000",-,"-964,000","-2,909,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,"-122,000","-7,000","-9,147,000","-31,000","-9,351,000",-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"3,719,000","-9,156,000","-26,770,000","-11,358,000","-30,399,000","-49,066,000",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,"23,427,000","13,594,000","10,376,000","7,646,000","6,336,000","4,164,000",Upgrade,Financials in USD,Fiscal year is January - December
Earnings From Continuing Operations,"-19,708,000","-22,750,000","-37,146,000","-19,004,000","-36,735,000","-53,230,000",Upgrade,Financials in USD,Fiscal year is January - December
Earnings From Discontinued Operations,-,-,"-277,000","-35,000","115,000","-12,415,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Company,"-19,708,000","-22,750,000","-37,423,000","-19,039,000","-36,620,000","-65,645,000",Upgrade,Financials in USD,Fiscal year is January - December
Minority Interest in Earnings,-,-,-,-,-,"313,000",Upgrade,Financials in USD,Fiscal year is January - December
