Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters,,
Revenue,"31,500",-,"35,720","11,800","11,800","4,050",-,-,-,-,-,-,-,-,-,-,-,-,"20,000",-,Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),166.949%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"22,050",-,"23,218","7,669","7,670",701,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"9,450",-,"12,502","4,131","4,130","3,349",-,-,-,-,-,-,-,-,-,-,-,-,"20,000",-,Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","1,943,127","5,977,277","975,574","1,588,251","1,355,865","1,385,102","1,568,377","2,118,419","1,396,989","1,629,553","1,346,742","2,724,507","1,264,102","1,281,488","1,436,822","1,307,815","2,069,686","593,239","850,022","3,305,766",Upgrade,Financials in USD,Fiscal year is January - December
Research & Development,"326,361","2,252,325","312,767","312,465","220,653","442,113","401,797","519,345","603,105","438,048","679,773","539,923","409,013","467,918","646,752","447,197","1,294,921","436,695","1,576,100","467,486",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"2,269,488","8,229,602","1,288,341","1,900,716","1,576,518","1,827,215","1,970,174","2,637,764","2,000,094","2,067,601","2,026,515","3,264,430","1,673,115","1,749,406","2,083,574","1,755,012","3,364,607","1,029,934","2,426,122","3,773,252",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-2,260,038","-8,229,602","-1,275,839","-1,896,585","-1,572,388","-1,823,866","-1,970,174","-2,637,764","-2,000,094","-2,067,601","-2,026,515","-3,264,430","-1,673,115","-1,749,406","-2,083,574","-1,755,012","-3,364,607","-1,029,934","-2,406,122","-3,773,252",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,"-8,560","-6,766","-2,648",-,"-252,534","-246,706","-2,968",-,"-4,245","-4,238","-1,805","-1,426",-209,"-96,242","-135,404","-138,149","-138,148","-136,901","-136,856","-359,225",Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,-,-,-,"11,831",-,-,-,"10,288",-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),1,-,1,"-23,793",-,-,-,"-13,319",-,-,-,-,-,-,-,-,-,-,-,581,Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-2,268,597","-8,236,368","-1,278,486","-1,908,547","-1,824,922","-2,070,572","-1,973,142","-2,640,795","-2,004,339","-2,071,839","-2,028,320","-3,265,856","-1,673,324","-1,845,648","-2,218,978","-1,893,161","-3,502,755","-1,166,835","-2,542,978","-4,131,896",Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,-,-,-,-,-,-,-,-,-,-,-,820,"121,700",-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-2,268,597","-8,236,368","-1,278,486","-1,908,547","-1,824,922","-2,070,572","-1,973,142","-2,640,795","-2,004,339","-2,071,839","-2,028,320","-3,265,036","-1,551,624","-1,845,648","-2,218,978","-1,893,161","-3,502,755","-1,166,835","-2,542,978","-4,131,896",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-2,268,597","-8,236,368","-1,278,486","-1,908,547","-1,824,922","-2,070,572","-1,973,142","-2,640,795","-2,004,339","-2,071,839","-2,028,320","-3,265,036","-1,551,624","-1,845,648","-2,218,978","-1,893,161","-3,502,755","-1,166,835","-2,542,978","-4,131,896",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-2,268,597","-8,236,368","-1,278,486","-1,908,547","-1,824,922","-2,070,572","-1,973,142","-2,640,795","-2,004,339","-2,071,839","-2,028,320","-3,265,036","-1,551,624","-1,845,648","-2,218,978","-1,893,161","-3,502,755","-1,166,835","-2,542,978","-4,131,896",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"3,410,444","2,961,606","2,748,294","1,927,453","1,735,887","1,569,943","1,569,943","1,569,943","1,569,943","1,569,944","1,569,944","2,163,043","1,081,751","1,081,751","866,749","854,867","847,344","841,296","836,606","754,656",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"3,410,444","2,961,606","2,748,294","1,927,453","1,735,887","1,569,943","1,569,943","1,569,943","1,569,943","1,569,944","1,569,944","2,163,043","1,081,751","1,081,751","866,749","854,867","847,344","841,296","836,606","754,656",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),96.467%,88.644%,75.057%,22.772%,10.570%,-0.000%,-0.000%,-27.420%,45.130%,45.130%,81.130%,153.027%,27.664%,28.581%,3.603%,13.279%,16.952%,89.468%,122.343%,112.552%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.665,-2.781,-0.465,-0.990,-1.051,-1.319,-1.257,-1.682,-1.277,-1.320,-1.292,-1.509,-1.434,-1.706,-2.560,-2.215,-4.134,-1.387,-3.040,-5.475,Upgrade,Financials in USD,Fiscal year is January - December
