Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2014,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Dec '23 Dec 31, 2023","Dec '22 Dec 31, 2022","Dec '21 Dec 31, 2021","Dec '20 Dec 31, 2020","Dec '19 Dec 31, 2019",2018 - 2014,,
Revenue,"9,756,169","4,743,796","318,763","684,238","20,080","744,040",Upgrade,Financials in CAD,Fiscal year is January - December
Revenue Growth (YoY),246.256%,1388.189%,-53.413%,3307.560%,-97.301%,-72.320%,Upgrade,Financials in CAD,Fiscal year is January - December
Cost of Revenue,"7,198,902","3,449,540","662,962","444,577","3,547","1,748,968",Upgrade,Financials in CAD,Fiscal year is January - December
Gross Profit,"2,557,267","1,294,256","-344,199","239,661","16,533","-1,004,928",Upgrade,Financials in CAD,Fiscal year is January - December
"Selling, General & Admin","2,995,618","2,588,663","2,331,958","2,895,567","3,045,687","8,967,646",Upgrade,Financials in CAD,Fiscal year is January - December
Operating Expenses,"3,409,906","2,979,188","2,555,876","3,921,813","4,225,800","9,969,890",Upgrade,Financials in CAD,Fiscal year is January - December
Operating Income,"-852,639","-1,684,932","-2,900,075","-3,682,152","-4,209,267","-10,974,818",Upgrade,Financials in CAD,Fiscal year is January - December
Interest Expense,"-262,635","-191,680","-66,415","-323,203","-49,705","-3,102,129",Upgrade,Financials in CAD,Fiscal year is January - December
Interest & Investment Income,-,-,"83,968","125,458",-,-,Upgrade,Financials in CAD,Fiscal year is January - December
Currency Exchange Gain (Loss),"-2,474","-13,634","116,314","-85,146",-,-,Upgrade,Financials in CAD,Fiscal year is January - December
Other Non Operating Income (Expenses),"13,834","13,834","22,337","104,487","-167,811",-,Upgrade,Financials in CAD,Fiscal year is January - December
EBT Excluding Unusual Items,"-1,103,914","-1,876,412","-2,743,871","-3,860,556","-4,426,783","-14,076,947",Upgrade,Financials in CAD,Fiscal year is January - December
Gain (Loss) on Sale of Investments,"-394,522","-199,012","-573,192","326,219","31,702",-,Upgrade,Financials in CAD,Fiscal year is January - December
Gain (Loss) on Sale of Assets,"-74,574","-74,574","3,483","1,062,994",-,"-3,037,033",Upgrade,Financials in CAD,Fiscal year is January - December
Asset Writedown,-,-,"-937,694","-6,396","-323,610",-,Upgrade,Financials in CAD,Fiscal year is January - December
Legal Settlements,-,-,-,"-67,233","-1,716,216","-5,280,251",Upgrade,Financials in CAD,Fiscal year is January - December
Other Unusual Items,"-4,943","78,688","-326,750","163,716",-,-,Upgrade,Financials in CAD,Fiscal year is January - December
Pretax Income,"-1,577,953","-2,071,310","-4,578,024","-2,381,256","-6,434,907","-22,394,231",Upgrade,Financials in CAD,Fiscal year is January - December
Income Tax Expense,-,-,"36,977","14,496","3,140","2,154",Upgrade,Financials in CAD,Fiscal year is January - December
Net Income,"-1,577,953","-2,071,310","-4,615,001","-2,395,752","-6,438,047","-22,396,385",Upgrade,Financials in CAD,Fiscal year is January - December
Net Income to Common,"-1,577,953","-2,071,310","-4,615,001","-2,395,752","-6,438,047","-22,396,385",Upgrade,Financials in CAD,Fiscal year is January - December
Shares Outstanding (Basic),"80,133,469","70,312,692","50,007,935","40,422,292","36,165,926","32,015,146",Upgrade,Financials in CAD,Fiscal year is January - December
Shares Outstanding (Diluted),"80,133,469","70,312,692","50,007,935","40,422,292","36,165,926","32,015,146",Upgrade,Financials in CAD,Fiscal year is January - December
Shares Change (YoY),25.113%,40.603%,23.714%,11.769%,12.965%,0.738%,Upgrade,Financials in CAD,Fiscal year is January - December
EPS (Basic),-0.020,-0.029,-0.092,-0.059,-0.178,-0.700,Upgrade,Financials in CAD,Fiscal year is January - December
EPS (Diluted),-0.020,-0.029,-0.092,-0.059,-0.178,-0.700,Upgrade,Financials in CAD,Fiscal year is January - December
Free Cash Flow,"-400,880","-956,727","-2,653,340","-3,042,078","-3,485,468","-15,328,985",Upgrade,Financials in CAD,Fiscal year is January - December
Free Cash Flow Per Share,-0.005,-0.014,-0.053,-0.075,-0.096,-0.479,Upgrade,Financials in CAD,Fiscal year is January - December
Gross Margin,26.212%,27.283%,-107.980%,35.026%,82.336%,-135.064%,Upgrade,Financials in CAD,Fiscal year is January - December
Operating Margin,-8.739%,-35.519%,-909.790%,-538.139%,-20962.485%,-1475.031%,Upgrade,Financials in CAD,Fiscal year is January - December
Profit Margin,-16.174%,-43.664%,-1447.784%,-350.134%,-32061.987%,-3010.105%,Upgrade,Financials in CAD,Fiscal year is January - December
Free Cash Flow Margin,-4.109%,-20.168%,-832.386%,-444.594%,-17357.908%,-2060.237%,Upgrade,Financials in CAD,Fiscal year is January - December
EBITDA,"-564,896","-1,410,127","-2,672,916","-3,017,704","-3,395,903","-10,176,587",Upgrade,Financials in CAD,Fiscal year is January - December
EBITDA Margin,-5.790%,-29.726%,-,-,-,-,Upgrade,Financials in CAD,Fiscal year is January - December
D&A For EBITDA,"287,743","274,805","227,159","664,448","813,364","798,231",Upgrade,Financials in CAD,Fiscal year is January - December
EBIT,"-852,639","-1,684,932","-2,900,075","-3,682,152","-4,209,267","-10,974,818",Upgrade,Financials in CAD,Fiscal year is January - December
EBIT Margin,-8.739%,-35.519%,-,-,-,-,Upgrade,Financials in CAD,Fiscal year is January - December
Revenue as Reported,"9,756,169","4,743,796","318,763","684,238",-,-,Upgrade,Financials in CAD,Fiscal year is January - December
