Fiscal Quarter,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,Q3 2019,Q2 2019,Q1 2019,Q4 2018,Q3 2018,Q2 2018,Q1 2018,+20 Quarters,Currency,Fiscal_Year_period
Period Ending,"Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019","Sep '19 Sep 30, 2019","Jun '19 Jun 30, 2019","Mar '19 Mar 31, 2019","Dec '18 Dec 31, 2018","Sep '18 Sep 30, 2018","Jun '18 Jun 30, 2018","Mar '18 Mar 31, 2018",+20 Quarters,,
Revenue,-,-,-,-,-,"6,750,000","3,000,000",-,-,-,-,-,-,-,-,-,-,-,"17,065,000","5,189,000",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,135.217%,23.783%,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"4,762,000","6,447,000","7,758,000","9,566,000","13,740,000","11,556,000","12,820,000","15,339,000","17,077,000","18,157,000","15,656,000","20,125,000","17,902,000","17,221,000","20,928,000","20,239,000","16,977,000","16,420,000","17,305,000","15,493,000",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"-4,762,000","-6,447,000","-7,758,000","-9,566,000","-13,740,000","-4,806,000","-9,820,000","-15,339,000","-17,077,000","-18,157,000","-15,656,000","-20,125,000","-17,902,000","-17,221,000","-20,928,000","-20,239,000","-16,977,000","-16,420,000","-240,000","-10,304,000",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","2,584,000","3,079,000","3,618,000","4,260,000","4,594,000","6,344,000","4,487,000","5,428,000","5,586,000","4,744,000","5,096,000","4,946,000","4,551,000","3,906,000","3,984,000","4,164,000","3,247,000","3,087,000","3,498,000","3,508,000",Upgrade,Financials in USD,Fiscal year is January - December
Research & Development,-,-,-,-,"50,875,000",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"2,584,000","3,079,000","3,618,000","4,260,000","55,469,000","6,344,000","4,487,000","5,428,000","5,586,000","4,744,000","5,096,000","4,946,000","4,551,000","3,906,000","3,984,000","4,164,000","3,247,000","3,087,000","3,498,000","3,508,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-7,346,000","-9,526,000","-11,376,000","-13,826,000","-69,209,000","-11,150,000","-14,307,000","-20,767,000","-22,663,000","-22,901,000","-20,752,000","-25,071,000","-22,453,000","-21,127,000","-24,912,000","-24,403,000","-20,224,000","-19,507,000","-3,738,000","-13,812,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,-,-,-,"-9,000","-1,000","-22,000","-4,000",-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"241,000","177,000","68,000",-,-,-,-,"10,000","97,000","167,000","361,000","625,000","725,000","834,000","760,000","716,000","725,000","658,000","663,000","606,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),"169,000","-453,000","2,231,000",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-6,936,000","-9,802,000","-9,077,000","-13,835,000","-69,210,000","-11,172,000","-14,311,000","-20,757,000","-22,566,000","-22,734,000","-20,391,000","-24,446,000","-21,728,000","-20,293,000","-24,152,000","-23,687,000","-19,499,000","-18,849,000","-3,075,000","-13,206,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,-,-,-,-,-,-,-,"362,000",-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-6,936,000","-9,802,000","-9,077,000","-13,835,000","-69,210,000","-11,172,000","-14,311,000","-20,395,000","-22,566,000","-22,734,000","-20,391,000","-24,446,000","-21,728,000","-20,293,000","-24,152,000","-23,687,000","-19,499,000","-18,849,000","-3,075,000","-13,206,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-6,936,000","-9,802,000","-9,077,000","-13,835,000","-69,210,000","-11,172,000","-14,311,000","-20,395,000","-22,566,000","-22,734,000","-20,391,000","-24,446,000","-21,728,000","-20,293,000","-24,152,000","-23,687,000","-19,499,000","-18,849,000","-3,075,000","-13,206,000",Upgrade,Financials in USD,Fiscal year is January - December
Preferred Dividends & Other Adjustments,-,-,"-16,998,000","-1,362,000",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-6,936,000","-9,802,000","7,921,000","-12,473,000","-69,210,000","-11,172,000","-14,311,000","-20,395,000","-22,566,000","-22,734,000","-20,391,000","-24,446,000","-21,728,000","-20,293,000","-24,152,000","-23,687,000","-19,499,000","-18,849,000","-3,075,000","-13,206,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"4,870,000","4,865,000","4,863,000","3,929,000","3,751,250","3,706,000","3,703,000","3,612,350","3,529,400","3,527,950","3,475,800","3,227,800","2,752,750","2,688,750","2,065,150","1,943,300","1,916,650","1,820,250","1,793,700","1,788,950",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"4,870,000","4,865,000","5,699,000","3,929,000","3,751,250","3,706,000","3,703,000","3,612,350","3,529,400","3,527,950","3,475,800","3,227,800","2,752,750","2,688,750","2,065,150","1,943,300","1,916,650","1,820,250","1,793,700","1,788,950",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),29.823%,31.274%,53.902%,8.766%,6.286%,5.047%,6.537%,11.914%,28.214%,31.212%,68.307%,66.099%,43.623%,47.713%,15.134%,8.628%,7.798%,2.622%,1.488%,41.536%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-1.424,-2.015,1.629,-3.175,-18.450,-3.015,-3.865,-5.646,-6.394,-6.444,-5.867,-7.574,-7.893,-7.547,-11.695,-12.189,-10.173,-10.355,-1.714,-7.382,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-1.424,-2.015,-1.593,-3.175,-18.450,-3.015,-3.865,-5.646,-6.394,-6.444,-5.867,-7.574,-7.893,-7.547,-11.695,-12.189,-10.173,-10.355,-1.714,-7.382,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-8,621,000","-7,736,000","-11,374,000","-16,010,000","-25,611,000","-7,713,000","-11,121,000","-22,002,000","-23,037,000","-16,313,000","-17,995,000","-27,028,000","-18,394,000","-19,684,000","-20,050,000","-20,624,000","-13,918,000","-16,684,000","-19,476,000","-14,978,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-1.770,-1.590,-1.996,-4.075,-6.827,-2.081,-3.003,-6.091,-6.527,-4.624,-5.177,-8.374,-6.682,-7.321,-9.709,-10.613,-7.262,-9.166,-10.858,-8.373,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,-,-,-,-,-,-71.200%,-,-,-,-,-,-,-,-,-,-,-,-,-1.406%,-198.574%,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-,-,-,-,-,-165.185%,-476.900%,-,-,-,-,-,-,-,-,-,-,-,-21.904%,-266.178%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-,-,-,-,-,-165.511%,-477.033%,-,-,-,-,-,-,-,-,-,-,-,-18.019%,-254.500%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-,-,-,-,-,-114.267%,-370.700%,-,-,-,-,-,-,-,-,-,-,-,-114.128%,-288.649%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-7,281,000","-9,464,000","-11,312,000","-13,762,000","-69,144,000","-11,081,000","-14,234,000","-20,694,000","-22,581,000","-22,815,000","-20,661,000","-24,966,000","-22,340,000","-21,011,000","-24,787,000","-24,278,000","-20,094,000","-19,380,000","-3,614,000","-13,688,000",Upgrade,Financials in USD,Fiscal year is January - December
