Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2014,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Dec '23 Dec 31, 2023","Dec '22 Dec 31, 2022","Dec '21 Dec 31, 2021","Dec '20 Dec 31, 2020","Dec '19 Dec 31, 2019",2018 - 2014,,
Operating Revenue,"1,167,316","608,525","112,250",-,-,"146,177",Upgrade,Financials in USD,Fiscal year is January - December
Revenue,"1,167,316","608,525","112,250",-,-,"146,177",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),140.431%,442.116%,-,-,-,-89.335%,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"257,798","126,092","19,214",-,-,"114,614",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"909,518","482,433","93,036",-,-,"31,563",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","3,390,224","3,650,707","3,413,630","90,670","378,059","819,576",Upgrade,Financials in USD,Fiscal year is January - December
Research & Development,-,-,-,-,-,"181,185",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"3,390,224","3,650,707","3,413,630","90,670","378,059","1,000,761",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-2,480,706","-3,168,274","-3,320,594","-90,670","-378,059","-969,198",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,"-1,050","-3,162","-2,103",-,"-48,429","-152,459",Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,212,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),"1,350",-,"4,523",-,39,"-4,237",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-2,480,194","-3,171,436","-3,318,174","-90,670","-426,449","-1,125,894",Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,-,-,"146,438",-,"335,579","-69,000",Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-2,480,194","-3,171,436","-3,171,736","-90,670","-90,870","-1,194,894",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-2,480,194","-3,171,436","-3,171,736","-90,670","-90,870","-1,194,894",Upgrade,Financials in USD,Fiscal year is January - December
Preferred Dividends & Other Adjustments,-,-,-,"795,592","-7,799,694",-,Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-2,480,194","-3,171,436","-3,171,736","-886,262","7,708,824","-1,194,894",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"44,272,242","42,077,811","40,001,089","30,296,376","25,692,248","23,722,400",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"44,272,242","42,077,811","40,001,089","30,296,376","27,312,176","23,722,400",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),5.685%,5.192%,32.033%,10.926%,15.132%,1.907%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.056,-0.075,-0.079,-0.029,0.300,-0.050,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.056,-0.075,-0.079,-0.029,0.273,-0.050,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-2,567,452","-3,175,026","-3,766,118","-119,955","-53,821","-921,674",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.058,-0.075,-0.094,-0.004,-0.002,-0.039,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,77.915%,79.279%,82.883%,-,-,21.592%,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-212.514%,-520.648%,-2958.213%,-,-,-663.030%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-212.470%,-521.168%,-2825.600%,-,-,-817.430%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-219.945%,-521.758%,-3355.116%,-,-,-630.519%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-2,465,433","-3,152,947","-3,313,767",-,"-288,200","-879,339",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,-211.205%,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"15,273","15,327","6,827",-,"89,859","89,859",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-2,480,706","-3,168,274","-3,320,594","-90,670","-378,059","-969,198",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-212.514%,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Revenue as Reported,"1,167,316","608,525","112,250",-,-,"146,177",Upgrade,Financials in USD,Fiscal year is January - December
