Fiscal Year,TTM,FY 2024,FY 2023,FY 2022,FY 2021,FY 2020,2019 - 2015,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Sep '24 Sep 30, 2024","Sep '23 Sep 30, 2023","Sep '22 Sep 30, 2022","Sep '21 Sep 30, 2021","Sep '20 Sep 30, 2020",2019 - 2015,,
Revenue,"236,560","236,560","236,560","235,517","171,194","110,000",Upgrade,Financials in USD,Fiscal year is October - September
Revenue Growth (YoY),0%,0%,0.443%,37.573%,55.631%,0%,Upgrade,Financials in USD,Fiscal year is October - September
Gross Profit,"236,560","236,560","236,560","235,517","171,194","110,000",Upgrade,Financials in USD,Fiscal year is October - September
"Selling, General & Admin","501,064","501,064","711,212","299,734","335,260","306,031",Upgrade,Financials in USD,Fiscal year is October - September
Research & Development,"153,685","153,685","212,297","275,388","36,704","13,286",Upgrade,Financials in USD,Fiscal year is October - September
Operating Expenses,"654,749","654,749","923,509","575,122","371,964","319,317",Upgrade,Financials in USD,Fiscal year is October - September
Operating Income,"-418,189","-418,189","-686,949","-339,605","-200,770","-209,317",Upgrade,Financials in USD,Fiscal year is October - September
Interest Expense,"-101,443","-101,443","-59,448","-209,787","-367,028","-942,933",Upgrade,Financials in USD,Fiscal year is October - September
Interest & Investment Income,-,-,-,455,230,-,Upgrade,Financials in USD,Fiscal year is October - September
Other Non Operating Income (Expenses),"-142,773","-142,773","1,901,754","2,995,182","-4,264,976","4,566,669",Upgrade,Financials in USD,Fiscal year is October - September
EBT Excluding Unusual Items,"-662,405","-662,405","1,155,357","2,446,245","-4,832,544","3,414,419",Upgrade,Financials in USD,Fiscal year is October - September
Gain (Loss) on Sale of Investments,"-204,847","-204,847",-,"29,605","-1,157,054",-,Upgrade,Financials in USD,Fiscal year is October - September
Legal Settlements,-,-,-,-,"-800,000",-,Upgrade,Financials in USD,Fiscal year is October - September
Other Unusual Items,-,-,"1,150","-32,319","24,365",-,Upgrade,Financials in USD,Fiscal year is October - September
Pretax Income,"-867,252","-867,252","1,156,507","2,443,531","-6,765,233","3,414,419",Upgrade,Financials in USD,Fiscal year is October - September
Net Income,"-867,252","-867,252","1,156,507","2,443,531","-6,765,233","3,414,419",Upgrade,Financials in USD,Fiscal year is October - September
Preferred Dividends & Other Adjustments,-,-,"132,999","216,497",-,-,Upgrade,Financials in USD,Fiscal year is October - September
Net Income to Common,"-867,252","-867,252","1,023,508","2,227,034","-6,765,233","3,414,419",Upgrade,Financials in USD,Fiscal year is October - September
Net Income Growth,-,-,-52.671%,-,-,-,Upgrade,Financials in USD,Fiscal year is October - September
Shares Outstanding (Basic),"8,220,530","8,220,530","7,073,926","6,271,692","4,015,413","1,879,805",Upgrade,Financials in USD,Fiscal year is October - September
Shares Outstanding (Diluted),"8,220,530","8,220,530","7,073,926","6,271,692","4,015,413","1,879,805",Upgrade,Financials in USD,Fiscal year is October - September
Shares Change (YoY),16.209%,16.209%,12.791%,56.190%,113.608%,-31.929%,Upgrade,Financials in USD,Fiscal year is October - September
EPS (Basic),-0.105,-0.105,0.145,0.355,-1.685,1.816,Upgrade,Financials in USD,Fiscal year is October - September
EPS (Diluted),-0.105,-0.105,0.145,0.355,-1.685,1.816,Upgrade,Financials in USD,Fiscal year is October - September
EPS Growth,-,-,-59.254%,-,-,-,Upgrade,Financials in USD,Fiscal year is October - September
Free Cash Flow,"-693,141","-693,141","-173,917","-606,921","-1,130,938","18,645",Upgrade,Financials in USD,Fiscal year is October - September
Free Cash Flow Per Share,-0.084,-0.084,-0.025,-0.097,-0.282,0.010,Upgrade,Financials in USD,Fiscal year is October - September
Gross Margin,100.000%,100.000%,100.000%,100.000%,100.000%,100.000%,Upgrade,Financials in USD,Fiscal year is October - September
Operating Margin,-176.779%,-176.779%,-290.391%,-144.196%,-117.276%,-190.288%,Upgrade,Financials in USD,Fiscal year is October - September
Profit Margin,-366.610%,-366.610%,432.663%,945.594%,-3951.793%,3104.017%,Upgrade,Financials in USD,Fiscal year is October - September
Free Cash Flow Margin,-293.009%,-293.009%,-73.519%,-257.697%,-660.618%,16.950%,Upgrade,Financials in USD,Fiscal year is October - September
EBIT,"-418,189","-418,189","-686,949","-339,605","-200,770","-209,317",Upgrade,Financials in USD,Fiscal year is October - September
EBIT Margin,-176.779%,-176.779%,-290.391%,-144.196%,-117.276%,-190.288%,Upgrade,Financials in USD,Fiscal year is October - September
Revenue as Reported,"236,560","236,560","236,560","235,517","171,194","110,000",Upgrade,Financials in USD,Fiscal year is October - September
