Fiscal Year,TTM,FY 2024,FY 2023,FY 2022,FY 2021,FY 2020,2019 - 2016,Currency,Fiscal_Year_period
Period Ending,"Jun '24 Jun 30, 2024","Jun '24 Jun 30, 2024","Jun '23 Jun 30, 2023","Jun '22 Jun 30, 2022","Jun '21 Jun 30, 2021","Jun '20 Jun 30, 2020",2019 - 2016,,
Operating Revenue,"2,069,487","2,069,487","3,772,373","2,754,835","6,876,948","7,563,856",Upgrade,Financials in AUD,Fiscal year is July - June
Other Revenue,-,-,-,-,"10,250","10,000",Upgrade,Financials in AUD,Fiscal year is July - June
Revenue,"2,069,487","2,069,487","3,772,373","2,754,835","6,887,198","7,573,856",Upgrade,Financials in AUD,Fiscal year is July - June
Revenue Growth (YoY),-45.141%,-45.141%,36.936%,-60.001%,-9.066%,61.631%,Upgrade,Financials in AUD,Fiscal year is July - June
Cost of Revenue,"3,652,198","3,652,198","5,727,498","10,292,507","6,571,399","13,698,993",Upgrade,Financials in AUD,Fiscal year is July - June
Gross Profit,"-1,582,711","-1,582,711","-1,955,125","-7,537,672","315,799","-6,125,137",Upgrade,Financials in AUD,Fiscal year is July - June
"Selling, General & Admin","6,911,137","6,911,137","4,408,981","4,282,907","2,622,690","7,348,729",Upgrade,Financials in AUD,Fiscal year is July - June
Other Operating Expenses,"1,032,453","1,032,453","1,130,971","887,945","410,576","780,821",Upgrade,Financials in AUD,Fiscal year is July - June
Operating Expenses,"12,409,268","12,409,268","7,171,214","5,648,547","3,695,877","10,560,061",Upgrade,Financials in AUD,Fiscal year is July - June
Operating Income,"-13,991,979","-13,991,979","-9,126,339","-13,186,219","-3,380,078","-16,685,198",Upgrade,Financials in AUD,Fiscal year is July - June
Interest Expense,"-10,659","-10,659","-81,736","-37,440","-55,941","-50,982",Upgrade,Financials in AUD,Fiscal year is July - June
Interest & Investment Income,"75,721","75,721","65,958","37,374","103,788","170,578",Upgrade,Financials in AUD,Fiscal year is July - June
Currency Exchange Gain (Loss),"57,208","57,208","-11,857","15,536","-1,770","-165,107",Upgrade,Financials in AUD,Fiscal year is July - June
Pretax Income,"-13,869,709","-13,869,709","-9,153,974","-13,170,749","-3,334,001","-16,730,709",Upgrade,Financials in AUD,Fiscal year is July - June
Net Income,"-13,869,709","-13,869,709","-9,153,974","-13,170,749","-3,334,001","-16,730,709",Upgrade,Financials in AUD,Fiscal year is July - June
Net Income to Common,"-13,869,709","-13,869,709","-9,153,974","-13,170,749","-3,334,001","-16,730,709",Upgrade,Financials in AUD,Fiscal year is July - June
Shares Outstanding (Basic),"1,501,563,514","1,501,563,514","1,153,951,540","973,142,074","972,935,266","936,370,835",Upgrade,Financials in AUD,Fiscal year is July - June
Shares Outstanding (Diluted),"1,501,563,514","1,501,563,514","1,153,951,540","973,142,074","972,935,266","936,370,835",Upgrade,Financials in AUD,Fiscal year is July - June
Shares Change (YoY),30.124%,30.124%,18.580%,0.021%,3.905%,23.128%,Upgrade,Financials in AUD,Fiscal year is July - June
EPS (Basic),-0.009,-0.009,-0.008,-0.014,-0.003,-0.018,Upgrade,Financials in AUD,Fiscal year is July - June
EPS (Diluted),-0.009,-0.009,-0.008,-0.014,-0.003,-0.018,Upgrade,Financials in AUD,Fiscal year is July - June
Free Cash Flow,"-8,239,981","-8,239,981","-12,081,636","-11,191,263","-2,976,304","-17,448,637",Upgrade,Financials in AUD,Fiscal year is July - June
Free Cash Flow Per Share,-0.005,-0.005,-0.010,-0.012,-0.003,-0.019,Upgrade,Financials in AUD,Fiscal year is July - June
Gross Margin,-76.478%,-76.478%,-51.827%,-273.616%,4.585%,-80.872%,Upgrade,Financials in AUD,Fiscal year is July - June
Operating Margin,-676.109%,-676.109%,-241.926%,-478.657%,-49.078%,-220.300%,Upgrade,Financials in AUD,Fiscal year is July - June
Profit Margin,-670.200%,-670.200%,-242.658%,-478.096%,-48.409%,-220.901%,Upgrade,Financials in AUD,Fiscal year is July - June
Free Cash Flow Margin,-398.165%,-398.165%,-320.266%,-406.241%,-43.215%,-230.380%,Upgrade,Financials in AUD,Fiscal year is July - June
EBITDA,"-13,919,372","-13,919,372","-9,105,804","-13,167,786","-3,363,653","-16,673,310",Upgrade,Financials in AUD,Fiscal year is July - June
EBITDA Margin,-,-,-241.381%,-,-48.839%,-220.143%,Upgrade,Financials in AUD,Fiscal year is July - June
D&A For EBITDA,"72,607","72,607","20,535","18,433","16,425","11,888",Upgrade,Financials in AUD,Fiscal year is July - June
EBIT,"-13,991,979","-13,991,979","-9,126,339","-13,186,219","-3,380,078","-16,685,198",Upgrade,Financials in AUD,Fiscal year is July - June
EBIT Margin,-,-,-241.926%,-,-49.078%,-220.300%,Upgrade,Financials in AUD,Fiscal year is July - June
Revenue as Reported,-,-,-,"2,792,209",-,-,Upgrade,Financials in AUD,Fiscal year is July - June
