Fiscal Year,TTM,FY 2024,FY 2023,FY 2022,FY 2021,FY 2020,2019 - 2015,Currency,Fiscal_Year_period
Period Ending,"Nov '24 Nov 30, 2024","May '24 May 31, 2024","May '23 May 31, 2023","May '22 May 31, 2022","May '21 May 31, 2021","May '20 May 31, 2020",2019 - 2015,,
Revenue,"18,615,827","19,961,133","23,133,607","22,662,895","19,292,087","11,917,629",Upgrade,Financials in USD,Fiscal year is June - May
Revenue Growth (YoY),-12.709%,-13.714%,2.077%,17.472%,61.879%,40.886%,Upgrade,Financials in USD,Fiscal year is June - May
Cost of Revenue,"10,721,351","11,441,406","12,558,959","11,433,072","9,644,761","5,959,286",Upgrade,Financials in USD,Fiscal year is June - May
Gross Profit,"7,894,476","8,519,727","10,574,648","11,229,823","9,647,326","5,958,343",Upgrade,Financials in USD,Fiscal year is June - May
"Selling, General & Admin","8,513,099","9,569,985","10,399,845","10,841,267","10,115,652","8,327,684",Upgrade,Financials in USD,Fiscal year is June - May
Other Operating Expenses,"744,599","744,599","917,464","810,890",-,-,Upgrade,Financials in USD,Fiscal year is June - May
Operating Expenses,"9,459,599","10,516,485","11,829,765","12,107,678","10,800,944","8,776,876",Upgrade,Financials in USD,Fiscal year is June - May
Operating Income,"-1,565,123","-1,996,758","-1,255,117","-877,855","-1,153,618","-2,818,533",Upgrade,Financials in USD,Fiscal year is June - May
Interest Expense,"-1,484,674","-1,897,869","-2,667,004","-2,149,729","-3,807,077","-3,252,054",Upgrade,Financials in USD,Fiscal year is June - May
Interest & Investment Income,-,-,-,-,"149,972","310,923",Upgrade,Financials in USD,Fiscal year is June - May
Earnings From Equity Investments,-,-,"-178,674","-112,139",-,-,Upgrade,Financials in USD,Fiscal year is June - May
Other Non Operating Income (Expenses),-,-,"-48,173",-,-,-,Upgrade,Financials in USD,Fiscal year is June - May
EBT Excluding Unusual Items,"-3,049,797","-3,894,627","-4,148,968","-3,139,723","-4,810,723","-5,759,664",Upgrade,Financials in USD,Fiscal year is June - May
Impairment of Goodwill,-,-,-,-,-,"-25,185,003",Upgrade,Financials in USD,Fiscal year is June - May
Gain (Loss) on Sale of Assets,-,-,-,-,-,"-16,817",Upgrade,Financials in USD,Fiscal year is June - May
Asset Writedown,-,-,"-2,457,030",-,-,-,Upgrade,Financials in USD,Fiscal year is June - May
Legal Settlements,-,-,"146,092",-,-,-,Upgrade,Financials in USD,Fiscal year is June - May
Other Unusual Items,"1,627,456","1,556,797","-6,163,704","2,740,820","-8,589,496","303,511",Upgrade,Financials in USD,Fiscal year is June - May
Pretax Income,"-1,422,341","-2,337,830","-12,623,610","-398,903","-13,400,219","-30,657,973",Upgrade,Financials in USD,Fiscal year is June - May
Income Tax Expense,"2,207,516","2,147,406","2,220,675","2,041,487","2,490,295",-,Upgrade,Financials in USD,Fiscal year is June - May
Earnings From Continuing Operations,"-3,629,857","-4,485,236","-14,844,285","-2,440,390","-15,890,514","-30,657,973",Upgrade,Financials in USD,Fiscal year is June - May
Minority Interest in Earnings,-168,"-2,368","1,044,656","97,211",-,-,Upgrade,Financials in USD,Fiscal year is June - May
Net Income,"-3,630,025","-4,487,604","-13,799,629","-2,343,179","-15,890,514","-30,657,973",Upgrade,Financials in USD,Fiscal year is June - May
Net Income to Common,"-3,630,025","-4,487,604","-13,799,629","-2,343,179","-15,890,514","-30,657,973",Upgrade,Financials in USD,Fiscal year is June - May
Shares Outstanding (Basic),"135,613,607","98,862,205","60,655,460","32,032,244","31,666,210","31,597,526",Upgrade,Financials in USD,Fiscal year is June - May
Shares Outstanding (Diluted),"135,613,607","98,862,205","60,655,460","32,032,244","31,666,210","31,597,526",Upgrade,Financials in USD,Fiscal year is June - May
Shares Change (YoY),87.058%,62.990%,89.358%,1.156%,0.217%,22.864%,Upgrade,Financials in USD,Fiscal year is June - May
EPS (Basic),-0.027,-0.045,-0.228,-0.073,-0.502,-0.970,Upgrade,Financials in USD,Fiscal year is June - May
EPS (Diluted),-0.037,-0.050,-0.230,-0.073,-0.520,-0.970,Upgrade,Financials in USD,Fiscal year is June - May
Free Cash Flow,"152,386","660,574","-382,134","-4,324,521","-2,804,596","-5,086,303",Upgrade,Financials in USD,Fiscal year is June - May
Free Cash Flow Per Share,0.001,0.007,-0.006,-0.135,-0.089,-0.161,Upgrade,Financials in USD,Fiscal year is June - May
Gross Margin,42.407%,42.681%,45.711%,49.551%,50.007%,49.996%,Upgrade,Financials in USD,Fiscal year is June - May
Operating Margin,-8.407%,-10.003%,-5.426%,-3.874%,-5.980%,-23.650%,Upgrade,Financials in USD,Fiscal year is June - May
Profit Margin,-19.500%,-22.482%,-59.652%,-10.339%,-82.368%,-257.249%,Upgrade,Financials in USD,Fiscal year is June - May
Free Cash Flow Margin,0.819%,3.309%,-1.652%,-19.082%,-14.538%,-42.679%,Upgrade,Financials in USD,Fiscal year is June - May
EBITDA,"-810,830","-1,166,247","-302,984","-124,115","-468,326","-2,369,341",Upgrade,Financials in USD,Fiscal year is June - May
EBITDA Margin,-4.356%,-5.843%,-1.310%,-0.548%,-2.428%,-19.881%,Upgrade,Financials in USD,Fiscal year is June - May
D&A For EBITDA,"754,293","830,511","952,133","753,740","685,292","449,192",Upgrade,Financials in USD,Fiscal year is June - May
EBIT,"-1,565,123","-1,996,758","-1,255,117","-877,855","-1,153,618","-2,818,533",Upgrade,Financials in USD,Fiscal year is June - May
EBIT Margin,-8.407%,-10.003%,-5.426%,-3.873%,-5.980%,-23.650%,Upgrade,Financials in USD,Fiscal year is June - May
