Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2014,Currency,Fiscal_Year_period
Period Ending,"Dec '23 Dec 31, 2023","Dec '23 Dec 31, 2023","Dec '22 Dec 31, 2022","Dec '21 Dec 31, 2021","Dec '20 Dec 31, 2020","Dec '19 Dec 31, 2019",2018 - 2014,,
"Selling, General & Admin","1,565,313","1,565,313","1,958,901","4,211,355","4,598,302",150,Upgrade,Financials in USD,Fiscal year is January - December
Research & Development,"269,782","269,782","2,404,346","779,275",-,-,Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"1,932,610","1,932,610","4,463,042","4,997,374","4,603,603","5,451",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-1,932,610","-1,932,610","-4,463,042","-4,997,374","-4,603,603","-5,451",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,"-1,357,341","-1,357,341","-918,487","-176,672","-34,516","-15,882",Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),"1,805","1,805","4,914",-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-3,288,146","-3,288,146","-5,376,615","-5,174,046","-4,638,119","-21,333",Upgrade,Financials in USD,Fiscal year is January - December
Asset Writedown,-,-,"-3,800","-16,958","-32,136",-,Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,"-668,667","-668,667",-,"-149,350",-,"228,486",Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-3,956,813","-3,956,813","-5,380,415","-5,340,354","-4,670,255","207,153",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-3,956,813","-3,956,813","-5,380,415","-5,340,354","-4,670,255","207,153",Upgrade,Financials in USD,Fiscal year is January - December
Preferred Dividends & Other Adjustments,"1,860,440","1,860,440","88,269","13,477,055","4,440",-,Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-5,817,253","-5,817,253","-5,468,684","-18,817,409","-4,674,695","207,153",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"662,161,949","662,161,949","572,009,911","500,981,957","326,678,469","322,800,327",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"662,161,949","662,161,949","572,009,911","500,981,957","326,678,469","556,718,452",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),19.944%,15.761%,14.178%,53.356%,-41.321%,-,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.009,-0.009,-0.010,-0.038,-0.014,0.001,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.009,-0.009,-0.010,-0.038,-0.014,0.000,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-486,585","-486,585","-1,499,434","-1,610,869","-190,093",-,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.001,-0.001,-0.003,-0.003,-0.001,-,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-1,842,595","-1,842,595","-4,370,747","-4,996,880","-4,598,302",-150,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"90,015","90,015","92,295",494,"5,301","5,301",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-1,932,610","-1,932,610","-4,463,042","-4,997,374","-4,603,603","-5,451",Upgrade,Financials in USD,Fiscal year is January - December
