Fiscal Year,TTM,FY 2020,FY 2019,FY 2018,FY 2017,FY 2014,2013 - 2009,Currency,Fiscal_Year_period
Period Ending,"Sep '21 Sep 30, 2021","Dec '20 Dec 31, 2020","Dec '19 Dec 31, 2019","Dec '18 Dec 31, 2018","Dec '17 Dec 31, 2017","Dec '14 Dec 31, 2014",2013 - 2009,,
Revenue,"571,680","580,315","1,355,072","35,709",-,"238,957",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),-57.812%,-57.175%,3694.763%,-,-,63.480%,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,-,"40,000","894,704","60,042",-,"240,618",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"571,680","540,315","460,368","-24,333",-,"-1,661",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","2,830,718","841,879","1,550,885","7,922,943","768,274","2,883,272",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"3,014,400","1,005,688","1,687,901","10,768,617","768,274","2,887,930",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-2,442,720","-465,373","-1,227,533","-10,792,950","-768,274","-2,889,591",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,"-702,949","-666,378","-1,054,169","-747,814","-474,451","-879,735",Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"148,983","33,168",-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),"20,000","153,875","-19,636",-,"41,800","-335,816",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-2,976,686","-944,708","-2,301,338","-11,540,764","-1,200,925","-4,105,142",Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Investments,"-24,831","16,477","400,000",-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Assets,"-54,748","23,209","1,800",-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Asset Writedown,-,"-602,973",-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,"-528,807","-113,014",-,"-52,100",-,"-78,376",Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-3,585,072","-1,621,009","-1,899,538","-11,592,864","-1,200,925","-4,183,518",Upgrade,Financials in USD,Fiscal year is January - December
Earnings From Continuing Operations,"-3,585,072","-1,621,009","-1,899,538","-11,592,864","-1,200,925","-4,183,518",Upgrade,Financials in USD,Fiscal year is January - December
Earnings From Discontinued Operations,-,"39,431",-,-,"1,540",-,Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Company,"-3,585,072","-1,581,578","-1,899,538","-11,592,864","-1,199,385","-4,183,518",Upgrade,Financials in USD,Fiscal year is January - December
Minority Interest in Earnings,-,"-19,321","123,909",-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-3,585,072","-1,600,899","-1,775,629","-11,592,864","-1,199,385","-4,183,518",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-3,585,072","-1,600,899","-1,775,629","-11,592,864","-1,199,385","-4,183,518",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"1,448,741,429","1,204,641,528","1,111,843,228","952,712,931","682,728,876","133,042,823",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"1,448,741,429","1,204,641,528","1,111,843,228","952,712,931","682,728,876","133,042,823",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),30.301%,8.346%,16.703%,39.545%,413.165%,77.228%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.002,-0.001,-0.002,-0.012,-0.002,-0.031,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.002,-0.001,-0.002,-0.012,-0.002,-0.031,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-446,112","315,334","-790,060","-1,307,197","-174,734","-762,464",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.000,0.000,-0.001,-0.001,-0.000,-0.006,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,100.000%,93.107%,33.974%,-68.142%,-,-0.695%,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-427.288%,-80.193%,-90.588%,-30224.733%,-,-1209.251%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-627.112%,-275.867%,-131.036%,-32464.824%,-,-1750.741%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-78.035%,54.338%,-58.304%,-3660.693%,-,-319.080%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-2,259,038","-301,564","-1,090,517","-10,675,076",-,"-2,884,933",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,-,-51.965%,-80.477%,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"183,682","163,809","137,016","117,874",-,"4,658",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-2,442,720","-465,373","-1,227,533","-10,792,950","-768,274","-2,889,591",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-,-80.193%,-90.588%,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
