Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2014,Currency,Fiscal_Year_period
Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Dec '22 Dec 31, 2022","Dec '21 Dec 31, 2021","Dec '20 Dec 31, 2020","Dec '19 Dec 31, 2019",2018 - 2014,,
Revenue,"8,398,214","3,100,968",-,-,-,"31,778",Upgrade,Financials in GBP,Fiscal year is January - December
Revenue Growth (YoY),393.013%,-,-,-,-,-,Upgrade,Financials in GBP,Fiscal year is January - December
Cost of Revenue,"2,712,380","1,326,743",-,-,-,-,Upgrade,Financials in GBP,Fiscal year is January - December
Gross Profit,"5,685,834","1,774,225",-,-,-,"31,778",Upgrade,Financials in GBP,Fiscal year is January - December
"Selling, General & Admin","8,035,022","6,692,007","2,740,265","2,092,042","1,000,736","1,144,397",Upgrade,Financials in GBP,Fiscal year is January - December
Research & Development,"1,835,808","2,045,988","4,131,224","3,774,269","1,927,658","10,051,148",Upgrade,Financials in GBP,Fiscal year is January - December
Operating Expenses,"9,870,830","8,737,995","6,871,489","5,866,311","2,928,394","11,195,545",Upgrade,Financials in GBP,Fiscal year is January - December
Operating Income,"-4,184,996","-6,963,770","-6,871,489","-5,866,311","-2,928,394","-11,163,767",Upgrade,Financials in GBP,Fiscal year is January - December
Interest & Investment Income,"118,736","71,797",-,-,924,"22,283",Upgrade,Financials in GBP,Fiscal year is January - December
Pretax Income,"-4,066,260","-6,891,973","-6,871,489","-5,866,311","-2,927,470","-11,141,484",Upgrade,Financials in GBP,Fiscal year is January - December
Income Tax Expense,"-314,074","-379,074","-1,024,994","-908,600","-519,093","-2,222,194",Upgrade,Financials in GBP,Fiscal year is January - December
Net Income,"-3,752,186","-6,512,899","-5,846,495","-4,957,711","-2,408,377","-8,919,290",Upgrade,Financials in GBP,Fiscal year is January - December
Preferred Dividends & Other Adjustments,-,-,-,-,-1,-,Upgrade,Financials in GBP,Fiscal year is January - December
Net Income to Common,"-3,752,186","-6,512,899","-5,846,495","-4,957,711","-2,408,376","-8,919,290",Upgrade,Financials in GBP,Fiscal year is January - December
Shares Outstanding (Basic),"301,177,017","294,912,404","287,478,055","271,046,179","243,721,303","204,657,741",Upgrade,Financials in GBP,Fiscal year is January - December
Shares Outstanding (Diluted),"301,177,017","294,912,404","287,478,055","271,046,179","243,721,303","204,657,741",Upgrade,Financials in GBP,Fiscal year is January - December
Shares Change (YoY),4.459%,2.586%,6.062%,11.212%,19.087%,55.118%,Upgrade,Financials in GBP,Fiscal year is January - December
EPS (Basic),-0.012,-0.022,-0.020,-0.018,-0.010,-0.044,Upgrade,Financials in GBP,Fiscal year is January - December
EPS (Diluted),-0.012,-0.022,-0.020,-0.018,-0.010,-0.044,Upgrade,Financials in GBP,Fiscal year is January - December
Free Cash Flow,"-4,215,613","-935,596","-6,516,043","-4,292,992","-4,551,726","-6,688,983",Upgrade,Financials in GBP,Fiscal year is January - December
Free Cash Flow Per Share,-0.014,-0.003,-0.023,-0.016,-0.019,-0.033,Upgrade,Financials in GBP,Fiscal year is January - December
Gross Margin,67.703%,57.215%,-,-,-,100.000%,Upgrade,Financials in GBP,Fiscal year is January - December
Operating Margin,-49.832%,-224.568%,-,-,-,-35130.490%,Upgrade,Financials in GBP,Fiscal year is January - December
Profit Margin,-44.678%,-210.028%,-,-,-,-28067.500%,Upgrade,Financials in GBP,Fiscal year is January - December
Free Cash Flow Margin,-50.197%,-30.171%,-,-,-,-21049.100%,Upgrade,Financials in GBP,Fiscal year is January - December
EBITDA,"-4,060,595","-6,833,498","-6,846,755","-5,846,503","-2,903,386","-11,143,063",Upgrade,Financials in GBP,Fiscal year is January - December
EBITDA Margin,-48.351%,-220.367%,-,-,-,-,Upgrade,Financials in GBP,Fiscal year is January - December
D&A For EBITDA,"124,401","130,272","24,734","19,808","25,008","20,704",Upgrade,Financials in GBP,Fiscal year is January - December
EBIT,"-4,184,996","-6,963,770","-6,871,489","-5,866,311","-2,928,394","-11,163,767",Upgrade,Financials in GBP,Fiscal year is January - December
EBIT Margin,-49.832%,-224.568%,-,-,-,-,Upgrade,Financials in GBP,Fiscal year is January - December
