Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2014,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Dec '23 Dec 31, 2023","Dec '22 Dec 31, 2022","Dec '21 Dec 31, 2021","Dec '20 Dec 31, 2020","Dec '19 Dec 31, 2019",2018 - 2014,,
Revenue,"2,596,859","1,541,749","5,308,517","1,944,998","2,653,917","786,901",Upgrade,Financials in CAD,Fiscal year is January - December
Revenue Growth (YoY),-7.616%,-70.957%,172.932%,-26.712%,237.262%,-,Upgrade,Financials in CAD,Fiscal year is January - December
Cost of Revenue,"2,565,779","2,910,586","4,270,978","6,116,731","8,645,583","143,424",Upgrade,Financials in CAD,Fiscal year is January - December
Gross Profit,"31,080","-1,368,837","1,037,539","-4,171,733","-5,991,666","643,477",Upgrade,Financials in CAD,Fiscal year is January - December
"Selling, General & Admin","4,127,326","6,771,342","9,452,792","19,149,478","31,696,428","28,037,268",Upgrade,Financials in CAD,Fiscal year is January - December
Other Operating Expenses,"22,320",-,-,-,-,"93,221",Upgrade,Financials in CAD,Fiscal year is January - December
Operating Expenses,"5,964,341","8,673,759","12,115,665","20,885,433","35,861,204","31,347,671",Upgrade,Financials in CAD,Fiscal year is January - December
Operating Income,"-5,933,261","-10,042,596","-11,078,126","-25,057,166","-41,852,870","-30,704,194",Upgrade,Financials in CAD,Fiscal year is January - December
Interest Expense,"-694,676",-,-,"-198,637",-,-,Upgrade,Financials in CAD,Fiscal year is January - December
Interest & Investment Income,12,176,"1,828","2,374","65,582","585,127",Upgrade,Financials in CAD,Fiscal year is January - December
Earnings From Equity Investments,-,-,"-995,824","-472,040","-22,444",-,Upgrade,Financials in CAD,Fiscal year is January - December
Currency Exchange Gain (Loss),"-11,481","89,423","-115,106","-109,733","469,950","-493,165",Upgrade,Financials in CAD,Fiscal year is January - December
Other Non Operating Income (Expenses),"-2,595,072","-2,317,013","-963,068","-362,657","32,158","-392,570",Upgrade,Financials in CAD,Fiscal year is January - December
EBT Excluding Unusual Items,"-9,234,478","-12,270,010","-13,150,296","-26,197,859","-41,307,624","-31,004,802",Upgrade,Financials in CAD,Fiscal year is January - December
Gain (Loss) on Sale of Investments,-,"26,080","-138,000","-431,834","-310,282","-47,000",Upgrade,Financials in CAD,Fiscal year is January - December
Gain (Loss) on Sale of Assets,-,-,"40,000",-,-,-,Upgrade,Financials in CAD,Fiscal year is January - December
Asset Writedown,"-5,027,358","-4,234,784","-1,268,055",-,"-1,250,852",-,Upgrade,Financials in CAD,Fiscal year is January - December
Other Unusual Items,"229,834","181,079",-,-,"-887,051","-3,615,539",Upgrade,Financials in CAD,Fiscal year is January - December
Pretax Income,"-14,032,002","-16,297,635","-14,516,351","-26,629,693","-43,755,809","-34,667,341",Upgrade,Financials in CAD,Fiscal year is January - December
Net Income,"-14,032,002","-16,297,635","-14,516,351","-26,629,693","-43,755,809","-34,667,341",Upgrade,Financials in CAD,Fiscal year is January - December
Net Income to Common,"-14,032,002","-16,297,635","-14,516,351","-26,629,693","-43,755,809","-34,667,341",Upgrade,Financials in CAD,Fiscal year is January - December
Shares Outstanding (Basic),"168,759,286","160,080,901","150,977,119","145,638,254","112,539,538","96,050,430",Upgrade,Financials in CAD,Fiscal year is January - December
Shares Outstanding (Diluted),"168,759,286","160,080,901","150,977,119","145,638,254","112,539,538","96,050,430",Upgrade,Financials in CAD,Fiscal year is January - December
Shares Change (YoY),7.733%,6.030%,3.666%,29.411%,17.167%,22.840%,Upgrade,Financials in CAD,Fiscal year is January - December
EPS (Basic),-0.083,-0.102,-0.096,-0.183,-0.389,-0.361,Upgrade,Financials in CAD,Fiscal year is January - December
EPS (Diluted),-0.083,-0.102,-0.096,-0.183,-0.389,-0.361,Upgrade,Financials in CAD,Fiscal year is January - December
Free Cash Flow,"-3,085,682","-5,165,042","-10,397,051","-21,211,170","-27,997,994","-35,300,517",Upgrade,Financials in CAD,Fiscal year is January - December
Free Cash Flow Per Share,-0.018,-0.032,-0.069,-0.146,-0.249,-0.368,Upgrade,Financials in CAD,Fiscal year is January - December
Gross Margin,1.197%,-88.785%,19.545%,-214.485%,-225.767%,81.773%,Upgrade,Financials in CAD,Fiscal year is January - December
Operating Margin,-228.478%,-651.377%,-208.686%,-1288.287%,-1577.023%,-3901.913%,Upgrade,Financials in CAD,Fiscal year is January - December
Profit Margin,-540.345%,-1057.087%,-273.454%,-1369.137%,-1648.726%,-4405.553%,Upgrade,Financials in CAD,Fiscal year is January - December
Free Cash Flow Margin,-118.824%,-335.012%,-195.856%,-1090.550%,-1054.969%,-4486.018%,Upgrade,Financials in CAD,Fiscal year is January - December
EBITDA,"-6,526,265","-9,698,648","-10,701,694","-24,796,346","-40,808,768","-29,625,154",Upgrade,Financials in CAD,Fiscal year is January - December
EBITDA Margin,-251.314%,-,-201.595%,-,-,-,Upgrade,Financials in CAD,Fiscal year is January - December
D&A For EBITDA,"-593,004","343,948","376,432","260,820","1,044,102","1,079,040",Upgrade,Financials in CAD,Fiscal year is January - December
EBIT,"-5,933,261","-10,042,596","-11,078,126","-25,057,166","-41,852,870","-30,704,194",Upgrade,Financials in CAD,Fiscal year is January - December
EBIT Margin,-228.478%,-,-208.686%,-,-,-,Upgrade,Financials in CAD,Fiscal year is January - December
Revenue as Reported,"2,596,859","1,541,749","5,308,517","1,944,998","2,653,917","786,901",Upgrade,Financials in CAD,Fiscal year is January - December
