Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2014,Currency,Fiscal_Year_period
Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Dec '22 Dec 31, 2022","Dec '21 Dec 31, 2021","Dec '20 Dec 31, 2020","Dec '19 Dec 31, 2019",2018 - 2014,,
Operating Revenue,"804,000","1,267,000","2,582,000","5,276,000","4,394,000","700,000",Upgrade,Financials in EUR,Fiscal year is January - December
Other Revenue,"1,172,000","1,697,000","2,283,000","2,433,000","3,046,000","4,210,000",Upgrade,Financials in EUR,Fiscal year is January - December
Revenue,"1,976,000","2,964,000","4,865,000","7,709,000","7,440,000","4,910,000",Upgrade,Financials in EUR,Fiscal year is January - December
Revenue Growth (YoY),-40.661%,-39.075%,-36.892%,3.616%,51.527%,12.977%,Upgrade,Financials in EUR,Fiscal year is January - December
Gross Profit,"1,976,000","2,964,000","4,865,000","7,709,000","7,440,000","4,910,000",Upgrade,Financials in EUR,Fiscal year is January - December
"Selling, General & Admin","8,323,000","13,299,000","13,357,000","12,916,000","9,988,000","6,499,000",Upgrade,Financials in EUR,Fiscal year is January - December
Research & Development,"13,658,000","19,360,000","19,343,000","22,920,000","22,386,000","28,710,000",Upgrade,Financials in EUR,Fiscal year is January - December
Operating Expenses,"21,981,000","32,659,000","32,700,000","35,836,000","32,374,000","35,209,000",Upgrade,Financials in EUR,Fiscal year is January - December
Operating Income,"-20,005,000","-29,695,000","-27,835,000","-28,127,000","-24,934,000","-30,299,000",Upgrade,Financials in EUR,Fiscal year is January - December
Interest Expense,"-2,002,000","-3,152,000","-2,650,000","-2,166,000","-1,717,000","-407,000",Upgrade,Financials in EUR,Fiscal year is January - December
Currency Exchange Gain (Loss),"-23,000","-213,000","652,000","367,000","-93,000","-20,000",Upgrade,Financials in EUR,Fiscal year is January - December
Other Non Operating Income (Expenses),"1,927,000","6,840,000","2,213,000","1,311,000","-7,269,000","-138,000",Upgrade,Financials in EUR,Fiscal year is January - December
EBT Excluding Unusual Items,"-20,103,000","-26,220,000","-27,620,000","-28,615,000","-34,013,000","-30,864,000",Upgrade,Financials in EUR,Fiscal year is January - December
Pretax Income,"-20,103,000","-26,220,000","-27,620,000","-28,615,000","-34,013,000","-30,864,000",Upgrade,Financials in EUR,Fiscal year is January - December
Income Tax Expense,"3,000",-,"5,000","2,000","2,000","4,000",Upgrade,Financials in EUR,Fiscal year is January - December
Net Income,"-20,106,000","-26,220,000","-27,625,000","-28,617,000","-34,015,000","-30,868,000",Upgrade,Financials in EUR,Fiscal year is January - December
Net Income to Common,"-20,106,000","-26,220,000","-27,625,000","-28,617,000","-34,015,000","-30,868,000",Upgrade,Financials in EUR,Fiscal year is January - December
Shares Outstanding (Basic),"66,654,337","48,316,339","46,330,303","45,150,592","35,126,688","28,382,184",Upgrade,Financials in EUR,Fiscal year is January - December
Shares Outstanding (Diluted),"66,654,337","48,316,339","46,330,303","45,150,592","35,126,688","28,382,184",Upgrade,Financials in EUR,Fiscal year is January - December
Shares Change (YoY),44.259%,4.287%,2.613%,28.536%,23.763%,16.004%,Upgrade,Financials in EUR,Fiscal year is January - December
EPS (Basic),-0.302,-0.543,-0.596,-0.634,-0.968,-1.088,Upgrade,Financials in EUR,Fiscal year is January - December
EPS (Diluted),-0.302,-0.543,-0.596,-0.634,-0.968,-1.088,Upgrade,Financials in EUR,Fiscal year is January - December
Free Cash Flow,"-15,811,000","-24,673,000","-34,005,000","-17,171,000","-15,050,000","-28,181,000",Upgrade,Financials in EUR,Fiscal year is January - December
Free Cash Flow Per Share,-0.237,-0.511,-0.734,-0.380,-0.428,-0.993,Upgrade,Financials in EUR,Fiscal year is January - December
Gross Margin,100.000%,100.000%,100.000%,100.000%,100.000%,100.000%,Upgrade,Financials in EUR,Fiscal year is January - December
Operating Margin,-1012.399%,-1001.856%,-572.148%,-364.859%,-335.134%,-617.088%,Upgrade,Financials in EUR,Fiscal year is January - December
Profit Margin,-1017.510%,-884.615%,-567.831%,-371.215%,-457.191%,-628.676%,Upgrade,Financials in EUR,Fiscal year is January - December
Free Cash Flow Margin,-800.152%,-832.422%,-698.972%,-222.740%,-202.285%,-573.951%,Upgrade,Financials in EUR,Fiscal year is January - December
EBITDA,"-19,212,000","-28,305,000","-26,774,000","-27,199,000","-24,008,000","-29,314,000",Upgrade,Financials in EUR,Fiscal year is January - December
D&A For EBITDA,"793,000","1,390,000","1,061,000","928,000","926,000","985,000",Upgrade,Financials in EUR,Fiscal year is January - December
EBIT,"-20,005,000","-29,695,000","-27,835,000","-28,127,000","-24,934,000","-30,299,000",Upgrade,Financials in EUR,Fiscal year is January - December
Revenue as Reported,"1,975,000","2,963,000","4,865,000","7,709,000","7,440,000","4,910,000",Upgrade,Financials in EUR,Fiscal year is January - December
