Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2014,Currency,Fiscal_Year_period
Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Dec '22 Dec 31, 2022","Dec '21 Dec 31, 2021","Dec '20 Dec 31, 2020","Dec '19 Dec 31, 2019",2018 - 2014,,
Revenue,"3,017,000,000","2,875,000,000","2,517,000,000","2,553,000,000","2,341,000,000","2,207,000,000",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),10.472%,14.223%,-1.410%,9.056%,6.072%,6.618%,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"1,569,000,000","1,468,000,000","1,252,000,000","1,252,000,000","1,128,000,000","1,108,000,000",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"1,448,000,000","1,407,000,000","1,265,000,000","1,301,000,000","1,213,000,000","1,099,000,000",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","651,000,000","632,000,000","601,000,000","561,000,000","506,000,000","487,000,000",Upgrade,Financials in USD,Fiscal year is January - December
Research & Development,"146,000,000","149,000,000","144,000,000","143,000,000","137,000,000","126,000,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Operating Expenses,"-61,000,000","7,000,000","22,000,000","36,000,000","30,000,000",-,Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"736,000,000","788,000,000","767,000,000","740,000,000","673,000,000","613,000,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"712,000,000","619,000,000","498,000,000","561,000,000","540,000,000","486,000,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,"-73,000,000","-73,000,000","-59,000,000","-43,000,000","-41,000,000","-36,000,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"8,000,000","7,000,000","3,000,000","1,000,000","7,000,000","6,000,000",Upgrade,Financials in USD,Fiscal year is January - December
Earnings From Equity Investments,"1,000,000",-,-,"1,000,000",-,-,Upgrade,Financials in USD,Fiscal year is January - December
Currency Exchange Gain (Loss),"-3,000,000","-3,000,000","-7,000,000",-,-,"-3,000,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),"-14,000,000","-14,000,000","-11,000,000","-13,000,000","-11,000,000","-16,000,000",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"631,000,000","536,000,000","424,000,000","507,000,000","495,000,000","437,000,000",Upgrade,Financials in USD,Fiscal year is January - December
Merger & Restructuring Charges,-,-,"-41,000,000",-,"-3,000,000","-7,000,000",Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Investments,"2,000,000","2,000,000","-2,000,000",-,"1,000,000","-2,000,000",Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Assets,-,-,"12,000,000","-1,000,000","-2,000,000","-3,000,000",Upgrade,Financials in USD,Fiscal year is January - December
Asset Writedown,"-72,000,000","-85,000,000","-182,000,000","22,000,000","33,000,000","18,000,000",Upgrade,Financials in USD,Fiscal year is January - December
Legal Settlements,"-129,000,000","-129,000,000",-,-,-,"32,000,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,"-65,000,000","-43,000,000","22,000,000","16,000,000","23,000,000","16,000,000",Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"367,000,000","281,000,000","233,000,000","544,000,000","558,000,000","491,000,000",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,"77,000,000","89,000,000","42,000,000","124,000,000","128,000,000","4,000,000",Upgrade,Financials in USD,Fiscal year is January - December
Earnings From Continuing Operations,"290,000,000","192,000,000","191,000,000","420,000,000","430,000,000","487,000,000",Upgrade,Financials in USD,Fiscal year is January - December
Minority Interest in Earnings,"-5,000,000","-2,000,000","-3,000,000","1,000,000","1,000,000","-1,000,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"285,000,000","190,000,000","188,000,000","421,000,000","431,000,000","486,000,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"285,000,000","190,000,000","188,000,000","421,000,000","431,000,000","486,000,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income Growth,95.205%,1.064%,-55.344%,-2.320%,-11.317%,72.340%,Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"220,629,468","220,862,103","223,728,472","231,000,000","236,000,000","242,000,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"223,232,953","222,368,714","224,908,809","233,000,000","238,000,000","243,000,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),0.589%,-1.129%,-3.473%,-2.101%,-2.058%,0.413%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),1.292,0.860,0.840,1.823,1.826,2.008,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),1.272,0.850,0.840,1.807,1.811,2.000,Upgrade,Financials in USD,Fiscal year is January - December
EPS Growth,92.798%,1.190%,-53.514%,-0.221%,-9.450%,71.674%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"430,000,000","439,000,000","392,000,000","493,000,000","292,000,000","353,000,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,1.926,1.974,1.743,2.116,1.227,1.453,Upgrade,Financials in USD,Fiscal year is January - December
Dividend Per Share,0.790,0.720,0.560,0.540,0.500,0.440,Upgrade,Financials in USD,Fiscal year is January - December
Dividend Growth,27.419%,28.571%,3.704%,8.000%,13.636%,15.789%,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,47.995%,48.939%,50.258%,50.960%,51.815%,49.796%,Upgrade,Financials in USD,Fiscal year is January - December
