Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2014,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Dec '23 Dec 31, 2023","Dec '22 Dec 31, 2022","Dec '21 Dec 31, 2021","Dec '20 Dec 31, 2020","Dec '19 Dec 31, 2019",2018 - 2014,,
Revenue,"413,165","254,896","1,379,772","2,714,698","2,592,613","1,632,524",Upgrade,Financials in CAD,Fiscal year is January - December
Revenue Growth (YoY),-29.625%,-81.526%,-49.174%,4.709%,58.810%,15.762%,Upgrade,Financials in CAD,Fiscal year is January - December
Cost of Revenue,"192,335","111,234","103,559","42,779",-,-,Upgrade,Financials in CAD,Fiscal year is January - December
Gross Profit,"220,830","143,662","1,276,213","2,671,919","2,592,613","1,632,524",Upgrade,Financials in CAD,Fiscal year is January - December
"Selling, General & Admin","2,706,423","2,662,668","3,690,035","3,982,601","3,317,810","3,863,016",Upgrade,Financials in CAD,Fiscal year is January - December
Research & Development,-,"301,280","168,714","296,848","54,608","210,827",Upgrade,Financials in CAD,Fiscal year is January - December
Operating Expenses,"2,706,423","2,963,948","3,858,749","4,279,449","3,372,418","4,073,843",Upgrade,Financials in CAD,Fiscal year is January - December
Operating Income,"-2,485,593","-2,820,286","-2,582,536","-1,607,530","-779,805","-2,441,319",Upgrade,Financials in CAD,Fiscal year is January - December
Interest Expense,"-229,017","-145,182","-129,508","-214,764","-285,184","-195,241",Upgrade,Financials in CAD,Fiscal year is January - December
Interest & Investment Income,"5,345","4,135","24,708","13,184","4,534","9,481",Upgrade,Financials in CAD,Fiscal year is January - December
Currency Exchange Gain (Loss),"-9,518","-3,389","44,048",-482,"-4,197",-85,Upgrade,Financials in CAD,Fiscal year is January - December
Other Non Operating Income (Expenses),"43,061",-,"-566,756",-,-,-,Upgrade,Financials in CAD,Fiscal year is January - December
EBT Excluding Unusual Items,"-2,675,722","-2,964,722","-3,210,044","-1,809,592","-1,064,652","-2,627,164",Upgrade,Financials in CAD,Fiscal year is January - December
Asset Writedown,-,-,-,-,-,"-478,940",Upgrade,Financials in CAD,Fiscal year is January - December
Other Unusual Items,-,-,-,-,"19,292",-,Upgrade,Financials in CAD,Fiscal year is January - December
Pretax Income,"-2,675,722","-2,964,722","-3,210,044","-1,809,592","-1,045,360","-3,106,104",Upgrade,Financials in CAD,Fiscal year is January - December
Net Income,"-2,675,722","-2,964,722","-3,210,044","-1,809,592","-1,045,360","-3,106,104",Upgrade,Financials in CAD,Fiscal year is January - December
Net Income to Common,"-2,675,722","-2,964,722","-3,210,044","-1,809,592","-1,045,360","-3,106,104",Upgrade,Financials in CAD,Fiscal year is January - December
Shares Outstanding (Basic),"132,634,431","132,634,431","132,634,431","128,849,859","93,180,709","80,427,578",Upgrade,Financials in CAD,Fiscal year is January - December
Shares Outstanding (Diluted),"132,634,431","132,634,431","132,634,431","128,849,859","93,180,709","80,427,578",Upgrade,Financials in CAD,Fiscal year is January - December
Shares Change (YoY),-,-,2.937%,38.280%,15.857%,6.327%,Upgrade,Financials in CAD,Fiscal year is January - December
EPS (Basic),-0.020,-0.022,-0.024,-0.014,-0.011,-0.039,Upgrade,Financials in CAD,Fiscal year is January - December
EPS (Diluted),-0.020,-0.022,-0.024,-0.014,-0.011,-0.039,Upgrade,Financials in CAD,Fiscal year is January - December
Free Cash Flow,"-2,478,615","-2,293,985","-1,952,579","-1,176,330","-817,225","-1,631,871",Upgrade,Financials in CAD,Fiscal year is January - December
Free Cash Flow Per Share,-0.019,-0.017,-0.015,-0.009,-0.009,-0.020,Upgrade,Financials in CAD,Fiscal year is January - December
Gross Margin,53.448%,56.361%,92.494%,98.424%,100.000%,100.000%,Upgrade,Financials in CAD,Fiscal year is January - December
Operating Margin,-601.598%,-1106.446%,-187.171%,-59.216%,-30.078%,-149.543%,Upgrade,Financials in CAD,Fiscal year is January - December
Profit Margin,-647.616%,-1163.110%,-232.650%,-66.659%,-40.321%,-190.264%,Upgrade,Financials in CAD,Fiscal year is January - December
Free Cash Flow Margin,-599.909%,-899.969%,-141.515%,-43.332%,-31.521%,-99.960%,Upgrade,Financials in CAD,Fiscal year is January - December
EBITDA,"-2,480,378","-2,814,451","-2,575,606","-1,599,178","-688,596","-2,252,009",Upgrade,Financials in CAD,Fiscal year is January - December
EBITDA Margin,-,-,-186.669%,-58.908%,-26.560%,-137.946%,Upgrade,Financials in CAD,Fiscal year is January - December
D&A For EBITDA,"5,215","5,835","6,930","8,352","91,209","189,310",Upgrade,Financials in CAD,Fiscal year is January - December
EBIT,"-2,485,593","-2,820,286","-2,582,536","-1,607,530","-779,805","-2,441,319",Upgrade,Financials in CAD,Fiscal year is January - December
EBIT Margin,-,-,-187.171%,-59.216%,-30.078%,-149.543%,Upgrade,Financials in CAD,Fiscal year is January - December
Revenue as Reported,"254,896","254,896","1,379,772","2,714,698","2,592,613",-,Upgrade,Financials in CAD,Fiscal year is January - December
Advertising Expenses,-,"227,488","244,830","224,229","99,244","146,045",Upgrade,Financials in CAD,Fiscal year is January - December
