Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2014,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Dec '23 Dec 31, 2023","Dec '22 Dec 31, 2022","Dec '21 Dec 31, 2021","Dec '20 Dec 31, 2020","Dec '19 Dec 31, 2019",2018 - 2014,,
Revenue,"1,349,905","16,468","49,501","27,031",-,-,Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),5288.412%,-66.732%,83.127%,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"577,962","114,140","33,068","19,148",-,-,Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"771,943","-97,672","16,433","7,883",-,-,Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","2,268,837","301,551","1,405,828","2,534,577","1,813,958","3,178,002",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"2,325,712","301,551","1,405,828","2,539,288","1,813,958","3,178,002",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-1,553,769","-399,223","-1,389,395","-2,531,405","-1,813,958","-3,178,002",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,"-332,426","-797,349","-181,860","-392,960","-111,009","-195,710",Upgrade,Financials in USD,Fiscal year is January - December
Earnings From Equity Investments,-,-,-,-,-,"-11,125",Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),"-5,907","-94,374","2,224,882","-2,011,191",-214,"-43,242",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-1,892,102","-1,290,946","653,627","-4,935,556","-1,925,181","-3,428,079",Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Investments,"-50,757","-120,000",-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Legal Settlements,-,-,-,-,"-31,890","-106,961",Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,"-32,455","-5,033",-,"62,500",-,"24,939",Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-1,960,314","-1,415,979","653,627","-4,873,056","-1,957,071","-3,510,101",Upgrade,Financials in USD,Fiscal year is January - December
Earnings From Continuing Operations,"-1,960,314","-1,415,979","653,627","-4,873,056","-1,957,071","-3,510,101",Upgrade,Financials in USD,Fiscal year is January - December
Earnings From Discontinued Operations,-,-,-,-,"15,797","-159,627",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-1,960,314","-1,415,979","653,627","-4,873,056","-1,941,274","-3,669,728",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-1,960,314","-1,415,979","653,627","-4,873,056","-1,941,274","-3,669,728",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"94,075,666","80,013,557","75,437,604","31,085,610","25,455,550","11,242,260",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"94,075,666","80,013,557","75,437,604","31,085,610","25,455,550","11,242,260",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),21.683%,6.066%,142.677%,22.117%,126.427%,166.208%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.021,-0.018,0.009,-0.157,-0.076,-0.326,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.023,-0.020,0.009,-0.157,-0.076,-0.326,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-1,247,739","-793,834","-1,428,467","-2,818,150","-1,381,003","-790,897",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.013,-0.010,-0.019,-0.091,-0.054,-0.070,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,57.185%,-,33.197%,29.163%,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-115.102%,-2424.235%,-2806.802%,-9364.822%,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-145.219%,-8598.367%,1320.432%,-18027.657%,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-92.432%,-4820.464%,-2885.734%,-10425.622%,-,-,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-1,534,369","-390,416","-1,381,657","-2,526,694","-1,757,608","-3,164,868",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,-113.665%,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"19,400","8,807","7,738","4,711","56,350","13,134",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-1,553,769","-399,223","-1,389,395","-2,531,405","-1,813,958","-3,178,002",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-115.102%,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Advertising Expenses,-,"23,772","378,706","611,914","7,350","38,945",Upgrade,Financials in USD,Fiscal year is January - December
