Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2016,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Dec '23 Dec 31, 2023","Dec '22 Dec 31, 2022","Dec '21 Dec 31, 2021","Dec '20 Dec 31, 2020","Dec '19 Dec 31, 2019",2018 - 2016,,
Revenue,"52,845,000","63,155,000","74,139,000","96,092,000","95,226,000","94,594,000",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),-20.147%,-14.815%,-22.846%,0.909%,0.668%,36.105%,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"27,877,000","27,589,000","54,728,000","47,507,000","42,937,000","43,992,000",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"24,968,000","35,566,000","19,411,000","48,585,000","52,289,000","50,602,000",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","59,690,000","69,916,000","62,216,000","84,092,000","88,114,000","73,653,000",Upgrade,Financials in USD,Fiscal year is January - December
Research & Development,"2,725,000","2,964,000","3,435,000","5,502,000","5,951,000","1,754,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"61,301,000","75,630,000","70,060,000","97,641,000","99,734,000","75,407,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-36,333,000","-40,064,000","-50,649,000","-49,056,000","-47,445,000","-24,805,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,-,-,-,-,-,"-326,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,-,-,-,-,-,"994,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),"2,409,000","6,645,000","-6,736,000","9,480,000","12,647,000","2,928,000",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-33,924,000","-33,419,000","-57,385,000","-39,576,000","-34,798,000","-21,209,000",Upgrade,Financials in USD,Fiscal year is January - December
Merger & Restructuring Charges,-,-,-,-,"-3,897,000",-,Upgrade,Financials in USD,Fiscal year is January - December
Impairment of Goodwill,-,-,-,"-76,039,000",-,-,Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Investments,-,"10,700,000",-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Asset Writedown,"-548,000","-548,000","-1,837,000","-21,964,000",-,-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-34,472,000","-23,267,000","-59,222,000","-137,579,000","-38,695,000","-21,209,000",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,"591,000","529,000","91,000","143,000","-8,014,000","-5,642,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-35,063,000","-23,796,000","-59,313,000","-137,722,000","-30,681,000","-15,567,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-35,063,000","-23,796,000","-59,313,000","-137,722,000","-30,681,000","-15,567,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"156,157,214","152,940,352","146,631,767","140,769,247","125,012,249","96,539,194",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"156,157,214","152,940,352","146,631,767","140,769,247","125,012,249","96,539,194",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),2.597%,4.302%,4.165%,12.604%,29.494%,1.588%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.225,-0.156,-0.405,-0.978,-0.245,-0.161,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.230,-0.160,-0.405,-0.980,-0.245,-0.161,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-26,313,000","-19,077,000","-5,580,000","-34,477,000","-80,286,000","-47,251,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.169,-0.125,-0.038,-0.245,-0.642,-0.489,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,47.248%,56.315%,26.182%,50.561%,54.910%,53.494%,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-68.754%,-63.438%,-68.316%,-51.051%,-49.824%,-26.223%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-66.351%,-37.679%,-80.002%,-143.323%,-32.219%,-16.457%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-49.793%,-30.207%,-7.526%,-35.879%,-84.311%,-49.951%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-25,177,000","-24,904,000","-41,681,000","-38,031,000","-40,598,000","-23,452,000",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,-47.643%,-39.433%,-56.220%,-39.578%,-42.633%,-24.792%,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"11,156,000","15,160,000","8,968,000","11,025,000","6,847,000","1,353,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-36,333,000","-40,064,000","-50,649,000","-49,056,000","-47,445,000","-24,805,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-68.754%,-63.438%,-68.316%,-51.051%,-49.824%,-26.223%,Upgrade,Financials in USD,Fiscal year is January - December
Advertising Expenses,-,"13,782,000","12,211,000","17,523,000","14,723,000",-,Upgrade,Financials in USD,Fiscal year is January - December
