Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+11 Quarters,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+11 Quarters,,
Revenue,"12,587,000","12,289,000","12,124,000","15,845,000","14,294,000","16,006,000","17,010,000","18,868,000","17,037,000","18,877,000","19,356,000","24,829,000","23,704,000","24,152,000","23,407,000","26,927,000","25,156,000","21,680,000","21,463,000","22,829,000",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),-11.942%,-23.223%,-28.724%,-16.022%,-16.100%,-15.209%,-12.120%,-24.008%,-28.126%,-21.841%,-17.307%,-7.791%,-5.772%,11.402%,9.057%,17.951%,0.443%,-13.349%,-1.092%,6.404%,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"5,914,000","9,707,000","5,213,000","7,043,000","6,365,000","7,088,000","7,093,000","29,437,000","8,092,000","9,556,000","7,643,000","20,623,000","8,789,000","8,325,000","9,770,000","16,364,000","12,507,000","7,677,000","6,384,000","24,893,000",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"6,673,000","2,582,000","6,911,000","8,802,000","7,929,000","8,918,000","9,917,000","-10,569,000","8,945,000","9,321,000","11,713,000","4,206,000","14,915,000","15,827,000","13,637,000","10,563,000","12,649,000","14,003,000","15,079,000","-2,064,000",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","10,458,000","12,439,000","12,892,000","23,901,000","16,308,000","15,631,000","14,074,000","15,518,000","13,512,000","15,225,000","17,961,000","20,904,000","22,433,000","23,284,000","21,905,000","11,681,000","29,473,000","24,831,000","22,563,000","25,700,000",Upgrade,Financials in USD,Fiscal year is January - December
Research & Development,"556,000","648,000","751,000","770,000","733,000","916,000","546,000","600,000","647,000","1,018,000","1,170,000","1,068,000",-,-,-,"5,951,000","-2,299,000","1,533,000","766,000","655,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Operating Expenses,-,-,-,-,-,-,-,"4,106,000","-4,106,000",-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"12,693,000","14,727,000","15,280,000","18,601,000","19,889,000","19,627,000","17,513,000","21,414,000","11,032,000","17,259,000","20,355,000","24,378,000","24,299,000","25,178,000","23,786,000","19,381,000","31,094,000","26,364,000","23,329,000","26,355,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-6,020,000","-12,145,000","-8,369,000","-9,799,000","-11,960,000","-10,709,000","-7,596,000","-31,983,000","-2,087,000","-7,938,000","-8,642,000","-20,172,000","-9,384,000","-9,351,000","-10,149,000","-8,818,000","-18,445,000","-12,361,000","-8,250,000","-28,419,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-155,000","-364,000","-170,000","-85,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"534,000","26,000","129,000","141,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),"233,000","1,134,000","-1,249,000","2,291,000","-3,183,000","2,853,000","4,684,000","-3,140,000","-3,679,000","68,000","16,000","78,000","8,569,000","3,424,000","-2,591,000","-1,754,000","7,393,000","3,929,000","3,079,000","2,868,000",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-5,787,000","-11,011,000","-9,618,000","-7,508,000","-15,143,000","-7,856,000","-2,912,000","-35,123,000","-5,766,000","-7,870,000","-8,626,000","-20,094,000","-815,000","-5,927,000","-12,740,000","-10,572,000","-10,673,000","-8,770,000","-5,212,000","-25,495,000",Upgrade,Financials in USD,Fiscal year is January - December
Merger & Restructuring Charges,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-3,897,000","3,546,000","-3,112,000",-,-,Upgrade,Financials in USD,Fiscal year is January - December
Impairment of Goodwill,-,-,-,-,-,-,-,-,-,-,-,"-76,039,000",-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Investments,-,-,-,-,-,"10,700,000",-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Asset Writedown,-,-,-,"-548,000",-,-,-,"-15,000","-1,822,000",-,-,"-21,964,000",-,-,-,-,"2,523,000","-2,528,000",-,-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-5,787,000","-11,011,000","-9,618,000","-8,056,000","-15,143,000","2,844,000","-2,912,000","-35,138,000","-7,588,000","-7,870,000","-8,626,000","-118,097,000","-815,000","-5,927,000","-12,740,000","-14,469,000","-4,604,000","-14,410,000","-5,212,000","-25,495,000",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,-,"46,000","16,000","529,000",-,-,-,"91,000",-,-,-,"151,000","-38,000","-4,000","34,000","-122,000","-14,199,000","20,000","6,287,000","-6,717,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-5,787,000","-11,057,000","-9,634,000","-8,585,000","-15,143,000","2,844,000","-2,912,000","-35,229,000","-7,588,000","-7,870,000","-8,626,000","-118,248,000","-777,000","-5,923,000","-12,774,000","-14,347,000","9,595,000","-14,430,000","-11,499,000","-18,778,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-5,787,000","-11,057,000","-9,634,000","-8,585,000","-15,143,000","2,844,000","-2,912,000","-35,229,000","-7,588,000","-7,870,000","-8,626,000","-118,248,000","-777,000","-5,923,000","-12,774,000","-14,347,000","9,595,000","-14,430,000","-11,499,000","-18,778,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"157,495,042","157,227,855","156,036,670","153,862,990","153,094,229","152,481,470","152,314,150","153,043,478","145,334,992","145,168,510","144,990,224","137,441,860","140,521,244","139,936,443","139,697,474","139,230,803","138,866,673","114,206,250","107,436,794","98,947,368",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"157,495,042","157,227,855","156,036,670","153,862,990","153,094,229","152,760,088","152,314,150","153,043,478","145,334,992","145,168,510","144,990,224","137,441,860","140,521,244","139,936,443","139,697,474","139,230,803","138,866,673","114,206,250","107,436,794","98,947,368",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),2.875%,2.925%,2.444%,0.535%,5.339%,5.229%,5.051%,11.351%,3.426%,3.739%,3.789%,-1.285%,1.191%,22.530%,30.028%,40.712%,30.853%,7.465%,1.054%,-38.158%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.037,-0.070,-0.062,-0.056,-0.099,0.019,-0.019,-0.230,-0.052,-0.054,-0.059,-0.860,-0.006,-0.042,-0.091,-0.103,0.069,-0.126,-0.107,-0.190,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.040,-0.070,-0.062,-0.060,-0.100,0.019,-0.020,-0.230,-0.052,-0.054,-0.060,-0.862,-0.006,-0.042,-0.091,-0.103,0.066,-0.130,-0.110,-0.190,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-7,901,000","-5,960,000","-9,239,000","-3,213,000","-10,668,000","947,000","-6,143,000","-2,570,000","1,607,000","62,000","-4,679,000","-7,065,000","-7,977,000","-9,006,000","-10,429,000","-11,988,000","-37,390,000","-14,774,000","-16,134,000","-11,654,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.050,-0.038,-0.059,-0.021,-0.070,0.006,-0.040,-0.017,0.011,0.000,-0.032,-0.051,-0.057,-0.064,-0.075,-0.086,-0.269,-0.129,-0.150,-0.118,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,53.015%,21.011%,57.003%,55.551%,55.471%,55.717%,58.301%,-56.015%,52.503%,49.377%,60.514%,16.940%,62.922%,65.531%,58.260%,39.228%,50.282%,64.589%,70.256%,-9.041%,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-47.827%,-98.828%,-69.028%,-61.843%,-83.671%,-66.906%,-44.656%,-169.509%,-12.250%,-42.051%,-44.648%,-81.244%,-39.588%,-38.717%,-43.359%,-32.748%,-73.322%,-57.016%,-38.438%,-124.486%,Upgrade,Financials in USD,Fiscal year is January - December
