Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2014,Currency,Fiscal_Year_period
Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Dec '22 Dec 31, 2022","Dec '21 Dec 31, 2021","Dec '20 Dec 31, 2020","Dec '19 Dec 31, 2019",2018 - 2014,,
Operating Revenue,"6,970,000","6,793,000","5,950,000","5,762,000","5,258,000","7,038,000",Upgrade,Financials in EUR,Fiscal year is January - December
Other Revenue,-,"2,264,000","144,000",-,-,-,Upgrade,Financials in EUR,Fiscal year is January - December
Revenue,"6,970,000","9,057,000","6,094,000","5,762,000","5,258,000","7,038,000",Upgrade,Financials in EUR,Fiscal year is January - December
Revenue Growth (YoY),-20.416%,48.622%,5.762%,9.585%,-25.291%,74.857%,Upgrade,Financials in EUR,Fiscal year is January - December
Gross Profit,"6,970,000","9,057,000","6,094,000","5,762,000","5,258,000","7,038,000",Upgrade,Financials in EUR,Fiscal year is January - December
"Selling, General & Admin","8,056,000","7,534,000","7,391,000","7,394,000","8,471,000","10,497,000",Upgrade,Financials in EUR,Fiscal year is January - December
Research & Development,"13,920,000","13,152,000","12,005,000","10,725,000","14,853,000","17,440,000",Upgrade,Financials in EUR,Fiscal year is January - December
Operating Expenses,"21,976,000","20,686,000","19,396,000","18,119,000","23,324,000","27,937,000",Upgrade,Financials in EUR,Fiscal year is January - December
Operating Income,"-15,006,000","-11,629,000","-13,302,000","-12,357,000","-18,066,000","-20,899,000",Upgrade,Financials in EUR,Fiscal year is January - December
Interest Expense,"-4,322,000","-4,168,000","-3,947,000","-2,918,000","-2,239,000","-572,000",Upgrade,Financials in EUR,Fiscal year is January - December
Interest & Investment Income,"179,000","179,000","56,000","54,000","61,000","191,000",Upgrade,Financials in EUR,Fiscal year is January - December
Currency Exchange Gain (Loss),"-105,000","-70,000","121,000","203,000","-168,000","-18,000",Upgrade,Financials in EUR,Fiscal year is January - December
Other Non Operating Income (Expenses),"449,000","-512,000","-400,000","134,000","794,000","1,136,000",Upgrade,Financials in EUR,Fiscal year is January - December
EBT Excluding Unusual Items,"-18,805,000","-16,200,000","-17,472,000","-14,884,000","-19,618,000","-20,162,000",Upgrade,Financials in EUR,Fiscal year is January - December
Pretax Income,"-18,805,000","-16,200,000","-17,472,000","-14,884,000","-19,618,000","-20,162,000",Upgrade,Financials in EUR,Fiscal year is January - December
Income Tax Expense,"26,000","24,000","21,000","17,000","1,380,000","45,000",Upgrade,Financials in EUR,Fiscal year is January - December
Net Income,"-18,831,000","-16,224,000","-17,493,000","-14,901,000","-20,998,000","-20,207,000",Upgrade,Financials in EUR,Fiscal year is January - December
Net Income to Common,"-18,831,000","-16,224,000","-17,493,000","-14,901,000","-20,998,000","-20,207,000",Upgrade,Financials in EUR,Fiscal year is January - December
Shares Outstanding (Basic),"18,204,000","17,845,000","17,845,000","17,845,000","17,845,000","17,845,000",Upgrade,Financials in EUR,Fiscal year is January - December
Shares Outstanding (Diluted),"18,204,000","17,845,000","17,845,000","17,845,000","17,845,000","17,845,000",Upgrade,Financials in EUR,Fiscal year is January - December
Shares Change (YoY),2.012%,-,-,-,-,0.006%,Upgrade,Financials in EUR,Fiscal year is January - December
EPS (Basic),-1.034,-0.909,-0.980,-0.835,-1.177,-1.132,Upgrade,Financials in EUR,Fiscal year is January - December
EPS (Diluted),-1.034,-0.909,-0.980,-0.835,-1.177,-1.132,Upgrade,Financials in EUR,Fiscal year is January - December
Free Cash Flow,"-13,375,000","-10,151,000","-11,110,000","-11,465,000","-15,622,000","-22,027,000",Upgrade,Financials in EUR,Fiscal year is January - December
Free Cash Flow Per Share,-0.735,-0.569,-0.623,-0.642,-0.875,-1.234,Upgrade,Financials in EUR,Fiscal year is January - December
Gross Margin,100.000%,100.000%,100.000%,100.000%,100.000%,100.000%,Upgrade,Financials in EUR,Fiscal year is January - December
Operating Margin,-215.294%,-128.398%,-218.280%,-214.457%,-343.591%,-296.945%,Upgrade,Financials in EUR,Fiscal year is January - December
Profit Margin,-270.172%,-179.132%,-287.053%,-258.608%,-399.353%,-287.113%,Upgrade,Financials in EUR,Fiscal year is January - December
Free Cash Flow Margin,-191.894%,-112.079%,-182.310%,-198.976%,-297.109%,-312.972%,Upgrade,Financials in EUR,Fiscal year is January - December
EBITDA,"-14,875,000","-11,492,000","-13,265,000","-12,310,000","-17,994,000","-20,847,000",Upgrade,Financials in EUR,Fiscal year is January - December
EBITDA Margin,-213.415%,-126.885%,-217.673%,-213.641%,-,-296.206%,Upgrade,Financials in EUR,Fiscal year is January - December
D&A For EBITDA,"131,000","137,000","37,000","47,000","72,000","52,000",Upgrade,Financials in EUR,Fiscal year is January - December
EBIT,"-15,006,000","-11,629,000","-13,302,000","-12,357,000","-18,066,000","-20,899,000",Upgrade,Financials in EUR,Fiscal year is January - December
EBIT Margin,-215.294%,-128.398%,-218.280%,-214.457%,-,-296.945%,Upgrade,Financials in EUR,Fiscal year is January - December
Revenue as Reported,"6,970,000","9,057,000","6,094,000","5,762,000","5,258,000","7,038,000",Upgrade,Financials in EUR,Fiscal year is January - December
