Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2014,Currency,Fiscal_Year_period
Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Dec '22 Dec 31, 2022","Dec '21 Dec 31, 2021","Dec '20 Dec 31, 2020","Dec '19 Dec 31, 2019",2018 - 2014,,
Revenue,"167,748,000","169,668,000","198,603,000","133,661,000","113,860,000","52,061,000",Upgrade,Financials in GBP,Fiscal year is January - December
Revenue Growth (YoY),3.384%,-14.569%,48.587%,17.391%,118.705%,60.084%,Upgrade,Financials in GBP,Fiscal year is January - December
Cost of Revenue,"77,352,000","79,187,000","74,793,000","60,466,000","66,981,000","26,442,000",Upgrade,Financials in GBP,Fiscal year is January - December
Gross Profit,"90,396,000","90,481,000","123,810,000","73,195,000","46,879,000","25,619,000",Upgrade,Financials in GBP,Fiscal year is January - December
"Selling, General & Admin","154,008,000","154,963,000","141,360,000","161,752,000","71,388,000","66,056,000",Upgrade,Financials in GBP,Fiscal year is January - December
Research & Development,"102,117,000","103,238,000","59,296,000","75,976,000","48,551,000","40,456,000",Upgrade,Financials in GBP,Fiscal year is January - December
Other Operating Expenses,"5,119,000","889,000","21,633,000",-,-,-,Upgrade,Financials in GBP,Fiscal year is January - December
Operating Expenses,"261,244,000","259,090,000","222,289,000","237,728,000","119,939,000","106,512,000",Upgrade,Financials in GBP,Fiscal year is January - December
Operating Income,"-170,848,000","-168,609,000","-98,479,000","-164,533,000","-73,060,000","-80,893,000",Upgrade,Financials in GBP,Fiscal year is January - December
Interest Expense,"-3,085,000","-2,206,000","-1,628,000","-908,000","-747,000","-614,000",Upgrade,Financials in GBP,Fiscal year is January - December
Interest & Investment Income,"19,280,000","18,853,000","5,941,000","224,000","91,000","518,000",Upgrade,Financials in GBP,Fiscal year is January - December
Earnings From Equity Investments,"-49,000","-228,000","-238,000","-64,000",-,-,Upgrade,Financials in GBP,Fiscal year is January - December
Currency Exchange Gain (Loss),"-75,000","2,125,000","-5,434,000","504,000","563,000","-95,000",Upgrade,Financials in GBP,Fiscal year is January - December
Other Non Operating Income (Expenses),"204,000",-,-,-,-,"600,000",Upgrade,Financials in GBP,Fiscal year is January - December
EBT Excluding Unusual Items,"-154,573,000","-150,065,000","-99,838,000","-164,777,000","-73,153,000","-80,484,000",Upgrade,Financials in GBP,Fiscal year is January - December
Gain (Loss) on Sale of Investments,"8,000","297,000","-2,193,000","-1,227,000",-,-,Upgrade,Financials in GBP,Fiscal year is January - December
Gain (Loss) on Sale of Assets,-,-,"18,620,000",-,-,-,Upgrade,Financials in GBP,Fiscal year is January - December
Pretax Income,"-154,565,000","-149,768,000","-83,411,000","-166,004,000","-73,153,000","-80,484,000",Upgrade,Financials in GBP,Fiscal year is January - December
Income Tax Expense,"4,495,000","4,739,000","7,614,000","1,609,000","-11,909,000","-8,268,000",Upgrade,Financials in GBP,Fiscal year is January - December
Net Income,"-159,060,000","-154,507,000","-91,025,000","-167,613,000","-61,244,000","-72,216,000",Upgrade,Financials in GBP,Fiscal year is January - December
Net Income to Common,"-159,060,000","-154,507,000","-91,025,000","-167,613,000","-61,244,000","-72,216,000",Upgrade,Financials in GBP,Fiscal year is January - December
Shares Outstanding (Basic),"851,363,471","833,960,358","823,742,709","731,938,586","705,337,946","581,797,120",Upgrade,Financials in GBP,Fiscal year is January - December
Shares Outstanding (Diluted),"851,363,471","833,960,358","823,742,709","731,938,586","705,337,946","581,797,120",Upgrade,Financials in GBP,Fiscal year is January - December
Shares Change (YoY),3.099%,1.240%,12.543%,3.771%,21.234%,-0.137%,Upgrade,Financials in GBP,Fiscal year is January - December
EPS (Basic),-0.187,-0.185,-0.111,-0.229,-0.087,-0.124,Upgrade,Financials in GBP,Fiscal year is January - December
EPS (Diluted),-0.187,-0.185,-0.111,-0.229,-0.087,-0.124,Upgrade,Financials in GBP,Fiscal year is January - December
Free Cash Flow,"-141,766,000","-143,208,000","-72,458,000","-74,740,000","-79,543,000","-67,141,000",Upgrade,Financials in GBP,Fiscal year is January - December
Free Cash Flow Per Share,-0.167,-0.172,-0.088,-0.102,-0.113,-0.115,Upgrade,Financials in GBP,Fiscal year is January - December
Gross Margin,53.888%,53.328%,62.340%,54.762%,41.172%,49.209%,Upgrade,Financials in GBP,Fiscal year is January - December
Operating Margin,-101.848%,-99.376%,-49.586%,-123.097%,-64.167%,-155.381%,Upgrade,Financials in GBP,Fiscal year is January - December
Profit Margin,-94.821%,-91.064%,-45.833%,-125.402%,-53.789%,-138.714%,Upgrade,Financials in GBP,Fiscal year is January - December
Free Cash Flow Margin,-84.511%,-84.405%,-36.484%,-55.918%,-69.860%,-128.966%,Upgrade,Financials in GBP,Fiscal year is January - December
EBITDA,"-154,632,000","-150,432,000","-82,461,000","-151,593,000","-62,935,000","-69,775,000",Upgrade,Financials in GBP,Fiscal year is January - December
EBITDA Margin,-92.181%,-88.662%,-41.520%,-113.416%,-55.274%,-134.025%,Upgrade,Financials in GBP,Fiscal year is January - December
D&A For EBITDA,"16,216,000","18,177,000","16,018,000","12,940,000","10,125,000","11,118,000",Upgrade,Financials in GBP,Fiscal year is January - December
EBIT,"-170,848,000","-168,609,000","-98,479,000","-164,533,000","-73,060,000","-80,893,000",Upgrade,Financials in GBP,Fiscal year is January - December
EBIT Margin,-101.848%,-99.376%,-49.586%,-123.097%,-64.166%,-155.381%,Upgrade,Financials in GBP,Fiscal year is January - December
