Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2016,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Dec '23 Dec 31, 2023","Dec '22 Dec 31, 2022","Dec '21 Dec 31, 2021","Dec '20 Dec 31, 2020","Dec '19 Dec 31, 2019",2018 - 2016,,
Revenue,"1,172,319,000","1,129,193,000","1,218,229,000","931,934,000","521,533,000","252,819,000",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),2.772%,-7.309%,30.721%,78.691%,106.287%,145.892%,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"489,738,000","540,565,000","528,054,000","324,171,000","134,161,000","60,982,000",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"682,581,000","588,628,000","690,175,000","607,763,000","387,372,000","191,837,000",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","448,804,000","386,162,000","422,277,000","295,530,000","150,727,000","73,420,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"560,168,000","495,987,000","538,658,000","341,321,000","163,327,000","78,499,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"122,413,000","92,641,000","151,517,000","266,442,000","224,045,000","113,338,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,"-68,221,000","-81,569,000","-73,422,000","-29,121,000","-20,237,000","-9,050,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"13,340,000","6,164,000","1,631,000","205,000",-,-,Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),"-4,109,000","6,544,000","2,388,000","1,112,000","-40,617,000","-540,000",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"63,423,000","23,780,000","82,114,000","238,638,000","163,191,000","103,748,000",Upgrade,Financials in USD,Fiscal year is January - December
Merger & Restructuring Charges,-,-,"-25,805,000","-57,020,000","-5,679,000",-,Upgrade,Financials in USD,Fiscal year is January - December
