Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2017,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Dec '23 Dec 31, 2023","Dec '22 Dec 31, 2022","Dec '21 Dec 31, 2021","Dec '20 Dec 31, 2020","Dec '19 Dec 31, 2019",2018 - 2017,,
Revenue,-,"8,582","267,448",-,-,-,Upgrade,Financials in CAD,Fiscal year is January - December
Revenue Growth (YoY),-,-96.791%,-,-,-,-,Upgrade,Financials in CAD,Fiscal year is January - December
Cost of Revenue,"6,209","6,209","205,063",-,-,-,Upgrade,Financials in CAD,Fiscal year is January - December
Gross Profit,"-6,209","2,373","62,385",-,-,-,Upgrade,Financials in CAD,Fiscal year is January - December
"Selling, General & Admin","625,844","692,909","1,247,639","1,317,304","1,410,578","2,068,275",Upgrade,Financials in CAD,Fiscal year is January - December
Operating Expenses,"707,265","998,820","2,167,000","2,538,446","5,325,562","4,330,678",Upgrade,Financials in CAD,Fiscal year is January - December
Operating Income,"-713,474","-996,447","-2,104,615","-2,538,446","-5,325,562","-4,330,678",Upgrade,Financials in CAD,Fiscal year is January - December
Interest Expense,"-82,388","-105,060","-365,597","-469,321","-674,946","-891,341",Upgrade,Financials in CAD,Fiscal year is January - December
Interest & Investment Income,"9,226","35,640","27,806","23,489","31,629","21,511",Upgrade,Financials in CAD,Fiscal year is January - December
Earnings From Equity Investments,-,-,-,"-139,742","132,872","-469,940",Upgrade,Financials in CAD,Fiscal year is January - December
Other Non Operating Income (Expenses),"-10,251","-29,751","-13,166",-,-,-,Upgrade,Financials in CAD,Fiscal year is January - December
EBT Excluding Unusual Items,"-796,887","-1,095,618","-2,455,572","-3,124,020","-5,836,007","-5,670,448",Upgrade,Financials in CAD,Fiscal year is January - December
Gain (Loss) on Sale of Investments,-,-,-,"-1,093,130",-,"-4,149,140",Upgrade,Financials in CAD,Fiscal year is January - December
Asset Writedown,"-1,365,474","-1,365,474",-,"-382,360",-,-,Upgrade,Financials in CAD,Fiscal year is January - December
Other Unusual Items,-,"12,500","39,555","-23,815","223,720","-14,738,268",Upgrade,Financials in CAD,Fiscal year is January - December
Pretax Income,"-1,989,660","-2,448,592","-2,416,017","-4,623,325","-5,612,287","-24,557,856",Upgrade,Financials in CAD,Fiscal year is January - December
Net Income,"-1,989,660","-2,448,592","-2,416,017","-4,623,325","-5,612,287","-24,557,856",Upgrade,Financials in CAD,Fiscal year is January - December
Net Income to Common,"-1,989,660","-2,448,592","-2,416,017","-4,623,325","-5,612,287","-24,557,856",Upgrade,Financials in CAD,Fiscal year is January - December
Shares Outstanding (Basic),"349,250,498","342,887,503","299,995,715","269,456,802","214,609,930","171,965,138",Upgrade,Financials in CAD,Fiscal year is January - December
Shares Outstanding (Diluted),"349,250,498","342,887,503","299,995,715","269,456,802","214,609,930","171,965,138",Upgrade,Financials in CAD,Fiscal year is January - December
Shares Change (YoY),3.758%,14.297%,11.334%,25.557%,24.799%,1647.099%,Upgrade,Financials in CAD,Fiscal year is January - December
EPS (Basic),-0.006,-0.007,-0.008,-0.017,-0.026,-0.143,Upgrade,Financials in CAD,Fiscal year is January - December
EPS (Diluted),-0.006,-0.007,-0.008,-0.017,-0.026,-0.143,Upgrade,Financials in CAD,Fiscal year is January - December
Free Cash Flow,"-93,403","-337,125","-1,002,498","-1,844,703","-1,336,158","-1,688,844",Upgrade,Financials in CAD,Fiscal year is January - December
Free Cash Flow Per Share,-0.000,-0.001,-0.003,-0.007,-0.006,-0.010,Upgrade,Financials in CAD,Fiscal year is January - December
Gross Margin,-,27.651%,23.326%,-,-,-,Upgrade,Financials in CAD,Fiscal year is January - December
Operating Margin,-,-11610.895%,-786.925%,-,-,-,Upgrade,Financials in CAD,Fiscal year is January - December
Profit Margin,-,-28531.718%,-903.360%,-,-,-,Upgrade,Financials in CAD,Fiscal year is January - December
Free Cash Flow Margin,-,-3928.280%,-374.838%,-,-,-,Upgrade,Financials in CAD,Fiscal year is January - December
EBITDA,"-414,154","-697,127","-1,577,791","-1,878,420","-5,231,102","-4,064,531",Upgrade,Financials in CAD,Fiscal year is January - December
D&A For EBITDA,"299,320","299,320","526,824","660,026","94,460","266,147",Upgrade,Financials in CAD,Fiscal year is January - December
EBIT,"-713,474","-996,447","-2,104,615","-2,538,446","-5,325,562","-4,330,678",Upgrade,Financials in CAD,Fiscal year is January - December
Advertising Expenses,-,-,"2,000","19,062","115,603","119,270",Upgrade,Financials in CAD,Fiscal year is January - December
