Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2016,Currency,Fiscal_Year_period
Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Dec '22 Dec 31, 2022","Dec '21 Dec 31, 2021","Dec '20 Dec 31, 2020","Dec '19 Dec 31, 2019",2018 - 2016,,
Operating Revenue,"23,305,369","22,179,327","11,712,722","8,947,591","3,440,975","4,060,800",Upgrade,Financials in USD,Fiscal year is January - December
Revenue,"23,305,369","22,179,327","11,712,722","8,947,591","3,440,975","4,060,800",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),41.981%,89.361%,30.904%,160.031%,-15.264%,42.760%,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"4,932,951","5,944,751","2,563,024","2,007,469","524,134","550,480",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"18,372,418","16,234,576","9,149,698","6,940,122","2,916,841","3,510,320",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","25,948,567","25,775,794","15,695,211","11,500,789","9,013,728","10,656,261",Upgrade,Financials in USD,Fiscal year is January - December
Research & Development,"6,099,853","6,485,524","6,149,806","5,046,875","6,434,414","5,327,575",Upgrade,Financials in USD,Fiscal year is January - December
Other Operating Expenses,"-135,009","-99,484","-37,870","-16,456","-38,497","-35,365",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"31,913,411","32,161,834","21,807,147","16,531,208","15,409,645","15,948,471",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-13,540,993","-15,927,258","-12,657,449","-9,591,086","-12,492,804","-12,438,151",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,"-401,003","-762,106","-28,603","-16,476","-21,179","-2,129,424",Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"88,589","65,398","12,720","16,515","107,249","240,388",Upgrade,Financials in USD,Fiscal year is January - December
Currency Exchange Gain (Loss),"-22,345","-22,345","35,578","126,385","190,005","38,330",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-13,875,752","-16,646,311","-12,637,754","-9,464,662","-12,216,729","-14,288,857",Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Assets,-81,-81,"-1,475","-8,057","-2,796","-2,368",Upgrade,Financials in USD,Fiscal year is January - December
Asset Writedown,"-26,746","-26,746","-44,083","-7,576","-10,556","-60,603",Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,"402,324","402,324",-,"130,656","318,077",-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-13,500,255","-16,270,814","-12,683,312","-9,349,639","-11,912,004","-14,351,828",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-13,500,255","-16,270,814","-12,683,312","-9,349,639","-11,912,004","-14,351,828",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-13,500,255","-16,270,814","-12,683,312","-9,349,639","-11,912,004","-14,351,828",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"272,547,143","234,094,658","210,468,045","196,882,812","187,185,169","165,978,735",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"272,547,143","234,094,658","210,468,045","196,882,812","187,185,169","165,978,735",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),26.869%,11.226%,6.900%,5.181%,12.777%,34.736%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.050,-0.070,-0.060,-0.047,-0.064,-0.086,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.050,-0.070,-0.060,-0.048,-0.064,-0.086,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-12,327,241","-15,354,413","-11,878,742","-8,404,846","-12,119,888","-12,706,240",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.045,-0.066,-0.056,-0.043,-0.065,-0.077,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,78.833%,73.197%,78.118%,77.564%,84.768%,86.444%,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-58.102%,-71.811%,-108.066%,-107.192%,-363.060%,-306.298%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-57.928%,-73.360%,-108.287%,-104.493%,-346.181%,-353.424%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-52.894%,-69.228%,-101.417%,-93.934%,-352.222%,-312.900%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-12,952,197","-15,438,462","-12,249,266","-9,219,245","-12,163,452","-12,154,858",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,-55.576%,-69.607%,-104.581%,-103.036%,-,-299.322%,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"588,796","488,796","408,183","371,841","329,352","283,293",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-13,540,993","-15,927,258","-12,657,449","-9,591,086","-12,492,804","-12,438,151",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-58.102%,-71.811%,-108.066%,-107.192%,-,-,Upgrade,Financials in USD,Fiscal year is January - December
