Fiscal Year,TTM,FY 2024,FY 2023,FY 2022,FY 2021,FY 2020,2019 - 2015,Currency,Fiscal_Year_period
Period Ending,"Jun '24 Jun 30, 2024","Jun '24 Jun 30, 2024","Jun '23 Jun 30, 2023","Jun '22 Jun 30, 2022","Jun '21 Jun 30, 2021","Jun '20 Jun 30, 2020",2019 - 2015,,
Operating Revenue,"15,373,000","15,373,000","13,777,000","6,411,000","4,293,000","647,000",Upgrade,Financials in AUD,Fiscal year is July - June
Other Revenue,"2,985,000","2,985,000","6,857,000","4,827,000","4,275,000","952,000",Upgrade,Financials in AUD,Fiscal year is July - June
Revenue,"18,358,000","18,358,000","20,634,000","11,238,000","8,568,000","1,599,000",Upgrade,Financials in AUD,Fiscal year is July - June
Revenue Growth (YoY),-11.030%,-11.030%,83.609%,31.162%,435.835%,-38.687%,Upgrade,Financials in AUD,Fiscal year is July - June
Cost of Revenue,"12,178,000","12,178,000","15,095,000",-,"48,000","641,000",Upgrade,Financials in AUD,Fiscal year is July - June
Gross Profit,"6,180,000","6,180,000","5,539,000","11,238,000","8,520,000","958,000",Upgrade,Financials in AUD,Fiscal year is July - June
"Selling, General & Admin","18,904,000","18,904,000","19,016,000","27,697,000","23,128,000","13,846,000",Upgrade,Financials in AUD,Fiscal year is July - June
Research & Development,"755,000","755,000","4,289,000","2,991,000","2,031,000","1,283,000",Upgrade,Financials in AUD,Fiscal year is July - June
Operating Expenses,"30,696,000","30,696,000","35,265,000","35,485,000","27,790,000","17,289,000",Upgrade,Financials in AUD,Fiscal year is July - June
Operating Income,"-24,516,000","-24,516,000","-29,726,000","-24,247,000","-19,270,000","-16,331,000",Upgrade,Financials in AUD,Fiscal year is July - June
Interest Expense,"-6,819,000","-6,819,000","-3,158,000","-1,828,000","-4,151,000","-869,000",Upgrade,Financials in AUD,Fiscal year is July - June
Interest & Investment Income,-,-,-,-,-,"263,000",Upgrade,Financials in AUD,Fiscal year is July - June
EBT Excluding Unusual Items,"-31,335,000","-31,335,000","-32,884,000","-26,075,000","-23,421,000","-16,937,000",Upgrade,Financials in AUD,Fiscal year is July - June
Impairment of Goodwill,-,-,"-671,000",-,-,-,Upgrade,Financials in AUD,Fiscal year is July - June
Gain (Loss) on Sale of Investments,"-497,000","-497,000","-1,276,000","-393,000","-1,682,000",-,Upgrade,Financials in AUD,Fiscal year is July - June
Gain (Loss) on Sale of Assets,"716,000","716,000","1,041,000",-,-,-,Upgrade,Financials in AUD,Fiscal year is July - June
Asset Writedown,"-20,126,000","-20,126,000",-,-,-,-,Upgrade,Financials in AUD,Fiscal year is July - June
Pretax Income,"-51,242,000","-51,242,000","-33,790,000","-26,468,000","-25,103,000","-16,937,000",Upgrade,Financials in AUD,Fiscal year is July - June
Net Income,"-51,242,000","-51,242,000","-33,790,000","-26,468,000","-25,103,000","-16,937,000",Upgrade,Financials in AUD,Fiscal year is July - June
Net Income to Common,"-51,242,000","-51,242,000","-33,790,000","-26,468,000","-25,103,000","-16,937,000",Upgrade,Financials in AUD,Fiscal year is July - June
Shares Outstanding (Basic),"429,385,901","429,385,901","372,251,723","335,091,009","257,388,229","142,187,418",Upgrade,Financials in AUD,Fiscal year is July - June
Shares Outstanding (Diluted),"429,385,901","429,385,901","372,251,723","335,091,009","257,388,229","142,187,418",Upgrade,Financials in AUD,Fiscal year is July - June
Shares Change (YoY),15.348%,15.348%,11.090%,30.189%,81.020%,1.788%,Upgrade,Financials in AUD,Fiscal year is July - June
EPS (Basic),-0.119,-0.119,-0.091,-0.079,-0.098,-0.119,Upgrade,Financials in AUD,Fiscal year is July - June
EPS (Diluted),-0.119,-0.119,-0.091,-0.079,-0.098,-0.119,Upgrade,Financials in AUD,Fiscal year is July - June
Free Cash Flow,"-17,690,000","-17,690,000","-25,936,000","-65,597,000","-36,542,000","-50,741,000",Upgrade,Financials in AUD,Fiscal year is July - June
Free Cash Flow Per Share,-0.041,-0.041,-0.070,-0.196,-0.142,-0.357,Upgrade,Financials in AUD,Fiscal year is July - June
Gross Margin,33.664%,33.664%,26.844%,100.000%,99.440%,59.912%,Upgrade,Financials in AUD,Fiscal year is July - June
Operating Margin,-133.544%,-133.544%,-144.063%,-215.759%,-224.907%,-1021.326%,Upgrade,Financials in AUD,Fiscal year is July - June
Profit Margin,-279.126%,-279.126%,-163.759%,-235.522%,-292.986%,-1059.225%,Upgrade,Financials in AUD,Fiscal year is July - June
Free Cash Flow Margin,-96.361%,-96.361%,-125.695%,-583.707%,-426.494%,-3173.296%,Upgrade,Financials in AUD,Fiscal year is July - June
EBITDA,"-13,479,000","-13,479,000","-17,764,000","-19,791,000","-17,294,000","-14,647,000",Upgrade,Financials in AUD,Fiscal year is July - June
EBITDA Margin,-73.423%,-73.423%,-86.091%,-176.108%,-201.844%,-,Upgrade,Financials in AUD,Fiscal year is July - June
D&A For EBITDA,"11,037,000","11,037,000","11,962,000","4,456,000","1,976,000","1,684,000",Upgrade,Financials in AUD,Fiscal year is July - June
EBIT,"-24,516,000","-24,516,000","-29,726,000","-24,247,000","-19,270,000","-16,331,000",Upgrade,Financials in AUD,Fiscal year is July - June
EBIT Margin,-133.544%,-133.544%,-144.063%,-215.759%,-224.907%,-,Upgrade,Financials in AUD,Fiscal year is July - June
Revenue as Reported,"19,074,000","19,074,000","21,675,000","11,238,000","8,568,000","1,862,000",Upgrade,Financials in AUD,Fiscal year is July - June
