Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2016,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Dec '23 Dec 31, 2023","Dec '22 Dec 31, 2022","Dec '21 Dec 31, 2021","Dec '20 Dec 31, 2020","Dec '19 Dec 31, 2019",2018 - 2016,,
Revenue,"490,949,000","511,327,000","511,578,000","460,080,000","179,503,000","77,459,000",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),-3.575%,-0.049%,11.193%,156.308%,131.739%,96.956%,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"312,927,000","331,359,000","310,163,000","258,402,000","114,249,000","57,777,000",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"178,022,000","179,968,000","201,415,000","201,678,000","65,254,000","19,682,000",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","149,962,000","164,233,000","217,860,000","195,731,000","136,302,000","123,586,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"178,330,000","199,591,000","277,330,000","232,052,000","142,355,000","123,586,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-308,000","-19,623,000","-75,915,000","-30,374,000","-77,101,000","-103,904,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,"-44,919,000","-55,430,000","-54,423,000","-31,073,000","-9,893,000","-87,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"831,000","565,000","362,000","779,000","3,510,000","1,328,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),"375,000","2,725,000","3,683,000","13,818,000","-11,330,000","2,992,000",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-44,021,000","-71,763,000","-126,293,000","-46,850,000","-94,814,000","-99,671,000",Upgrade,Financials in USD,Fiscal year is January - December
Merger & Restructuring Charges,"-7,333,000","-5,396,000","-3,293,000","-7,663,000","-3,111,000",-,Upgrade,Financials in USD,Fiscal year is January - December
Impairment of Goodwill,"-19,274,000","-19,274,000","-170,642,000","-72,328,000",-,-,Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Assets,"61,681,000","-6,122,000",-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Asset Writedown,"-82,884,000","-66,343,000","-169,479,000","-2,000,000","-1,969,000",-,Upgrade,Financials in USD,Fiscal year is January - December
