Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+12 Quarters,Currency,Fiscal_Year_period
Period Ending,"Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019","Sep '19 Sep 30, 2019",+12 Quarters,,
Revenue,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,77,125,Upgrade,Financials in USD,Fiscal year is October - September
Revenue Growth (YoY),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-72.000%,-80.710%,Upgrade,Financials in USD,Fiscal year is October - September
Cost of Revenue,-,-,-,-,-,-,-,-,-,-,-,-,-,"2,412",-,"37,668",-,-,14,98,Upgrade,Financials in USD,Fiscal year is October - September
Gross Profit,-,-,-,-,-,-,-,-,-,-,-,-,-,"-2,412",-,"-37,668",-,-,63,27,Upgrade,Financials in USD,Fiscal year is October - September
"Selling, General & Admin","193,357","167,583","155,871","287,787","1,279,283","142,059","155,241","299,843","136,618","662,310","166,294","4,085,362","4,478,111","467,991","60,353","91,818","48,563","51,389","74,296","61,857",Upgrade,Financials in USD,Fiscal year is October - September
Operating Expenses,"193,357","167,583","155,871","287,787","1,279,283","142,059","155,241","299,843","136,618","662,310","166,294","4,085,362","4,478,111","467,991","60,353","91,818","48,563","51,389","74,296","61,857",Upgrade,Financials in USD,Fiscal year is October - September
Operating Income,"-193,357","-167,583","-155,871","-287,787","-1,279,283","-142,059","-155,241","-299,843","-136,618","-662,310","-166,294","-4,085,362","-4,478,111","-470,403","-60,353","-129,486","-48,563","-51,389","-74,233","-61,830",Upgrade,Financials in USD,Fiscal year is October - September
Interest Expense,"-4,304","-7,379","-7,888","-62,787","-9,970","-8,178","-10,668","-13,347","-10,664","-26,248","-20,087","-74,842","-34,949","-113,666","-64,042","-44,911","-39,422","-66,923","-86,804","-120,754",Upgrade,Financials in USD,Fiscal year is October - September
EBT Excluding Unusual Items,"-197,661","-174,962","-163,759","-350,574","-1,289,253","-150,237","-165,909","-313,190","-147,282","-688,558","-186,381","-4,160,204","-4,513,060","-584,069","-124,395","-174,397","-87,985","-118,312","-161,037","-182,584",Upgrade,Financials in USD,Fiscal year is October - September
Gain (Loss) on Sale of Investments,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-10,673",Upgrade,Financials in USD,Fiscal year is October - September
Other Unusual Items,-,-,-,-,"6,724",-,-,"4,882","-10,821",-,"-146,460","-102,700","-5,438","-311,762",-,-,-,-,-,"37,231",Upgrade,Financials in USD,Fiscal year is October - September
Pretax Income,"-197,661","-174,962","-163,759","-350,574","-1,282,529","-150,237","-165,909","-308,308","-158,103","-688,558","-332,841","-4,262,904","-4,518,498","-895,831","-124,395","-174,397","-87,985","-118,312","-161,037","-156,026",Upgrade,Financials in USD,Fiscal year is October - September
Earnings From Continuing Operations,"-197,661","-174,962","-163,759","-350,574","-1,282,529","-150,237","-165,909","-308,308","-158,103","-688,558","-332,841","-4,262,904","-4,518,498","-895,831","-124,395","-174,397","-87,985","-118,312","-161,037","-156,026",Upgrade,Financials in USD,Fiscal year is October - September
Net Income,"-197,661","-174,962","-163,759","-350,574","-1,282,529","-150,237","-165,909","-308,308","-158,103","-688,558","-332,841","-4,262,904","-4,518,498","-895,831","-124,395","-174,397","-87,985","-118,312","-161,037","-156,026",Upgrade,Financials in USD,Fiscal year is October - September
Preferred Dividends & Other Adjustments,-,-,"32,341",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,600,000",Upgrade,Financials in USD,Fiscal year is October - September
