Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2014,Currency,Fiscal_Year_period
Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Dec '22 Dec 31, 2022","Dec '21 Dec 31, 2021","Dec '20 Dec 31, 2020","Dec '19 Dec 31, 2019",2018 - 2014,,
Revenue,"92,898","39,518","8,875","60,460",-,-,Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),257.947%,345.273%,-85.321%,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"1,744",-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"91,154","39,518","8,875","60,460",-,-,Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","1,884,553","2,237,842","4,081,824","5,668,450","4,506,289","3,105,482",Upgrade,Financials in USD,Fiscal year is January - December
Research & Development,"90,436","125,496","153,697","284,869","426,708",-,Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"2,404,635","2,790,357","4,661,647","8,069,006","4,948,998","3,108,838",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-2,313,481","-2,750,839","-4,652,772","-8,008,546","-4,948,998","-3,108,838",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,"-781,305","-1,204,764","-1,876,417","-485,825","-320,813","-297,508",Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,-,-,257,"1,026",675,-,Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),"-32,479","-3,311,890","765,556","22,515","115,899","57,400",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-3,127,265","-7,267,493","-5,763,376","-8,470,830","-5,153,237","-3,348,946",Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Investments,-,-,-,-,"-213,745","382,022",Upgrade,Financials in USD,Fiscal year is January - December
Asset Writedown,-,-,-,"-5,966,452",-,-,Upgrade,Financials in USD,Fiscal year is January - December
Legal Settlements,"-955,000","-955,000",-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,"-53,608","162,811","-479,573","-1,587,027","-923,605",-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-4,135,873","-8,059,682","-6,242,949","-16,024,309","-6,290,587","-2,966,924",Upgrade,Financials in USD,Fiscal year is January - December
Earnings From Continuing Operations,"-4,135,873","-8,059,682","-6,242,949","-16,024,309","-6,290,587","-2,966,924",Upgrade,Financials in USD,Fiscal year is January - December
Earnings From Discontinued Operations,-,-,-,"-7,996","-119,293","-3,480,633",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-4,135,873","-8,059,682","-6,242,949","-16,032,305","-6,409,880","-6,447,557",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-4,135,873","-8,059,682","-6,242,949","-16,032,305","-6,409,880","-6,447,557",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"255,020,171","227,691,452","165,468,263","131,539,920","110,386,386","61,947,333",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"255,020,171","227,691,452","165,468,263","131,539,920","110,386,386","61,947,333",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),27.423%,37.604%,25.793%,19.163%,78.194%,8.141%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.016,-0.035,-0.038,-0.122,-0.058,-0.104,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.021,-0.040,-0.040,-0.122,-0.061,-0.106,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-761,834","-1,030,500","-2,053,036","-2,527,260","-3,313,023","-5,038,983",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.003,-0.005,-0.012,-0.019,-0.030,-0.081,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,98.123%,100.000%,100.000%,100.000%,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-2490.345%,-6960.977%,-52425.600%,-13246.024%,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-4452.058%,-20394.964%,-70343.087%,-26517.210%,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-820.076%,-2607.672%,-23132.800%,-4180.053%,-,-,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-1,883,836","-2,323,820","-4,226,646","-5,892,859","-4,932,997","-3,105,482",Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"429,645","427,019","426,126","2,115,687","16,001","3,356",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-2,313,481","-2,750,839","-4,652,772","-8,008,546","-4,948,998","-3,108,838",Upgrade,Financials in USD,Fiscal year is January - December
