Fiscal Year,TTM,FY 2022,FY 2021,FY 2020,FY 2019,FY 2018,2017 - 2013,Currency,Fiscal_Year_period
Period Ending,"Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Dec '21 Dec 31, 2021","Dec '20 Dec 31, 2020","Dec '19 Dec 31, 2019","Dec '18 Dec 31, 2018",2017 - 2013,,
Operating Revenue,"29,557,000","36,935,000","28,895,000","5,027,000","9,481,000","9,656,000",Upgrade,Financials in USD,Fiscal year is January - December
Revenue,"29,557,000","36,935,000","28,895,000","5,027,000","9,481,000","9,656,000",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),-16.350%,27.825%,474.796%,-46.978%,-1.812%,81.538%,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"47,663,000","47,161,000","25,778,000","15,868,000","26,485,000","50,240,000",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"-18,106,000","-10,226,000","3,117,000","-10,841,000","-17,004,000","-40,584,000",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","30,524,000","45,264,000","51,645,000","55,285,000","62,485,000","41,743,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"30,524,000","45,264,000","51,645,000","55,285,000","62,485,000","41,743,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-48,630,000","-55,490,000","-48,528,000","-66,126,000","-79,489,000","-82,327,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,"-479,000","-698,000","-901,000","-1,649,000","-3,389,000","-133,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,-,-,-,-,-,"49,000",Upgrade,Financials in USD,Fiscal year is January - December
Currency Exchange Gain (Loss),"285,000","571,000","469,000",-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),-,-,-,"1,187,000","215,000","-272,000",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-48,824,000","-55,617,000","-48,960,000","-66,588,000","-82,663,000","-82,683,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,-,-,-,"-2,757,000",-,-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-54,224,000","-55,617,000","-48,960,000","-69,345,000","-82,663,000","-114,731,000",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,"830,000","1,568,000","490,000","139,000","101,000","49,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-55,054,000","-57,185,000","-49,450,000","-69,484,000","-82,764,000","-114,780,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-55,054,000","-57,185,000","-49,450,000","-69,484,000","-82,764,000","-114,780,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"3,075,215","2,681,968","1,733,978","513,804","296,798","203,183",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"3,075,215","2,681,968","1,733,978","513,804","296,798","203,183",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),34.648%,54.671%,237.478%,73.116%,46.074%,70.280%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-17.902,-21.322,-28.518,-135.234,-278.856,-564.909,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-17.902,-21.322,-28.520,-135.234,-278.856,-564.909,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-13,024,000","-36,922,000","-59,582,000","-71,444,000","-71,953,000","-72,952,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-4.235,-13.767,-34.361,-139.049,-242.431,-359.046,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,-61.258%,-27.686%,10.787%,-215.655%,-179.348%,-,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-164.530%,-150.237%,-167.946%,-1315.417%,-838.403%,-852.599%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-186.264%,-154.826%,-171.137%,-1382.216%,-872.946%,-1188.691%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-44.064%,-99.965%,-206.202%,-1421.205%,-758.918%,-755.510%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-48,529,000","-55,273,000","-48,172,000","-65,709,000","-79,093,000","-81,817,000",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,-164.188%,-149.649%,-166.714%,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"101,000","217,000","356,000","417,000","396,000","510,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-48,630,000","-55,490,000","-48,528,000","-66,126,000","-79,489,000","-82,327,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-164.530%,-150.237%,-167.946%,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Revenue as Reported,"29,557,000","36,935,000","28,895,000","5,027,000","9,481,000","9,656,000",Upgrade,Financials in USD,Fiscal year is January - December
