Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+1 Quarters,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+1 Quarters,,
Revenue,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-137,983",Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,-,-,-,-,-,-,-,-,-,-,-,"536,047",-,-,-,-,-,-,-,"-34,090",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,-,-,-,-,-,-,-,-,-,-,-,"-536,047",-,-,-,-,-,-,-,"-103,893",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","564,797","324,876","359,879","613,803","390,084","317,350","335,915","330,727","399,877","378,112","380,894","340,680","345,860","302,082","285,580","-72,817","202,977","175,911","191,001","-487,490",Upgrade,Financials in USD,Fiscal year is January - December
Research & Development,"206,161","240,429","232,593","215,933","215,230","219,159","147,843","140,861","133,770","154,683","228,342","250,259","227,503","139,736","116,516","417,384",-,-,"1,978",-,Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"808,458","602,805","629,972","717,236","642,814","574,009","521,258","471,588","533,647","532,795","609,236","590,939","573,363","441,818","402,096","344,567","202,977","175,911","192,979","-487,490",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-808,458","-602,805","-629,972","-717,236","-642,814","-574,009","-521,258","-471,588","-533,647","-532,795","-609,236","-1,126,986","-573,363","-441,818","-402,096","-344,567","-202,977","-175,911","-192,979","383,597",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,"-363,695","-259,578","-128,116","-584,850","-265,479","-357,671","-835,584","-387,349","-192,862","-133,530","-68,810","-100,186","-92,541","-208,043","-59,586","-107,455","-93,013","-84,485","-58,203",-,Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"46,850",Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),"-24,770",-,-,"-226,929","2,567",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-1,196,923","-862,383","-758,088","-1,529,015","-905,726","-931,680","-1,356,842","-858,937","-726,509","-666,325","-678,046","-1,227,172","-665,904","-649,861","-461,682","-452,022","-295,990","-260,396","-251,182","430,447",Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,-,-,-,"352,965",-,"208,556","15,806",-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-1,196,923","-862,383","-758,088","-1,176,050","-905,726","-723,124","-1,341,036","-858,937","-726,509","-666,325","-678,046","-1,227,172","-665,904","-649,861","-461,682","-452,022","-295,990","-260,396","-251,182","430,447",Upgrade,Financials in USD,Fiscal year is January - December
Earnings From Continuing Operations,"-1,196,923","-862,383","-758,088","-1,176,050","-905,726","-723,124","-1,341,036","-858,937","-726,509","-666,325","-678,046","-1,227,172","-665,904","-649,861","-461,682","-452,022","-295,990","-260,396","-251,182","430,447",Upgrade,Financials in USD,Fiscal year is January - December
Earnings From Discontinued Operations,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-238,315",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-1,196,923","-862,383","-758,088","-1,176,050","-905,726","-723,124","-1,341,036","-858,937","-726,509","-666,325","-678,046","-1,227,172","-665,904","-649,861","-461,682","-452,022","-295,990","-260,396","-251,182","192,132",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-1,196,923","-862,383","-758,088","-1,176,050","-905,726","-723,124","-1,341,036","-858,937","-726,509","-666,325","-678,046","-1,227,172","-665,904","-649,861","-461,682","-452,022","-295,990","-260,396","-251,182","192,132",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"1,268,795","1,238,085","1,230,354","1,249,142","1,105,844","1,083,277","961,641","942,475","932,395","932,395","932,395","929,295","918,041","910,258","881,665","697,628","12,500","12,500","12,500",-,Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"1,268,795","1,238,085","1,230,354","1,249,142","1,105,844","1,083,277","961,641","942,475","932,395","932,395","932,395","929,295","918,041","910,258","881,665","697,628","12,500","12,500","12,500",-,Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),14.735%,14.291%,27.943%,32.538%,18.603%,16.182%,3.137%,1.418%,1.564%,2.432%,5.754%,33.208%,7244.328%,7182.064%,6953.320%,-,-7.715%,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.943,-0.697,-0.616,-0.941,-0.819,-0.668,-1.395,-0.911,-0.779,-0.715,-0.727,-1.321,-0.725,-0.714,-0.524,-0.648,-23.679,-20.832,-20.095,-,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.943,-0.700,-0.620,-0.966,-0.820,-0.670,-1.395,-0.911,-0.800,-0.800,-0.800,-1.321,-0.800,-0.800,-0.524,-0.648,-23.679,-20.832,-20.095,-,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-163,812","-182,794","-235,612","-127,894","-364,049","-328,694","-562,573","-451,767","-524,168","-395,596","-459,571","-562,020","-557,021","-407,110","-277,295","-280,753","-201,967","-134,838","-212,251","113,674",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.129,-0.148,-0.191,-0.102,-0.329,-0.303,-0.585,-0.479,-0.562,-0.424,-0.493,-0.605,-0.607,-0.447,-0.315,-0.402,-16.157,-10.787,-16.980,-,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-807,095","-601,443","-628,449","-713,526","-641,098","-571,394","-518,643","-466,273","-531,931","-531,076","-607,532","-1,109,114","-572,931","-441,315","-401,752","-333,867","-202,777",-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"1,363","1,362","1,523","3,710","1,716","2,615","2,615","5,315","1,716","1,719","1,704","17,872",432,503,344,"10,700",200,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-808,458","-602,805","-629,972","-717,236","-642,814","-574,009","-521,258","-471,588","-533,647","-532,795","-609,236","-1,126,986","-573,363","-441,818","-402,096","-344,567","-202,977","-175,911","-192,979","383,597",Upgrade,Financials in USD,Fiscal year is January - December
Advertising Expenses,114,8,338,-,51,100,184,-,65,131,250,-,-,"82,250","82,250",-,400,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
