Fiscal Year,TTM,FY 2024,FY 2023,FY 2022,FY 2021,FY 2020,2019 - 2015,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Mar '23 Mar 31, 2023","Mar '22 Mar 31, 2022","Mar '21 Mar 31, 2021","Mar '20 Mar 31, 2020",2019 - 2015,,
Revenue,"418,510,000,000","435,081,000,000","426,684,000,000","335,138,000,000","297,177,000,000","333,371,000,000",Upgrade,Financials in JPY,Fiscal year is April - March
Revenue Growth (YoY),-17.363%,1.968%,27.316%,12.774%,-10.857%,-8.344%,Upgrade,Financials in JPY,Fiscal year is April - March
Cost of Revenue,"59,854,000,000","57,602,000,000","62,246,000,000","55,415,000,000","52,523,000,000","56,782,000,000",Upgrade,Financials in JPY,Fiscal year is April - March
Gross Profit,"358,656,000,000","377,479,000,000","364,438,000,000","279,723,000,000","244,654,000,000","276,589,000,000",Upgrade,Financials in JPY,Fiscal year is April - March
"Selling, General & Admin","95,203,000,000","94,986,000,000","93,637,000,000","87,877,000,000","88,387,000,000","91,802,000,000",Upgrade,Financials in JPY,Fiscal year is April - March
Research & Development,"112,261,000,000","102,640,000,000","102,392,000,000","72,996,000,000","54,249,000,000","47,949,000,000",Upgrade,Financials in JPY,Fiscal year is April - March
Other Operating Expenses,"-3,779,000,000","3,081,000,000","1,303,000,000","813,000,000","2,463,000,000","2,908,000,000",Upgrade,Financials in JPY,Fiscal year is April - March
Operating Expenses,"212,513,000,000","209,100,000,000","205,190,000,000","169,056,000,000","151,823,000,000","149,206,000,000",Upgrade,Financials in JPY,Fiscal year is April - March
Operating Income,"146,143,000,000","168,379,000,000","159,248,000,000","110,667,000,000","92,831,000,000","127,383,000,000",Upgrade,Financials in JPY,Fiscal year is April - March
Interest Expense,"-3,156,000,000","-163,000,000","-91,000,000","-349,000,000","-256,000,000","-350,000,000",Upgrade,Financials in JPY,Fiscal year is April - March
Interest & Investment Income,"51,895,000,000","48,435,000,000","68,690,000,000","14,675,000,000","25,488,000,000","30,417,000,000",Upgrade,Financials in JPY,Fiscal year is April - March
Currency Exchange Gain (Loss),"2,755,000,000","2,755,000,000","1,901,000,000","1,898,000,000","923,000,000","-564,000,000",Upgrade,Financials in JPY,Fiscal year is April - March
Other Non Operating Income (Expenses),"-1,127,000,000","-1,126,000,000","827,000,000","-269,000,000","-578,000,000","-1,482,000,000",Upgrade,Financials in JPY,Fiscal year is April - March
EBT Excluding Unusual Items,"196,510,000,000","218,280,000,000","230,575,000,000","126,622,000,000","118,408,000,000","155,404,000,000",Upgrade,Financials in JPY,Fiscal year is April - March
Merger & Restructuring Charges,"-7,255,000,000","-7,255,000,000",-,-,-,-,Upgrade,Financials in JPY,Fiscal year is April - March
Gain (Loss) on Sale of Investments,"-123,000,000","-123,000,000","-33,000,000","-20,000,000","2,958,000,000","1,195,000,000",Upgrade,Financials in JPY,Fiscal year is April - March
Gain (Loss) on Sale of Assets,"633,000,000","633,000,000","1,628,000,000","-87,000,000","22,940,000,000","2,470,000,000",Upgrade,Financials in JPY,Fiscal year is April - March
Asset Writedown,"-13,193,000,000","-13,193,000,000","-11,758,000,000","-141,000,000","-825,000,000","-100,000,000",Upgrade,Financials in JPY,Fiscal year is April - March
Legal Settlements,"-59,000,000","-59,000,000","-80,000,000","-106,000,000","-464,000,000","-453,000,000",Upgrade,Financials in JPY,Fiscal year is April - March
Pretax Income,"176,513,000,000","198,283,000,000","220,332,000,000","126,268,000,000","143,017,000,000","158,516,000,000",Upgrade,Financials in JPY,Fiscal year is April - March
Income Tax Expense,"23,264,000,000","37,708,000,000","35,836,000,000","12,829,000,000","30,956,000,000","36,322,000,000",Upgrade,Financials in JPY,Fiscal year is April - March
Earnings From Continuing Operations,"153,249,000,000","160,575,000,000","184,496,000,000","113,439,000,000","112,061,000,000","122,194,000,000",Upgrade,Financials in JPY,Fiscal year is April - March
Minority Interest in Earnings,"1,321,000,000","1,455,000,000","469,000,000","746,000,000","-203,000,000","-1,000,000",Upgrade,Financials in JPY,Fiscal year is April - March
Net Income,"154,570,000,000","162,030,000,000","184,965,000,000","114,185,000,000","111,858,000,000","122,193,000,000",Upgrade,Financials in JPY,Fiscal year is April - March
Net Income to Common,"154,570,000,000","162,030,000,000","184,965,000,000","114,185,000,000","111,858,000,000","122,193,000,000",Upgrade,Financials in JPY,Fiscal year is April - March
Net Income Growth,-29.192%,-12.400%,61.987%,2.080%,-8.458%,-7.959%,Upgrade,Financials in JPY,Fiscal year is April - March
Shares Outstanding (Basic),"855,349,000","870,333,000","893,112,000","904,434,000","919,323,000","926,394,000",Upgrade,Financials in JPY,Fiscal year is April - March
Shares Outstanding (Diluted),"855,648,000","870,633,000","893,415,000","904,737,000","919,662,000","927,381,000",Upgrade,Financials in JPY,Fiscal year is April - March
Shares Change (YoY),-3.000%,-2.550%,-1.251%,-1.623%,-0.832%,-2.043%,Upgrade,Financials in JPY,Fiscal year is April - March
EPS (Basic),180.710,186.170,207.102,126.250,121.674,131.902,Upgrade,Financials in JPY,Fiscal year is April - March
EPS (Diluted),180.646,186.107,207.033,126.210,121.630,131.760,Upgrade,Financials in JPY,Fiscal year is April - March
EPS Growth,-27.003%,-10.108%,64.039%,3.766%,-7.688%,-6.035%,Upgrade,Financials in JPY,Fiscal year is April - March
Free Cash Flow,"174,976,000,000","141,591,000,000","166,009,000,000","75,883,000,000","80,857,000,000","122,995,000,000",Upgrade,Financials in JPY,Fiscal year is April - March
Free Cash Flow Per Share,204.495,162.630,185.814,83.873,87.920,132.626,Upgrade,Financials in JPY,Fiscal year is April - March
Dividend Per Share,56.667,53.333,45.000,38.333,36.000,34.333,Upgrade,Financials in JPY,Fiscal year is April - March
Dividend Growth,13.333%,18.518%,17.391%,6.481%,4.854%,9.574%,Upgrade,Financials in JPY,Fiscal year is April - March
Gross Margin,85.698%,86.761%,85.412%,83.465%,82.326%,82.967%,Upgrade,Financials in JPY,Fiscal year is April - March
Operating Margin,34.920%,38.701%,37.322%,33.021%,31.238%,38.211%,Upgrade,Financials in JPY,Fiscal year is April - March
Profit Margin,36.933%,37.241%,43.349%,34.071%,37.640%,36.654%,Upgrade,Financials in JPY,Fiscal year is April - March
Free Cash Flow Margin,41.809%,32.544%,38.907%,22.642%,27.208%,36.894%,Upgrade,Financials in JPY,Fiscal year is April - March
EBITDA,"165,884,000,000","186,702,000,000","176,413,000,000","127,018,000,000","107,610,000,000","141,498,000,000",Upgrade,Financials in JPY,Fiscal year is April - March
EBITDA Margin,39.637%,42.912%,41.345%,37.900%,36.211%,42.445%,Upgrade,Financials in JPY,Fiscal year is April - March
D&A For EBITDA,"19,741,000,000","18,323,000,000","17,165,000,000","16,351,000,000","14,779,000,000","14,115,000,000",Upgrade,Financials in JPY,Fiscal year is April - March
EBIT,"146,143,000,000","168,379,000,000","159,248,000,000","110,667,000,000","92,831,000,000","127,383,000,000",Upgrade,Financials in JPY,Fiscal year is April - March
EBIT Margin,34.920%,38.701%,37.322%,33.021%,31.238%,38.211%,Upgrade,Financials in JPY,Fiscal year is April - March
Effective Tax Rate,13.180%,19.017%,16.265%,10.160%,21.645%,22.914%,Upgrade,Financials in JPY,Fiscal year is April - March
Advertising Expenses,-,"13,909,000,000","7,519,000,000","9,981,000,000","13,044,000,000","15,406,000,000",Upgrade,Financials in JPY,Fiscal year is April - March
