Fiscal Year,TTM,FY 2022,FY 2021,FY 2020,FY 2019,FY 2018,2017 - 2015,Currency,Fiscal_Year_period
Period Ending,"Sep '23 Sep 30, 2023","Dec '22 Dec 31, 2022","Dec '21 Dec 31, 2021","Dec '20 Dec 31, 2020","Dec '19 Dec 31, 2019","Dec '18 Dec 31, 2018",2017 - 2015,,
Revenue,"22,359,000","3,091,000","1,535,000","1,000,000","1,022,000","2,757,000",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),680.419%,101.368%,53.500%,-2.153%,-62.931%,220.581%,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"17,154,000","25,696,000","36,936,000","16,956,000","24,083,000","23,000,000",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"5,205,000","-22,605,000","-35,401,000","-15,956,000","-23,061,000","-20,243,000",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","5,861,000","7,161,000","7,310,000","6,445,000","6,026,000","3,874,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"5,861,000","7,161,000","7,310,000","6,445,000","6,026,000","3,874,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-656,000","-29,766,000","-42,711,000","-22,401,000","-29,087,000","-24,117,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,-,"-121,000","-245,000",-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"177,000",-,-,"77,000","357,000","420,000",Upgrade,Financials in USD,Fiscal year is January - December
Earnings From Equity Investments,-,-,-,"-9,000","-951,000","-40,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),"102,000","93,000","74,000",-,-,"1,632,000",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-377,000","-29,794,000","-42,882,000","-22,333,000","-29,681,000","-22,105,000",Upgrade,Financials in USD,Fiscal year is January - December
Asset Writedown,"-227,000","-227,000",-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,"-538,000","-350,000","689,000",-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-1,142,000","-30,371,000","-42,193,000","-22,333,000","-29,681,000","-22,105,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-1,142,000","-30,371,000","-42,193,000","-22,333,000","-29,681,000","-22,105,000",Upgrade,Financials in USD,Fiscal year is January - December
Preferred Dividends & Other Adjustments,-,-,"4,127,000",-,-,"1,357,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-1,142,000","-30,371,000","-46,320,000","-22,333,000","-29,681,000","-23,462,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"32,172,738","18,777,335","12,291,600","9,168,744","8,458,277","3,146,632",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"32,172,738","18,777,335","12,291,600","9,168,744","8,458,277","3,146,632",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),88.340%,52.766%,34.060%,8.400%,168.804%,1791.312%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.035,-1.617,-3.768,-2.436,-3.509,-7.456,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.040,-1.617,-3.768,-2.436,-3.509,-7.456,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-17,934,000","-29,209,000","-23,466,000","-20,843,000","-8,333,000","-24,948,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.557,-1.556,-1.909,-2.273,-0.985,-7.928,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,23.279%,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-2.934%,-962.989%,-2782.476%,-2240.100%,-2846.086%,-874.755%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-5.108%,-982.562%,-3017.590%,-2233.300%,-2904.207%,-850.997%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-80.209%,-944.969%,-1528.730%,-2084.300%,-815.362%,-904.897%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-347,000","-29,279,000","-42,276,000","-22,064,000","-28,749,000","-23,834,000",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,-1.552%,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"309,000","487,000","435,000","337,000","338,000","283,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-656,000","-29,766,000","-42,711,000","-22,401,000","-29,087,000","-24,117,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-2.934%,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Revenue as Reported,"19,268,000",-,-,-,-,"2,757,000",Upgrade,Financials in USD,Fiscal year is January - December
