Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters,,
Revenue,"312,164",-,"25,839",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"668,322",-,"742,340","65,561",-,-,-,"28,781",-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"-356,158",-,"-716,501","-65,561",-,-,-,"-28,781",-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","141,788","282,325","329,745","-639,326","545,702","773,740","601,633","2,949,315","467,258","587,343","596,249","463,629","464,241","698,604","624,238","1,667,836","1,002,898","567,916","450,640","697,429",Upgrade,Financials in USD,Fiscal year is January - December
Other Operating Expenses,-,-,-,"100,025",-,-,-,"103,606",-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"141,788","346,562","352,786","-771,092","667,497","892,939","720,277","3,171,511","588,475","704,140","715,558","537,342","561,703","796,080","721,346","1,899,512","1,243,806","805,972","688,883","944,937",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-497,946","-346,562","-1,069,287","705,531","-667,497","-892,939","-720,277","-3,200,292","-588,475","-704,140","-715,558","-537,342","-561,703","-796,080","-721,346","-1,899,512","-1,243,806","-805,972","-688,883","-944,937",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,"-631,744","-733,718","-576,423","-527,344","-354,862","-355,295","-459,345","-850,459","-441,673","-550,383","-451,148","-208,565","-260,106","-609,848","-428,872","-574,207","-358,950","-641,377","-719,325","-1,394,627",Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),"1,318,111","7,981,908","-10,747,211","44,337","457,991","-592,326","236,256","627,416","-79,970","-61,393","-585,033","-147,747","238,930","447,493","2,630,481","-1,928,413","-779,134","-43,618",-,"65,991",Upgrade,Financials in USD,Fiscal year is January - December
