Fiscal Year,TTM,FY 2022,FY 2021,FY 2020,FY 2019,FY 2018,2017 - 2014,Currency,Fiscal_Year_period
Period Ending,"Apr '23 Apr 30, 2023","Jul '22 Jul 31, 2022","Jul '21 Jul 31, 2021","Jul '20 Jul 31, 2020","Jul '19 Jul 31, 2019","Jul '18 Jul 31, 2018",2017 - 2014,,
Revenue,"2,227,914","2,449,679","2,628,469","3,245,537","1,489,603","925,339",Upgrade,Financials in CAD,Fiscal year is August - July
Revenue Growth (YoY),-9.867%,-6.802%,-19.013%,117.879%,60.979%,1445.426%,Upgrade,Financials in CAD,Fiscal year is August - July
Cost of Revenue,"3,389,586","3,479,326","5,802,730","1,573","-7,590","467,554",Upgrade,Financials in CAD,Fiscal year is August - July
Gross Profit,"-1,161,672","-1,029,647","-3,174,261","3,243,964","1,497,193","457,785",Upgrade,Financials in CAD,Fiscal year is August - July
"Selling, General & Admin","1,557,503","1,542,648","1,472,359","1,625,487","1,797,373","1,666,861",Upgrade,Financials in CAD,Fiscal year is August - July
Other Operating Expenses,519,"21,515","37,143","35,751","41,144","20,111",Upgrade,Financials in CAD,Fiscal year is August - July
Operating Expenses,"2,462,414","2,630,140","3,160,470","3,374,088","6,346,796","3,026,943",Upgrade,Financials in CAD,Fiscal year is August - July
Operating Income,"-3,624,086","-3,659,787","-6,334,731","-130,124","-4,849,603","-2,569,158",Upgrade,Financials in CAD,Fiscal year is August - July
Interest & Investment Income,"6,078","5,970",129,58,710,20,Upgrade,Financials in CAD,Fiscal year is August - July
Currency Exchange Gain (Loss),"-1,465","2,431","-3,499","-5,799","-12,009","-7,631",Upgrade,Financials in CAD,Fiscal year is August - July
Other Non Operating Income (Expenses),-536,279,"1,168",788,"-4,457,896","-7,655,139",Upgrade,Financials in CAD,Fiscal year is August - July
EBT Excluding Unusual Items,"-3,620,009","-3,651,107","-6,336,933","-135,077","-9,318,798","-10,231,908",Upgrade,Financials in CAD,Fiscal year is August - July
Gain (Loss) on Sale of Assets,-365,"455,381",-,-,"-2,672",-,Upgrade,Financials in CAD,Fiscal year is August - July
Other Unusual Items,"-51,057","129,878","-22,321","-26,513","-3,377,877","-2,227,000",Upgrade,Financials in CAD,Fiscal year is August - July
Pretax Income,"-3,671,431","-3,065,848","-6,359,254","-161,590","-12,699,347","-12,458,908",Upgrade,Financials in CAD,Fiscal year is August - July
Net Income,"-3,671,431","-3,065,848","-6,359,254","-161,590","-12,699,347","-12,458,908",Upgrade,Financials in CAD,Fiscal year is August - July
Net Income to Common,"-3,671,431","-3,065,848","-6,359,254","-161,590","-12,699,347","-12,458,908",Upgrade,Financials in CAD,Fiscal year is August - July
Shares Outstanding (Basic),"163,938,656","163,902,392","163,565,571","156,081,594","132,620,613","112,317,311",Upgrade,Financials in CAD,Fiscal year is August - July
Shares Outstanding (Diluted),"163,938,656","163,902,392","163,565,571","156,081,594","132,620,613","112,317,311",Upgrade,Financials in CAD,Fiscal year is August - July
Shares Change (YoY),-0.750%,0.206%,4.795%,17.690%,18.077%,9.953%,Upgrade,Financials in CAD,Fiscal year is August - July
EPS (Basic),-0.022,-0.019,-0.039,-0.001,-0.096,-0.111,Upgrade,Financials in CAD,Fiscal year is August - July
EPS (Diluted),-0.022,-0.019,-0.039,-0.001,-0.096,-0.111,Upgrade,Financials in CAD,Fiscal year is August - July
Free Cash Flow,"-357,802","-2,017,493","-1,403,419","-1,312,027","-9,021,191","-7,563,162",Upgrade,Financials in CAD,Fiscal year is August - July
Free Cash Flow Per Share,-0.002,-0.012,-0.009,-0.008,-0.068,-0.067,Upgrade,Financials in CAD,Fiscal year is August - July
Gross Margin,-52.142%,-42.032%,-120.765%,99.951%,100.510%,49.472%,Upgrade,Financials in CAD,Fiscal year is August - July
Operating Margin,-162.667%,-149.399%,-241.005%,-4.009%,-325.563%,-277.645%,Upgrade,Financials in CAD,Fiscal year is August - July
Profit Margin,-164.792%,-125.153%,-241.938%,-4.979%,-852.532%,-1346.416%,Upgrade,Financials in CAD,Fiscal year is August - July
Free Cash Flow Margin,-16.060%,-82.357%,-53.393%,-40.426%,-605.610%,-817.340%,Upgrade,Financials in CAD,Fiscal year is August - July
EBITDA,"-2,992,049","-2,952,863","-5,511,559","745,713","-4,263,492","-2,407,786",Upgrade,Financials in CAD,Fiscal year is August - July
EBITDA Margin,-134.298%,-120.541%,-209.687%,22.977%,-286.217%,-260.206%,Upgrade,Financials in CAD,Fiscal year is August - July
D&A For EBITDA,"632,037","706,924","823,172","875,837","586,111","161,372",Upgrade,Financials in CAD,Fiscal year is August - July
EBIT,"-3,624,086","-3,659,787","-6,334,731","-130,124","-4,849,603","-2,569,158",Upgrade,Financials in CAD,Fiscal year is August - July
EBIT Margin,-162.667%,-149.399%,-241.005%,-4.009%,-,-277.645%,Upgrade,Financials in CAD,Fiscal year is August - July
