Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2014,Currency,Fiscal_Year_period
Period Ending,"Dec '23 Dec 31, 2023","Mar '23 Mar 31, 2023","Mar '22 Mar 31, 2022","Mar '21 Mar 31, 2021","Mar '20 Mar 31, 2020","Mar '19 Mar 31, 2019",2018 - 2014,,
Operating Revenue,"39,112,947","52,563,401","48,715,689","35,371,325","29,353,288","24,442,042",Upgrade,Financials in USD,Fiscal year is April - March
Other Revenue,"1,870","51,937","81,435","28,994","224,516",-,Upgrade,Financials in USD,Fiscal year is April - March
Revenue,"39,114,817","52,615,338","48,797,124","35,400,319","29,577,804","24,442,042",Upgrade,Financials in USD,Fiscal year is April - March
Revenue Growth (YoY),-24.779%,7.825%,37.844%,19.685%,21.012%,-11.588%,Upgrade,Financials in USD,Fiscal year is April - March
Cost of Revenue,"39,873,611","55,089,503","57,258,114","63,706,383","31,416,251","16,827,594",Upgrade,Financials in USD,Fiscal year is April - March
Gross Profit,"-758,794","-2,474,165","-8,460,990","-28,306,064","-1,838,447","7,614,448",Upgrade,Financials in USD,Fiscal year is April - March
"Selling, General & Admin","45,777,074","46,424,295","60,638,264","64,941,029","62,160,679","15,285,716",Upgrade,Financials in USD,Fiscal year is April - March
Research & Development,"80,369","484,224","880,151","1,922,195","2,870,497","7,211,553",Upgrade,Financials in USD,Fiscal year is April - March
Operating Expenses,"45,857,443","46,908,519","61,518,415","66,863,224","65,031,176","22,497,269",Upgrade,Financials in USD,Fiscal year is April - March
Operating Income,"-46,616,237","-49,382,684","-69,979,405","-95,169,288","-66,869,623","-14,882,821",Upgrade,Financials in USD,Fiscal year is April - March
Interest Expense,"-7,616,169","-3,703,687","-2,143,978","-1,786,781","-583,707","-455,136",Upgrade,Financials in USD,Fiscal year is April - March
Interest & Investment Income,5,"1,445","7,123","38,327","151,219","234,700",Upgrade,Financials in USD,Fiscal year is April - March
Currency Exchange Gain (Loss),"831,705","6,434,510","-685,708","-4,051,418","1,883,999","11,952",Upgrade,Financials in USD,Fiscal year is April - March
Other Non Operating Income (Expenses),"4,627,572","11,312,872","7,035,118","8,761,967",-,-,Upgrade,Financials in USD,Fiscal year is April - March
EBT Excluding Unusual Items,"-48,773,124","-35,337,544","-65,766,850","-92,207,193","-65,418,112","-15,091,305",Upgrade,Financials in USD,Fiscal year is April - March
Merger & Restructuring Charges,"-2,066,405",-,-,"-314,122","-2,210,727",-,Upgrade,Financials in USD,Fiscal year is April - March
Impairment of Goodwill,"-11,971,965","-19,542,436","-3,288,847","-26,898,016","-85,548,266",-,Upgrade,Financials in USD,Fiscal year is April - March
Gain (Loss) on Sale of Investments,-,-,"-107,203","169,216",-,-,Upgrade,Financials in USD,Fiscal year is April - March
Gain (Loss) on Sale of Assets,"-342,945","-15,519,064","6,469",-,-,-,Upgrade,Financials in USD,Fiscal year is April - March
Asset Writedown,"-15,614,337","-18,403,514","-16,292,582","-10,855,342",-,-,Upgrade,Financials in USD,Fiscal year is April - March
Legal Settlements,-,-,-,-,"-292,983","-7,930,383",Upgrade,Financials in USD,Fiscal year is April - March
Other Unusual Items,"-66,169",-,"1,024,484","2,363,516","97,208,166",-,Upgrade,Financials in USD,Fiscal year is April - March
Pretax Income,"-78,834,945","-88,802,558","-84,424,529","-127,741,941","-56,261,922","-23,021,688",Upgrade,Financials in USD,Fiscal year is April - March
Income Tax Expense,"-14,543",-,-,"-3,477,711","4,601,340","170,011",Upgrade,Financials in USD,Fiscal year is April - March
Earnings From Continuing Operations,"-78,820,402","-88,802,558","-84,424,529","-124,264,230","-60,863,262","-23,191,699",Upgrade,Financials in USD,Fiscal year is April - March
Minority Interest in Earnings,"25,300,538","28,342,892","9,452,784","1,094,210",-,-,Upgrade,Financials in USD,Fiscal year is April - March
Net Income,"-53,519,864","-60,459,666","-74,971,745","-123,170,020","-60,863,262","-23,191,699",Upgrade,Financials in USD,Fiscal year is April - March
Net Income to Common,"-53,519,864","-60,459,666","-74,971,745","-123,170,020","-60,863,262","-23,191,699",Upgrade,Financials in USD,Fiscal year is April - March
Shares Outstanding (Basic),"1,455,584","295,308","120,608","86,626","64,266","56,814",Upgrade,Financials in USD,Fiscal year is April - March
Shares Outstanding (Diluted),"1,455,584","295,308","120,608","86,626","64,266","56,814",Upgrade,Financials in USD,Fiscal year is April - March
Shares Change (YoY),596.418%,144.849%,39.228%,34.793%,13.116%,0.228%,Upgrade,Financials in USD,Fiscal year is April - March
EPS (Basic),-36.769,-204.734,-621.615,-1421.860,-947.052,-408.204,Upgrade,Financials in USD,Fiscal year is April - March
EPS (Diluted),-36.785,-204.800,-621.615,-1421.860,-947.052,-408.204,Upgrade,Financials in USD,Fiscal year is April - March
Free Cash Flow,"-15,869,532","-29,496,836","-56,284,997","-63,263,474","-45,216,688","-14,893,014",Upgrade,Financials in USD,Fiscal year is April - March
Free Cash Flow Per Share,-10.903,-99.885,-466.677,-730.306,-703.586,-262.136,Upgrade,Financials in USD,Fiscal year is April - March
Gross Margin,-1.940%,-4.702%,-17.339%,-79.960%,-6.216%,31.153%,Upgrade,Financials in USD,Fiscal year is April - March
Operating Margin,-119.178%,-93.856%,-143.409%,-268.837%,-226.080%,-60.890%,Upgrade,Financials in USD,Fiscal year is April - March
Profit Margin,-136.828%,-114.909%,-153.640%,-347.935%,-205.773%,-94.884%,Upgrade,Financials in USD,Fiscal year is April - March
Free Cash Flow Margin,-40.572%,-56.061%,-115.345%,-178.709%,-152.874%,-60.932%,Upgrade,Financials in USD,Fiscal year is April - March
EBITDA,"-45,157,218","-46,654,811","-63,898,926","-76,107,254","-58,942,893","-11,836,595",Upgrade,Financials in USD,Fiscal year is April - March
EBITDA Margin,-115.448%,-88.671%,-130.948%,-214.990%,-199.281%,-48.427%,Upgrade,Financials in USD,Fiscal year is April - March
D&A For EBITDA,"1,459,019","2,727,873","6,080,479","19,062,034","7,926,730","3,046,226",Upgrade,Financials in USD,Fiscal year is April - March
EBIT,"-46,616,237","-49,382,684","-69,979,405","-95,169,288","-66,869,623","-14,882,821",Upgrade,Financials in USD,Fiscal year is April - March
EBIT Margin,-119.178%,-93.856%,-143.409%,-268.837%,-226.080%,-60.890%,Upgrade,Financials in USD,Fiscal year is April - March
Revenue as Reported,"39,114,817","52,615,338","48,797,124","35,400,319","29,577,804","24,442,042",Upgrade,Financials in USD,Fiscal year is April - March
