Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2016,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Dec '23 Dec 31, 2023","Dec '22 Dec 31, 2022","Dec '21 Dec 31, 2021","Dec '20 Dec 31, 2020","Dec '19 Dec 31, 2019",2018 - 2016,,
Operating Revenue,"176,721,000","223,295,000","235,978,000","185,489,000","114,351,000","72,940,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Revenue,-,"83,000","1,160,000","3,370,000","194,000","1,169,000",Upgrade,Financials in USD,Fiscal year is January - December
Revenue,"176,721,000","223,378,000","237,138,000","188,859,000","114,545,000","74,109,000",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),-22.514%,-5.803%,25.564%,64.878%,54.563%,250.828%,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"130,718,000","137,733,000","135,393,000","92,977,000","65,387,000","43,665,000",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"46,003,000","85,645,000","101,745,000","95,882,000","49,158,000","30,444,000",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","80,733,000","87,077,000","107,495,000","99,384,000","186,057,000","200,832,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"83,886,000","90,991,000","115,374,000","110,500,000","192,227,000","208,425,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-37,883,000","-5,346,000","-13,629,000","-14,618,000","-143,069,000","-177,981,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,"-34,020,000","-34,740,000","-24,036,000","-19,964,000","-15,853,000","-1,194,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"363,000","601,000","1,860,000","4,824,000","6,793,000","3,978,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),"1,867,000","12,641,000","3,166,000","1,010,000","-1,026,000","-670,000",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-69,673,000","-26,844,000","-32,639,000","-28,748,000","-153,155,000","-175,867,000",Upgrade,Financials in USD,Fiscal year is January - December
Impairment of Goodwill,"-22,506,000","-22,506,000","-16,590,000",-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Investments,-,-,"290,000","-3,549,000",-,"-480,000",Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Assets,"-2,318,000","-3,756,000","2,266,000","18,014,000","-13,464,000","-363,000",Upgrade,Financials in USD,Fiscal year is January - December
Asset Writedown,"284,000","284,000","-105,116,000","-32,828,000","-188,023,000","-13,463,000",Upgrade,Financials in USD,Fiscal year is January - December
Legal Settlements,-,-,"335,000","-372,000","-14,555,000",-,Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,"-6,322,000",-,"-7,219,000","-7,869,000","-8,161,000",-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-100,535,000","-52,822,000","-158,673,000","-55,352,000","-377,358,000","-190,173,000",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,"14,860,000","25,141,000","10,022,000","17,805,000","-17,240,000","4,989,000",Upgrade,Financials in USD,Fiscal year is January - December
Earnings From Continuing Operations,"-115,395,000","-77,963,000","-168,695,000","-73,157,000","-360,118,000","-195,162,000",Upgrade,Financials in USD,Fiscal year is January - December
Minority Interest in Earnings,"16,163,000","8,871,000","28,819,000","10,147,000","73,530,000","44,894,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-99,232,000","-69,092,000","-139,876,000","-63,010,000","-286,588,000","-150,268,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-99,232,000","-69,092,000","-139,876,000","-63,010,000","-286,588,000","-150,268,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"117,050,750","113,870,000","109,690,000","105,087,000","97,981,000","86,185,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"117,050,750","113,870,000","109,690,000","105,087,000","97,981,000","86,185,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),3.604%,3.811%,4.380%,7.252%,13.687%,29.215%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.848,-0.607,-1.275,-0.600,-2.925,-1.744,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.848,-0.610,-1.280,-0.600,-2.925,-1.744,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-29,941,000","-34,078,000","-68,577,000","-73,579,000","-83,155,000","-117,964,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.256,-0.299,-0.625,-0.700,-0.849,-1.369,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,26.031%,38.341%,42.905%,50.769%,42.916%,41.080%,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-21.437%,-2.393%,-5.747%,-7.740%,-124.902%,-240.161%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-56.152%,-30.931%,-58.985%,-33.364%,-250.197%,-202.766%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-16.943%,-15.256%,-28.919%,-38.960%,-72.596%,-159.176%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-23,422,000","7,417,000","32,000","-356,000","-136,899,000","-170,388,000",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,-13.254%,3.320%,0.013%,-0.189%,-119.515%,-229.915%,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"14,461,000","12,763,000","13,661,000","14,262,000","6,170,000","7,593,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-37,883,000","-5,346,000","-13,629,000","-14,618,000","-143,069,000","-177,981,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-21.437%,-2.393%,-5.747%,-7.740%,-124.902%,-240.161%,Upgrade,Financials in USD,Fiscal year is January - December
Revenue as Reported,"176,721,000","223,378,000","237,138,000","188,859,000","114,545,000","74,109,000",Upgrade,Financials in USD,Fiscal year is January - December
