Fiscal Quarter,Q2 2022,Q1 2022,Q2 2021,Q1 2021,Q4 2020,Q1 2012,Q4 2011,Q3 2011,Q2 2011,Q1 2011,Q4 2010,Q3 2010,Q2 2010,Q1 2010,Q4 2009,Q3 2009,Q2 2009,Q1 2009,Q4 2008,Q3 2008,+20 Quarters,Currency,Fiscal_Year_period
Period Ending,"Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Mar '12 Mar 31, 2012","Dec '11 Dec 31, 2011","Sep '11 Sep 30, 2011","Jun '11 Jun 30, 2011","Mar '11 Mar 31, 2011","Dec '10 Dec 31, 2010","Sep '10 Sep 30, 2010","Jun '10 Jun 30, 2010","Mar '10 Mar 31, 2010","Dec '09 Dec 31, 2009","Sep '09 Sep 30, 2009","Jun '09 Jun 30, 2009","Mar '09 Mar 31, 2009","Dec '08 Dec 31, 2008","Sep '08 Sep 30, 2008",+20 Quarters,,
Revenue,-,"195,500",-,-,-,"46,800","8,945",-,-,-,"540,000","180,000","27,500","14,890","10,000",-,-,"25,000",-,"8,000",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),-,317.735%,-,-,-,-,-98.344%,-,-,-,5300.000%,-,-,-40.440%,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,-,-,-,-,-,"38,504","-1,151","1,343",-,500,"339,536","2,100",-,189,-,"1,972",-,-,-,"1,375",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,-,"195,500",-,-,-,"8,296","10,096","-1,343",-,-500,"200,464","177,900","27,500","14,701","10,000","-1,972",-,"25,000",-,"6,625",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","66,570","57,463","-7,105","13,991","29,870","29,469","27,086","25,369","29,443","37,748","87,838","13,913","4,406","27,437","70,501","125,318",716,"2,324","200,986","57,198",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"66,570","57,463","-7,105","13,991","29,870","29,469","27,086","29,470","37,471","37,748","87,838","15,710","4,406","27,437","120,501","126,156",716,"2,324","201,110","106,898",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-66,570","138,037","7,105","-13,991","-29,870","-21,173","-16,990","-30,813","-37,471","-38,248","112,626","162,190","23,094","-12,736","-110,501","-128,128",-716,"22,676","-201,110","-100,273",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,-,-,-,-,-,-715,-990,-477,-701,"-1,424",-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,-,-,-,-,-,-,-,-,-,148,96,17,-,-,-,-,-,-,93,-,Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),-,-,-,-,"4,000",-,-,-,-,-,-,-,-,-,"31,250",-,-,-,"56,795","-22,026",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-66,570","138,037","7,105","-13,991","-25,870","-21,888","-17,980","-31,290","-38,172","-39,524","112,722","162,207","23,094","-12,736","-79,251","-128,128",-716,"22,676","-144,222","-122,299",Upgrade,Financials in USD,Fiscal year is January - December
