Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+11 Quarters,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+11 Quarters,,
Revenue,"330,530,000","342,286,000","338,932,000","345,269,000","333,172,000","335,551,000","332,640,000","340,188,000","325,813,000","313,366,000","296,053,000","308,675,000","315,699,000","311,293,000","260,320,000","230,252,000","182,408,000","117,480,000","96,496,000","75,456,000",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),-0.793%,2.007%,1.892%,1.494%,2.259%,7.080%,12.358%,10.209%,3.204%,0.666%,13.727%,34.060%,73.073%,164.975%,169.773%,205.147%,195.063%,142.282%,173.740%,136.088%,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"170,014,000","181,821,000","178,028,000","189,077,000","183,120,000","187,788,000","172,198,000","220,553,000","158,120,000","135,586,000","134,742,000","161,950,000","172,673,000","172,027,000","119,506,000","104,790,000","66,625,000","36,253,000","28,457,000","30,162,000",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"160,516,000","160,465,000","160,904,000","156,192,000","150,052,000","147,763,000","160,442,000","119,635,000","167,693,000","177,780,000","161,311,000","146,725,000","143,026,000","139,266,000","140,814,000","125,462,000","115,783,000","81,227,000","68,039,000","45,294,000",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","106,297,000","109,507,000","104,392,000","98,458,000","97,120,000","108,713,000","110,482,000","113,628,000","101,732,000","103,938,000","100,582,000","103,881,000","107,696,000","94,970,000","80,090,000","68,288,000","72,664,000","40,466,000","45,857,000","27,963,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"151,287,000","152,918,000","148,202,000","142,224,000","134,839,000","152,040,000","142,463,000","151,731,000","135,179,000","139,538,000","134,983,000","136,235,000","143,074,000","127,233,000","104,716,000","96,083,000","99,412,000","59,536,000","63,046,000","44,298,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"9,229,000","7,547,000","12,702,000","13,968,000","15,213,000","-4,277,000","17,979,000","-32,096,000","32,514,000","38,242,000","26,328,000","10,490,000","-48,000","12,033,000","36,098,000","29,379,000","16,371,000","21,691,000","4,993,000","996,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,"-25,371,000","-25,120,000","-25,779,000","-28,424,000","-23,581,000","-27,715,000","-20,662,000","-22,020,000","-25,067,000","-21,455,000","-20,300,000","-19,781,000","-21,688,000","-16,332,000","-20,711,000","-25,390,000","-17,471,000","-13,489,000","-12,650,000","-7,545,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"274,000","310,000","17,000",-,-,-,"22,000","35,000","32,000","10,000","59,000","134,000","129,000","278,000","88,000","25,000","40,000","3,573,000","2,846,000","2,450,000",Upgrade,Financials in USD,Fiscal year is January - December
Currency Exchange Gain (Loss),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-17,000",-,-,"109,000",-,Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),"759,000","-836,000","-71,000","4,115,000","196,000","2,239,000","-1,960,000","-6,504,000","1,157,000","-7,280,000","863,000","-380,000","-292,000","98,000","402,000","-1,656,000","907,000","-22,000","250,000","1,174,000",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-15,109,000","-18,099,000","-13,131,000","-10,341,000","-8,172,000","-29,753,000","-4,621,000","-60,585,000","8,636,000","9,517,000","6,950,000","-9,537,000","-21,899,000","-3,923,000","15,877,000","2,341,000","-153,000","11,753,000","-4,452,000","-2,925,000",Upgrade,Financials in USD,Fiscal year is January - December
Merger & Restructuring Charges,-,-,-,"-9,100,000",-,-,-,"-34,100,000",-,-,-,-,-,-,-,-,-,-,-,"-2,323,000",Upgrade,Financials in USD,Fiscal year is January - December
Impairment of Goodwill,-,-,-,"-50,702,000",-,-,-,"-55,422,000",-,-,-,"-3,181,000",-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Investments,"4,003,000","1,438,000","-2,615,000","-202,000","-3,326,000","5,277,000","325,000","6,951,000","147,000","15,102,000","-248,000","-2,808,000","-2,315,000","3,030,000",-,"26,954,000","10,606,000","-55,000",-,-,Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Assets,"-34,000","1,028,000","333,000","-5,429,000","-800,000","-161,000","-2,152,000","-1,704,000","-233,000","633,000","756,000","2,222,000","-5,862,000","-1,078,000","13,000","3,581,000","-639,000",-,"-20,000","-295,000",Upgrade,Financials in USD,Fiscal year is January - December
