Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2016,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Dec '23 Dec 31, 2023","Dec '22 Dec 31, 2022","Dec '21 Dec 31, 2021","Dec '20 Dec 31, 2020","Dec '19 Dec 31, 2019",2018 - 2016,,
Revenue,"1,357,017,000","1,346,632,000","1,275,420,000","1,195,987,000","626,637,000","221,018,000",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),1.153%,5.583%,6.642%,90.858%,183.523%,186.824%,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"718,940,000","732,183,000","649,001,000","626,156,000","236,124,000","79,405,000",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"638,077,000","614,449,000","626,419,000","569,831,000","390,513,000","141,613,000",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","418,654,000","414,773,000","419,880,000","386,637,000","227,274,000","98,234,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"594,631,000","571,566,000","561,431,000","511,258,000","318,076,000","146,542,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"43,446,000","42,883,000","64,988,000","58,573,000","72,437,000","-4,929,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,"-104,694,000","-100,382,000","-88,842,000","-78,512,000","-69,002,000","-24,753,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"601,000","23,000","136,000","629,000","6,484,000","9,938,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),"3,965,000","4,589,000","-11,764,000","-172,000","1,419,000","562,000",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-56,682,000","-52,887,000","-35,482,000","-19,482,000","11,338,000","-19,182,000",Upgrade,Financials in USD,Fiscal year is January - December
Merger & Restructuring Charges,"-9,100,000","-9,100,000","-34,100,000",-,-,"-2,323,000",Upgrade,Financials in USD,Fiscal year is January - December
Impairment of Goodwill,"-50,702,000","-50,702,000","-55,422,000","-3,181,000",-,-,Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Investments,"2,625,000","2,073,000","21,952,000","-2,093,000","37,560,000",-,Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Assets,"-4,101,000","-8,541,000","-548,000","-4,705,000","3,288,000","-177,000",Upgrade,Financials in USD,Fiscal year is January - December
Asset Writedown,"19,059,000","-7,274,000","6,907,000","-11,392,000","-23,659,000",-,Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,"-2,123,000","2,065,000","10,205,000","-21,344,000","2,269,000","-24,107,000",Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-101,024,000","-124,366,000","-86,488,000","-62,197,000","30,796,000","-45,789,000",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,"104,095,000","114,589,000","178,822,000","152,445,000","87,550,000","24,059,000",Upgrade,Financials in USD,Fiscal year is January - December
Earnings From Continuing Operations,"-205,119,000","-238,955,000","-265,310,000","-214,642,000","-56,754,000","-69,848,000",Upgrade,Financials in USD,Fiscal year is January - December
Earnings From Discontinued Operations,"-4,062,000","-51,382,000","-111,622,000",-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Company,"-209,181,000","-290,337,000","-376,932,000","-214,642,000","-56,754,000","-69,848,000",Upgrade,Financials in USD,Fiscal year is January - December
Minority Interest in Earnings,"8,093,000","9,140,000","6,833,000","8,702,000","-407,000","2,604,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-201,088,000","-281,197,000","-370,099,000","-205,940,000","-57,161,000","-67,244,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-210,459,000","-281,197,000","-370,099,000","-205,940,000","-57,161,000","-67,244,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"738,095,344","724,124,894","711,159,444","698,759,274","557,192,899","462,911,053",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"738,095,344","724,124,894","711,159,444","698,759,274","557,192,899","462,911,053",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),2.554%,1.823%,1.775%,25.407%,20.367%,16.750%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.285,-0.388,-0.520,-0.295,-0.103,-0.145,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.285,-0.388,-0.520,-0.295,-0.103,-0.145,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"47,589,000","9,815,000","-88,240,000","-230,235,000","-113,918,000","-120,396,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,0.064,0.014,-0.124,-0.329,-0.204,-0.260,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,47.020%,45.629%,49.115%,47.645%,62.319%,64.073%,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,3.202%,3.184%,5.095%,4.897%,11.560%,-2.230%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-15.509%,-20.882%,-29.018%,-17.219%,-9.122%,-30.425%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,3.507%,0.729%,-6.919%,-19.251%,-18.179%,-54.473%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"253,172,000","238,763,000","220,966,000","179,117,000","128,591,000","21,604,000",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,18.657%,17.730%,17.325%,14.977%,20.521%,9.775%,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"209,726,000","195,880,000","155,978,000","120,544,000","56,154,000","26,533,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"43,446,000","42,883,000","64,988,000","58,573,000","72,437,000","-4,929,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,3.201%,3.184%,5.095%,4.897%,11.560%,-2.230%,Upgrade,Financials in USD,Fiscal year is January - December
Effective Tax Rate,-,-,-,-,284.290%,-,Upgrade,Financials in USD,Fiscal year is January - December
Revenue as Reported,"1,357,017,000","1,346,632,000","1,275,420,000","1,195,987,000","626,637,000","221,018,000",Upgrade,Financials in USD,Fiscal year is January - December
Advertising Expenses,-,"12,000,000","11,300,000","17,800,000",-,-,Upgrade,Financials in USD,Fiscal year is January - December
