Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2014,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Dec '23 Dec 31, 2023","Dec '22 Dec 31, 2022","Dec '21 Dec 31, 2021","Dec '20 Dec 31, 2020","Dec '19 Dec 31, 2019",2018 - 2014,,
Revenue,"167,003,000","158,153,000","196,343,000","229,831,000","269,961,000","85,819,000",Upgrade,Financials in EUR,Fiscal year is January - December
Revenue Growth (YoY),-0.863%,-19.451%,-14.571%,-14.865%,214.570%,-21.101%,Upgrade,Financials in EUR,Fiscal year is January - December
Cost of Revenue,"9,320,000","9,613,000","13,639,000","16,437,000","13,718,000","5,228,000",Upgrade,Financials in EUR,Fiscal year is January - December
Gross Profit,"157,683,000","148,540,000","182,704,000","213,394,000","256,243,000","80,591,000",Upgrade,Financials in EUR,Fiscal year is January - December
"Selling, General & Admin","45,359,000","41,805,000","43,241,000","39,739,000","35,772,000","37,817,000",Upgrade,Financials in EUR,Fiscal year is January - December
Research & Development,"104,964,000","99,302,000","83,449,000","72,170,000","53,792,000","50,642,000",Upgrade,Financials in EUR,Fiscal year is January - December
Other Operating Expenses,"10,903,000","11,260,000","13,943,000","9,038,000","9,768,000","9,607,000",Upgrade,Financials in EUR,Fiscal year is January - December
Operating Expenses,"161,226,000","152,367,000","140,633,000","120,947,000","99,599,000","98,066,000",Upgrade,Financials in EUR,Fiscal year is January - December
Operating Income,"-3,543,000","-3,827,000","42,071,000","92,447,000","156,644,000","-17,475,000",Upgrade,Financials in EUR,Fiscal year is January - December
Interest Expense,"-2,416,000","-2,416,000","-2,376,000","-3,373,000","-3,124,000","-3,888,000",Upgrade,Financials in EUR,Fiscal year is January - December
Interest & Investment Income,"3,409,000","4,103,000","875,000","370,000","336,000","35,000",Upgrade,Financials in EUR,Fiscal year is January - December
Currency Exchange Gain (Loss),"-1,684,000","-1,684,000","3,108,000","5,674,000","-7,550,000","-57,000",Upgrade,Financials in EUR,Fiscal year is January - December
EBT Excluding Unusual Items,"-4,234,000","-3,824,000","43,678,000","95,118,000","146,306,000","-21,385,000",Upgrade,Financials in EUR,Fiscal year is January - December
Gain (Loss) on Sale of Investments,"201,000","201,000","-1,888,000","11,000","-700,000","-269,000",Upgrade,Financials in EUR,Fiscal year is January - December
