Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2014,Currency,Fiscal_Year_period
Period Ending,"Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Sep '22 Sep 30, 2022","Sep '21 Sep 30, 2021","Sep '20 Sep 30, 2020","Sep '19 Sep 30, 2019",2018 - 2014,,
"Selling, General & Admin","254,937","287,374","300,070","192,610","556,504","900,797",Upgrade,Financials in USD,Fiscal year is October - September
Research & Development,"90,330","92,247","83,842","55,204",-,"14,373",Upgrade,Financials in USD,Fiscal year is October - September
Operating Expenses,"345,267","4,238,414","383,912","247,814","556,504","915,170",Upgrade,Financials in USD,Fiscal year is October - September
Operating Income,"-345,267","-4,238,414","-383,912","-247,814","-556,504","-915,170",Upgrade,Financials in USD,Fiscal year is October - September
Interest Expense,"-62,345","-212,972","-940,993","-515,907","-41,438","-27,567",Upgrade,Financials in USD,Fiscal year is October - September
Currency Exchange Gain (Loss),-,-,-,-332,590,"-1,227",Upgrade,Financials in USD,Fiscal year is October - September
Other Non Operating Income (Expenses),966,"8,851","113,317",-,-,-,Upgrade,Financials in USD,Fiscal year is October - September
EBT Excluding Unusual Items,"-406,646","-4,442,535","-1,211,588","-764,053","-597,352","-943,964",Upgrade,Financials in USD,Fiscal year is October - September
Impairment of Goodwill,-,-,-,-,"-2,722,985",-,Upgrade,Financials in USD,Fiscal year is October - September
Gain (Loss) on Sale of Assets,-,-,-,-,"120,000",-,Upgrade,Financials in USD,Fiscal year is October - September
Asset Writedown,-,-,-,-,"-2,149,369",-,Upgrade,Financials in USD,Fiscal year is October - September
Other Unusual Items,-,-,"525,000","-111,945",-,-,Upgrade,Financials in USD,Fiscal year is October - September
Pretax Income,"-406,646","-4,442,535","-686,588","-875,998","-5,349,706","-943,964",Upgrade,Financials in USD,Fiscal year is October - September
Income Tax Expense,-,-,-,-,"-3,034","-7,584",Upgrade,Financials in USD,Fiscal year is October - September
Net Income,"-406,646","-4,442,535","-686,588","-875,998","-5,346,672","-936,380",Upgrade,Financials in USD,Fiscal year is October - September
Net Income to Common,"-406,646","-4,442,535","-686,588","-875,998","-5,346,672","-936,380",Upgrade,Financials in USD,Fiscal year is October - September
Shares Outstanding (Basic),"771,797,702","578,016,591","111,425,950","68,908,003","68,908,003","68,908,003",Upgrade,Financials in USD,Fiscal year is October - September
Shares Outstanding (Diluted),"771,797,702","578,016,591","111,425,950","68,908,003","68,908,003","68,908,003",Upgrade,Financials in USD,Fiscal year is October - September
Shares Change (YoY),186.811%,418.745%,61.702%,-,-,-,Upgrade,Financials in USD,Fiscal year is October - September
EPS (Basic),-0.001,-0.008,-0.006,-0.013,-0.078,-0.014,Upgrade,Financials in USD,Fiscal year is October - September
EPS (Diluted),-0.002,-0.010,-0.010,-0.013,-0.078,-0.014,Upgrade,Financials in USD,Fiscal year is October - September
Free Cash Flow,"-66,444","-8,516","-312,663","-293,393","-251,327","-92,625",Upgrade,Financials in USD,Fiscal year is October - September
Free Cash Flow Per Share,-0.000,-0.000,-0.003,-0.004,-0.004,-0.001,Upgrade,Financials in USD,Fiscal year is October - September
EBITDA,-,-,"-383,598","-247,500","-554,869","-911,699",Upgrade,Financials in USD,Fiscal year is October - September
D&A For EBITDA,-,-,314,314,"1,635","3,471",Upgrade,Financials in USD,Fiscal year is October - September
EBIT,"-345,267","-4,238,414","-383,912","-247,814","-556,504","-915,170",Upgrade,Financials in USD,Fiscal year is October - September
