Fiscal Quarter,Q1 2025,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,+20 Quarters,Currency,Fiscal_Year_period
Period Ending,"Oct '24 Oct 31, 2024","Jul '24 Jul 31, 2024","Apr '24 Apr 30, 2024","Jan '24 Jan 31, 2024","Oct '23 Oct 31, 2023","Jul '23 Jul 31, 2023","Apr '23 Apr 30, 2023","Jan '23 Jan 31, 2023","Oct '22 Oct 31, 2022","Jul '22 Jul 31, 2022","Apr '22 Apr 30, 2022","Jan '22 Jan 31, 2022","Oct '21 Oct 31, 2021","Jul '21 Jul 31, 2021","Apr '21 Apr 30, 2021","Jan '21 Jan 31, 2021","Oct '20 Oct 31, 2020","Jul '20 Jul 31, 2020","Apr '20 Apr 30, 2020","Jan '20 Jan 31, 2020",+20 Quarters,,
Revenue,"61,723","64,462","81,548","148,696","117,862","35,211","106,010","170,538","120,770","128,556","323,925","297,485","202,161","110,339","83,865","347,443","1,602,823","647,721","87,207","95,012",Upgrade,Financials in CAD,Fiscal year is August - July
Revenue Growth (YoY),-47.631%,83.073%,-23.075%,-12.808%,-2.408%,-72.610%,-67.273%,-42.673%,-40.260%,16.510%,286.246%,-14.379%,-87.387%,-82.965%,-3.832%,265.683%,1698.258%,554.244%,-39.181%,-26.908%,Upgrade,Financials in CAD,Fiscal year is August - July
Cost of Revenue,"243,122","268,479","226,343","281,116","253,254","168,542","209,052","265,881","223,965","218,398","412,199","437,694","396,345","263,387","300,201","398,595","472,314","454,317","105,807","131,686",Upgrade,Financials in CAD,Fiscal year is August - July
Gross Profit,"-181,399","-204,017","-144,795","-132,420","-135,392","-133,331","-103,042","-95,343","-103,195","-89,842","-88,274","-140,209","-194,184","-153,048","-216,336","-51,152","1,130,509","193,404","-18,600","-36,674",Upgrade,Financials in CAD,Fiscal year is August - July
"Selling, General & Admin","453,853","550,651","264,153","302,460","362,217","232,255","432,585","168,107","205,777","198,342","171,297","232,691","147,245","315,897","-101,118","134,723","185,387","240,365","405,520","345,548",Upgrade,Financials in CAD,Fiscal year is August - July
Research & Development,"423,253","105,902","194,145","76,357","100,487","78,620","96,789","106,359","188,915","120,503","36,319","-13,289","47,605","142,776","82,245","72,523","61,772","4,687","108,532","50,326",Upgrade,Financials in CAD,Fiscal year is August - July
Operating Expenses,"877,106","656,553","458,298","378,817","462,704","310,875","529,374","274,466","394,692","318,845","207,616","219,402","194,850","458,673","-18,873","207,246","247,159","245,052","514,052","395,874",Upgrade,Financials in CAD,Fiscal year is August - July
Operating Income,"-1,058,505","-860,570","-603,093","-511,237","-598,096","-444,206","-632,416","-369,809","-497,887","-408,687","-295,890","-359,611","-389,034","-611,721","-197,463","-258,398","883,350","-51,648","-532,652","-432,548",Upgrade,Financials in CAD,Fiscal year is August - July
Interest Expense,"-242,044","-300,455","-177,054","-222,640","-182,264","-506,513","-123,748","-120,699","-134,562","-163,451","-115,177","-108,730","-164,678","-166,994","-150,590","-157,534","-178,178","-198,677","-159,827","-181,758",Upgrade,Financials in CAD,Fiscal year is August - July
Other Non Operating Income (Expenses),-,"-14,000",-,"143,088",-,"-12,000","166,182",-,-,"108,979",-,-,-,"161,731",-,-,-,"-19,603",-,-,Upgrade,Financials in CAD,Fiscal year is August - July
EBT Excluding Unusual Items,"-1,300,549","-1,175,025","-780,147","-590,789","-780,360","-962,719","-589,982","-490,508","-632,449","-463,159","-411,067","-468,341","-553,712","-616,984","-348,053","-415,932","705,172","-269,928","-692,479","-614,306",Upgrade,Financials in CAD,Fiscal year is August - July
Other Unusual Items,-,-,-,-,-,-,-,-,-,-,-,-,"64,703","-20,000","10,000",-,"10,000",-,-,-,Upgrade,Financials in CAD,Fiscal year is August - July
Pretax Income,"-1,300,549","-1,175,025","-780,147","-590,789","-780,360","-962,719","-589,982","-490,508","-632,449","-463,159","-411,067","-468,341","-489,009","-636,984","-338,053","-415,932","715,172","-269,928","-692,479","-614,306",Upgrade,Financials in CAD,Fiscal year is August - July
Net Income,"-1,300,549","-1,175,025","-780,147","-590,789","-780,360","-962,719","-589,982","-490,508","-632,449","-463,159","-411,067","-468,341","-489,009","-636,984","-338,053","-415,932","715,172","-269,928","-692,479","-614,306",Upgrade,Financials in CAD,Fiscal year is August - July
