Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2014,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Dec '23 Dec 31, 2023","Dec '22 Dec 31, 2022","Dec '21 Dec 31, 2021","Dec '20 Dec 31, 2020","Dec '19 Dec 31, 2019",2018 - 2014,,
Revenue,"20,963,000,000","20,993,000,000","22,232,000,000","19,687,000,000","17,534,000,000","16,152,000,000",Upgrade,Financials in EUR,Fiscal year is January - December
Revenue Growth (YoY),-2.170%,-5.573%,12.927%,12.279%,8.556%,8.870%,Upgrade,Financials in EUR,Fiscal year is January - December
Cost of Revenue,"8,637,000,000","8,558,000,000","8,500,000,000","7,325,000,000","6,782,000,000","5,951,000,000",Upgrade,Financials in EUR,Fiscal year is January - December
Gross Profit,"12,326,000,000","12,435,000,000","13,732,000,000","12,362,000,000","10,752,000,000","10,201,000,000",Upgrade,Financials in EUR,Fiscal year is January - December
"Selling, General & Admin","5,727,000,000","5,784,000,000","5,989,000,000","5,458,000,000","5,295,000,000","5,683,000,000",Upgrade,Financials in EUR,Fiscal year is January - December
Research & Development,"2,412,000,000","2,439,000,000","2,447,000,000","2,418,000,000","2,262,000,000","2,239,000,000",Upgrade,Financials in EUR,Fiscal year is January - December
Other Operating Expenses,"657,000,000","515,000,000","325,000,000","177,000,000","119,000,000","-260,000,000",Upgrade,Financials in EUR,Fiscal year is January - December
Operating Expenses,"8,798,000,000","8,740,000,000","8,754,000,000","8,056,000,000","7,681,000,000","7,648,000,000",Upgrade,Financials in EUR,Fiscal year is January - December
Operating Income,"3,528,000,000","3,695,000,000","4,978,000,000","4,306,000,000","3,071,000,000","2,553,000,000",Upgrade,Financials in EUR,Fiscal year is January - December
Interest Expense,"-237,000,000","-260,000,000","-196,000,000","-245,000,000","-328,000,000","-403,000,000",Upgrade,Financials in EUR,Fiscal year is January - December
Interest & Investment Income,"200,000,000","172,000,000","71,000,000","46,000,000","39,000,000","66,000,000",Upgrade,Financials in EUR,Fiscal year is January - December
Currency Exchange Gain (Loss),"51,000,000","51,000,000","-109,000,000","-34,000,000","-60,000,000","-86,000,000",Upgrade,Financials in EUR,Fiscal year is January - December
Other Non Operating Income (Expenses),"26,000,000","26,000,000","-3,000,000","14,000,000","2,000,000","-1,000,000",Upgrade,Financials in EUR,Fiscal year is January - December
EBT Excluding Unusual Items,"3,568,000,000","3,684,000,000","4,741,000,000","4,087,000,000","2,724,000,000","2,129,000,000",Upgrade,Financials in EUR,Fiscal year is January - December
Merger & Restructuring Charges,"-248,000,000","-248,000,000","-199,000,000","-141,000,000","-360,000,000","-340,000,000",Upgrade,Financials in EUR,Fiscal year is January - December
Gain (Loss) on Sale of Assets,"132,000,000","132,000,000","45,000,000","63,000,000","94,000,000","30,000,000",Upgrade,Financials in EUR,Fiscal year is January - December
Asset Writedown,"-98,000,000","-98,000,000","-232,000,000","-54,000,000","-183,000,000","-42,000,000",Upgrade,Financials in EUR,Fiscal year is January - December
Legal Settlements,"-1,000,000","-1,000,000","-6,000,000","8,000,000","372,000,000","-42,000,000",Upgrade,Financials in EUR,Fiscal year is January - December
Other Unusual Items,"15,000,000","15,000,000","-61,000,000","-39,000,000","-16,000,000",-,Upgrade,Financials in EUR,Fiscal year is January - December
Pretax Income,"3,368,000,000","3,484,000,000","4,288,000,000","3,924,000,000","2,631,000,000","1,735,000,000",Upgrade,Financials in EUR,Fiscal year is January - December
Income Tax Expense,"664,000,000","650,000,000","948,000,000","859,000,000","637,000,000","440,000,000",Upgrade,Financials in EUR,Fiscal year is January - December
Earnings From Continuing Operations,"2,704,000,000","2,834,000,000","3,340,000,000","3,065,000,000","1,994,000,000","1,295,000,000",Upgrade,Financials in EUR,Fiscal year is January - December
Earnings From Discontinued Operations,-,-,-,-,-,"28,000,000",Upgrade,Financials in EUR,Fiscal year is January - December
Net Income to Company,"2,704,000,000","2,834,000,000","3,340,000,000","3,065,000,000","1,994,000,000","1,323,000,000",Upgrade,Financials in EUR,Fiscal year is January - December
Minority Interest in Earnings,"-8,000,000","-10,000,000","-14,000,000","-10,000,000","-7,000,000","-3,000,000",Upgrade,Financials in EUR,Fiscal year is January - December
Net Income,"2,696,000,000","2,824,000,000","3,326,000,000","3,055,000,000","1,987,000,000","1,320,000,000",Upgrade,Financials in EUR,Fiscal year is January - December
Net Income to Common,"2,696,000,000","2,824,000,000","3,326,000,000","3,055,000,000","1,987,000,000","1,320,000,000",Upgrade,Financials in EUR,Fiscal year is January - December
Net Income Growth,-6.810%,-15.093%,8.871%,53.749%,50.530%,-60.877%,Upgrade,Financials in EUR,Fiscal year is January - December
Shares Outstanding (Basic),"435,144,208","434,777,878","434,777,878","434,777,878","434,777,878","434,777,878",Upgrade,Financials in EUR,Fiscal year is January - December
Shares Outstanding (Diluted),"435,144,208","434,777,878","434,777,878","434,777,878","434,777,878","434,777,878",Upgrade,Financials in EUR,Fiscal year is January - December
Shares Change (YoY),0.163%,-,-,-,-,-0.004%,Upgrade,Financials in EUR,Fiscal year is January - December
EPS (Basic),6.196,6.495,7.650,7.027,4.570,3.036,Upgrade,Financials in EUR,Fiscal year is January - December
EPS (Diluted),6.190,6.490,7.650,7.027,4.570,3.034,Upgrade,Financials in EUR,Fiscal year is January - December
EPS Growth,-7.040%,-15.162%,8.871%,53.754%,50.606%,-60.897%,Upgrade,Financials in EUR,Fiscal year is January - December
Free Cash Flow,"2,603,000,000","1,977,000,000","2,728,000,000","3,550,000,000","2,064,000,000","2,043,000,000",Upgrade,Financials in EUR,Fiscal year is January - December
Free Cash Flow Per Share,5.982,4.547,6.274,8.165,4.747,4.699,Upgrade,Financials in EUR,Fiscal year is January - December
Dividend Per Share,2.200,2.200,2.200,1.850,1.400,1.300,Upgrade,Financials in EUR,Fiscal year is January - December
Dividend Growth,0%,0%,18.919%,32.143%,7.692%,4.000%,Upgrade,Financials in EUR,Fiscal year is January - December
Gross Margin,58.799%,59.234%,61.767%,62.793%,61.321%,63.156%,Upgrade,Financials in EUR,Fiscal year is January - December
Operating Margin,16.830%,17.601%,22.391%,21.872%,17.515%,15.806%,Upgrade,Financials in EUR,Fiscal year is January - December
Profit Margin,12.861%,13.452%,14.960%,15.518%,11.332%,8.172%,Upgrade,Financials in EUR,Fiscal year is January - December
Free Cash Flow Margin,12.417%,9.417%,12.271%,18.032%,11.771%,12.649%,Upgrade,Financials in EUR,Fiscal year is January - December
EBITDA,"5,072,000,000","5,226,000,000","6,522,000,000","5,788,000,000","4,591,000,000","4,234,000,000",Upgrade,Financials in EUR,Fiscal year is January - December
EBITDA Margin,24.195%,24.894%,29.336%,29.400%,26.183%,26.213%,Upgrade,Financials in EUR,Fiscal year is January - December
D&A For EBITDA,"1,544,000,000","1,531,000,000","1,544,000,000","1,482,000,000","1,520,000,000","1,681,000,000",Upgrade,Financials in EUR,Fiscal year is January - December
EBIT,"3,528,000,000","3,695,000,000","4,978,000,000","4,306,000,000","3,071,000,000","2,553,000,000",Upgrade,Financials in EUR,Fiscal year is January - December
EBIT Margin,16.830%,17.601%,22.391%,21.872%,17.515%,15.806%,Upgrade,Financials in EUR,Fiscal year is January - December
Effective Tax Rate,19.715%,18.657%,22.108%,21.891%,24.211%,25.360%,Upgrade,Financials in EUR,Fiscal year is January - December
Advertising Expenses,-,"515,000,000","476,000,000","461,000,000","413,000,000","521,000,000",Upgrade,Financials in EUR,Fiscal year is January - December
