Fiscal Year,TTM,FY 2016,FY 2015,FY 2014,FY 2013,FY 2010,2009 - 2005,Currency,Fiscal_Year_period
Period Ending,"Dec '16 Dec 31, 2016","Mar '16 Mar 31, 2016","Mar '15 Mar 31, 2015","Mar '14 Mar 31, 2014","Mar '13 Mar 31, 2013","Mar '10 Mar 31, 2010",2009 - 2005,,
Revenue,"251,677",-,"90,014",-,-,-,Upgrade,Financials in USD,Fiscal year is April - March
Cost of Revenue,"-1,210",-,"48,695",-,"103,275","299,873",Upgrade,Financials in USD,Fiscal year is April - March
Gross Profit,"252,887",-,"41,319",-,"-103,275","-299,873",Upgrade,Financials in USD,Fiscal year is April - March
"Selling, General & Admin","759,216","492,552","1,097,438","141,908",-,"10,013",Upgrade,Financials in USD,Fiscal year is April - March
Operating Expenses,"955,233","512,986","1,097,438","141,908",-,"13,652",Upgrade,Financials in USD,Fiscal year is April - March
Operating Income,"-702,346","-512,986","-1,056,119","-141,908","-103,275","-313,525",Upgrade,Financials in USD,Fiscal year is April - March
Interest Expense,"-164,064","-131,329","-493,338","-14,411","-14,956","-18,365",Upgrade,Financials in USD,Fiscal year is April - March
Interest & Investment Income,-,-,-,-,-,690,Upgrade,Financials in USD,Fiscal year is April - March
EBT Excluding Unusual Items,"-866,410","-644,315","-1,549,457","-156,319","-118,231","-331,200",Upgrade,Financials in USD,Fiscal year is April - March
Pretax Income,"-866,410","-644,315","-1,549,457","-156,319","-118,231","-331,200",Upgrade,Financials in USD,Fiscal year is April - March
Earnings From Continuing Operations,"-866,410","-644,315","-1,549,457","-156,319","-118,231","-331,200",Upgrade,Financials in USD,Fiscal year is April - March
Net Income,"-866,410","-644,315","-1,549,457","-156,319","-118,231","-331,200",Upgrade,Financials in USD,Fiscal year is April - March
Net Income to Common,"-866,410","-644,315","-1,549,457","-156,319","-118,231","-331,200",Upgrade,Financials in USD,Fiscal year is April - March
Shares Outstanding (Basic),"3,827,396,216","1,885,069,180","478,562,219","429,173,367","416,373,966","61,610,467",Upgrade,Financials in USD,Fiscal year is April - March
Shares Outstanding (Diluted),"3,827,396,216","1,885,069,180","478,562,219","429,173,367","416,373,966","61,610,467",Upgrade,Financials in USD,Fiscal year is April - March
Shares Change (YoY),229.814%,293.903%,11.508%,3.074%,575.817%,324.794%,Upgrade,Financials in USD,Fiscal year is April - March
EPS (Basic),-0.000,-0.000,-0.003,-0.000,-0.000,-0.005,Upgrade,Financials in USD,Fiscal year is April - March
EPS (Diluted),-0.000,-0.000,-0.003,-0.000,-0.000,-0.010,Upgrade,Financials in USD,Fiscal year is April - March
Free Cash Flow,"-477,313","-400,055","-780,576","-6,220",-,-569,Upgrade,Financials in USD,Fiscal year is April - March
Free Cash Flow Per Share,-0.000,-0.000,-0.002,-0.000,-,-0.000,Upgrade,Financials in USD,Fiscal year is April - March
Gross Margin,100.481%,-,45.903%,-,-,-,Upgrade,Financials in USD,Fiscal year is April - March
Operating Margin,-279.066%,-,-1173.283%,-,-,-,Upgrade,Financials in USD,Fiscal year is April - March
Profit Margin,-344.255%,-,-1721.351%,-,-,-,Upgrade,Financials in USD,Fiscal year is April - March
Free Cash Flow Margin,-189.653%,-,-867.172%,-,-,-,Upgrade,Financials in USD,Fiscal year is April - March
EBITDA,"-682,310","-492,552","-1,048,821","-71,668",-,"-309,886",Upgrade,Financials in USD,Fiscal year is April - March
EBITDA Margin,-271.105%,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is April - March
D&A For EBITDA,"20,036","20,434","7,298","70,240",-,"3,639",Upgrade,Financials in USD,Fiscal year is April - March
EBIT,"-702,346","-512,986","-1,056,119","-141,908","-103,275","-313,525",Upgrade,Financials in USD,Fiscal year is April - March
EBIT Margin,-279.066%,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is April - March
