Fiscal Year,TTM,FY 2022,FY 2021,FY 2020,FY 2019,FY 2018,2017 - 2013,Currency,Fiscal_Year_period
Period Ending,"Sep '23 Sep 30, 2023","Dec '22 Dec 31, 2022","Dec '21 Dec 31, 2021","Dec '20 Dec 31, 2020","Dec '19 Dec 31, 2019","Dec '18 Dec 31, 2018",2017 - 2013,,
"Selling, General & Admin","1,094,603","1,149,823","1,857,085","2,676,860","1,137,175","1,488,238",Upgrade,Financials in USD,Fiscal year is January - December
Research & Development,"313,245","429,532","702,043","638,275","599,329","688,286",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"1,407,848","1,579,355","2,559,128","3,315,135","1,736,504","2,176,524",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-1,407,848","-1,579,355","-2,559,128","-3,315,135","-1,736,504","-2,176,524",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,"-435,735","-603,818","-724,769","-545,675","-404,661","-136,243",Upgrade,Financials in USD,Fiscal year is January - December
Currency Exchange Gain (Loss),"-52,703","51,614","75,410","-50,499","26,132","-112,641",Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),-,-,"1,099",-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-1,896,286","-2,131,559","-3,207,388","-3,911,309","-2,115,033","-2,425,408",Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,"100,000","28,839","62,548","-389,902",-,"-166,382",Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-1,796,286","-2,102,720","-3,144,840","-4,301,211","-2,115,033","-2,591,790",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-1,796,286","-2,102,720","-3,144,840","-4,301,211","-2,115,033","-2,591,790",Upgrade,Financials in USD,Fiscal year is January - December
Preferred Dividends & Other Adjustments,"374,368","1,870,273","378,042","1,440,214",-,-,Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-2,170,654","-3,972,993","-3,522,882","-5,741,425","-2,115,033","-2,591,790",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"173,891,728","111,322,742","88,347,206","25,855,664","390,848","335,111",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"173,891,728","111,322,742","88,347,206","25,855,664","390,848","335,111",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),63.446%,26.006%,241.694%,6515.273%,16.632%,38.575%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.012,-0.036,-0.040,-0.222,-5.411,-7.734,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.012,-0.036,-0.040,-0.222,-5.411,-7.734,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-247,570","-143,905","-956,172","-513,001","-487,745","-427,368",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.001,-0.001,-0.011,-0.020,-1.248,-1.275,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,-,-,-,-,-,"-2,171,357",Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,-,-,-,-,-,"5,167",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-1,407,848","-1,579,355","-2,559,128","-3,315,135","-1,736,504","-2,176,524",Upgrade,Financials in USD,Fiscal year is January - December
