Fiscal Year,TTM,FY 2024,FY 2023,FY 2022,FY 2021,FY 2020,2019 - 2015,Currency,Fiscal_Year_period
Period Ending,"Jun '24 Jun 30, 2024","Jun '24 Jun 30, 2024","Jun '23 Jun 30, 2023","Jun '22 Jun 30, 2022","Jun '21 Jun 30, 2021","Jun '20 Jun 30, 2020",2019 - 2015,,
Revenue,"891,083","891,083","3,387,567","4,732,012","2,996,053","2,079,169",Upgrade,Financials in AUD,Fiscal year is July - June
Revenue Growth (YoY),-73.695%,-73.695%,-28.412%,57.942%,44.099%,216.832%,Upgrade,Financials in AUD,Fiscal year is July - June
Cost of Revenue,"1,195,233","1,195,233","2,036,742","4,169,144","1,896,363","1,904,504",Upgrade,Financials in AUD,Fiscal year is July - June
Gross Profit,"-304,150","-304,150","1,350,825","562,868","1,099,690","174,665",Upgrade,Financials in AUD,Fiscal year is July - June
"Selling, General & Admin","15,556,230","15,556,230","13,343,392","11,829,361","7,785,460","6,609,147",Upgrade,Financials in AUD,Fiscal year is July - June
Research & Development,"2,321,368","2,321,368","2,990,226",-,-,-,Upgrade,Financials in AUD,Fiscal year is July - June
Other Operating Expenses,"-159,390","-159,390","224,305","4,232,737","5,252,915","4,851,303",Upgrade,Financials in AUD,Fiscal year is July - June
Operating Expenses,"17,737,555","17,737,555","16,557,923","16,062,098","13,038,375","11,460,450",Upgrade,Financials in AUD,Fiscal year is July - June
Operating Income,"-18,041,705","-18,041,705","-15,207,098","-15,499,230","-11,938,685","-11,285,785",Upgrade,Financials in AUD,Fiscal year is July - June
Interest Expense,"-482,474","-482,474","-262,257","-210,142","-369,135","-135,582",Upgrade,Financials in AUD,Fiscal year is July - June
Interest & Investment Income,"1,929","1,929",240,301,"7,632","12,336",Upgrade,Financials in AUD,Fiscal year is July - June
Currency Exchange Gain (Loss),"832,226","832,226","-1,216,651","84,568","-30,014","-150,402",Upgrade,Financials in AUD,Fiscal year is July - June
Other Non Operating Income (Expenses),"56,316","56,316","87,189","-1,240,164","-3,569,054","-2,092,599",Upgrade,Financials in AUD,Fiscal year is July - June
EBT Excluding Unusual Items,"-17,633,708","-17,633,708","-16,598,577","-16,864,667","-15,899,256","-13,652,032",Upgrade,Financials in AUD,Fiscal year is July - June
Impairment of Goodwill,-,-,"-3,145,724","-3,903,156",-,-,Upgrade,Financials in AUD,Fiscal year is July - June
Gain (Loss) on Sale of Investments,"1,341,465","1,341,465","-1,387,216",-,-,-,Upgrade,Financials in AUD,Fiscal year is July - June
Gain (Loss) on Sale of Assets,"-1,256,190","-1,256,190",-,-,-,-,Upgrade,Financials in AUD,Fiscal year is July - June
Asset Writedown,-,-,-,-,-,"-5,117,767",Upgrade,Financials in AUD,Fiscal year is July - June
Pretax Income,"-17,548,433","-17,548,433","-21,131,517","-20,767,823","-15,899,256","-18,769,799",Upgrade,Financials in AUD,Fiscal year is July - June
Income Tax Expense,-,-,"2,018",-,"-27,278",-,Upgrade,Financials in AUD,Fiscal year is July - June
Earnings From Continuing Operations,"-17,548,433","-17,548,433","-21,133,535","-20,767,823","-15,871,978","-18,769,799",Upgrade,Financials in AUD,Fiscal year is July - June
Earnings From Discontinued Operations,-,-,-,-,-,"-600,427",Upgrade,Financials in AUD,Fiscal year is July - June
Net Income to Company,"-17,548,433","-17,548,433","-21,133,535","-20,767,823","-15,871,978","-19,370,226",Upgrade,Financials in AUD,Fiscal year is July - June
Minority Interest in Earnings,"17,833","17,833","309,951","420,384","2,000","7,137",Upgrade,Financials in AUD,Fiscal year is July - June
Net Income,"-17,530,600","-17,530,600","-20,823,584","-20,347,439","-15,869,978","-19,363,089",Upgrade,Financials in AUD,Fiscal year is July - June
